	15° s filtrar		
Frequency (Hz)	Level (dB)
337.384402	54.93
342.274859	53.84
347.236204	52.98
352.269465	54.13
357.375684	54.83
362.555919	55.03
367.811243	55.02
373.142743	54.38
378.551525	54.21
384.038708	53.63
389.605429	53.23
395.252841	52.57
400.982113	49.97
406.794432	48.44
412.691002	48.90
418.673044	48.61
424.741797	51.18
430.898518	53.77
437.144481	54.14
443.480981	52.13
449.909331	50.59
456.430860	51.71
463.046920	52.44
469.758882	51.78
476.568134	49.46
483.476089	49.08
490.484175	50.62
497.593845	51.31
504.806572	51.01
512.123848	51.57
519.547190	51.45
527.078134	51.69
534.718242	49.70
542.469094	51.44
550.332296	53.21
558.309477	52.64
566.402289	52.98
574.612408	53.31
582.941535	51.69
591.391394	51.25
599.963735	49.59
608.660334	49.76
617.482992	49.78
626.433537	48.96
635.513821	49.42
644.725726	49.52
654.071160	51.46
663.552057	53.80
673.170382	57.48
682.928127	59.43
692.827312	58.92
702.869989	57.47
713.058235	56.58
723.394163	55.89
733.879912	55.68
744.517654	55.22
755.309592	54.12
766.257962	53.26
777.365030	52.65
788.633098	52.01
800.064499	53.09
811.661600	52.81
823.426804	53.20
835.362547	51.43
847.471301	53.59
859.755574	53.04
872.217910	49.80
884.860890	49.13
897.687132	46.85
910.699294	47.43
923.900070	48.68
937.292194	49.95
950.878439	49.18
964.661620	48.17
978.644591	49.05
992.830248	48.20
1007.221529	46.18
1021.821414	43.69
1036.632928	45.98
1051.659138	47.43
1066.903156	47.58
1082.368140	52.12
1098.057291	49.50
1113.973860	46.05
1130.121143	46.72
1146.502484	46.37
1163.121276	46.37
1179.980961	49.93
1197.085030	55.59
1214.437027	58.52
1232.040544	56.65
1249.899229	54.25
1268.016778	54.34
1286.396945	54.24
1305.043536	54.52
1323.960414	54.97
1343.151496	54.57
1362.620756	53.70
1382.372227	51.76
1402.410000	50.93
1422.738225	50.81
1443.361112	51.69
1464.282931	50.64
1485.508017	48.79
1507.040765	48.62
1528.885634	49.95
1551.047150	51.38
1573.529901	50.99
1596.338544	52.41
1619.477804	50.54
1642.952471	48.88
1666.767409	49.58
1690.927550	50.25
1715.437896	50.24
1740.303526	50.07
1765.529587	52.80
1791.121306	55.20
1817.083982	50.85
1843.422992	49.34
1870.143792	50.82
1897.251916	49.94
1924.752977	49.88
1952.652672	50.63
1980.956779	49.59
2009.671159	49.45
2038.801761	49.18
2068.354617	51.07
2098.335847	49.44
2128.751662	48.46
2159.608360	47.56
2190.912333	48.79
2222.670063	48.35
2254.888128	47.23
2287.573200	44.62
2320.732050	47.62
2354.371544	47.78
2388.498649	47.18
2423.120434	46.24
2458.244069	46.77
2493.876828	47.71
2530.026092	46.90
2566.699346	45.83
2603.904187	45.84
2641.648320	46.40
2679.939562	45.27
2718.785844	46.08
2758.195211	45.12
2798.175824	46.51
2838.735965	44.01
2879.884033	46.91
2921.628551	46.43
2963.978165	45.64
3006.941645	45.30
3050.527890	45.65
3094.745927	45.77
3139.604913	45.94
3185.114139	45.11
3231.283032	45.23
3278.121151	44.16
3325.638200	45.20
3373.844017	44.41
3422.748588	45.18
3472.362041	44.17
3522.694651	45.21
3573.756843	44.62
3625.559192	43.94
3678.112427	45.68
3731.427432	44.85
3785.515249	44.42
3840.387080	44.34
3896.054290	43.43
3952.528408	44.42
4009.821129	43.89
4067.944321	43.76
4126.910020	44.41
4186.730440	43.93
4247.417969	44.63
4308.985176	43.85
4371.444813	44.43
4434.809815	43.65
4499.093306	43.97
4564.308599	43.31
4630.469202	43.31
4697.588817	43.58
4765.681344	42.60
4834.760887	41.72
4904.841752	41.44
4975.938453	40.87
5048.065717	40.92
5121.238480	41.08
5195.471897	40.42
5270.781343	41.35
5347.182415	41.06
5424.690937	41.13
5503.322961	40.62
5583.094772	40.53
5664.022893	39.85
5746.124083	39.77
5829.415347	38.98
5913.913936	37.60
5999.637349	37.44
6086.603340	36.73
6174.829922	36.88
6264.335367	33.16
6355.138211	34.85
6447.257262	35.54
6540.711597	37.91
6635.520573	38.17
6731.703824	39.17
6829.281272	38.41
6928.273125	38.19
7028.699885	37.30
7130.582353	36.64
7233.941627	34.76
7338.799116	34.84
7445.176537	33.53
7553.095920	32.15
7662.579617	32.68
7773.650302	34.76
7886.330981	34.65
8000.644989	35.30
8116.616003	36.02
8234.268041	35.39
8353.625470	34.42
8474.713009	31.38
8597.555737	28.44
8722.179097	24.57
8848.608897	22.07
8976.871324	20.01
9106.992942	24.76
9239.000700	27.01
9372.921937	27.69
9508.784391	29.36
9646.616199	29.41
9786.445908	29.37
9928.302478	29.23
10072.215288	26.49
10218.214144	26.05
10366.329284	24.21
10516.591384	23.18
10669.031565	23.53
10823.681397	22.41
10980.572911	20.88
11139.738600	20.33
11301.211429	19.73
11465.024840	20.11
11631.212760	20.11
11799.809609	17.65
11970.850305	18.53
12144.370271	20.05
12320.405445	22.65
12498.992285	24.13
12680.167779	23.62
12863.969449	22.43
13050.435363	21.43
13239.604139	21.69
13431.514956	22.68
13626.207560	22.32
13823.722274	20.93
14024.100004	13.41
14227.382252	11.97
14433.611118	13.71
14642.829314	14.85
14855.080172	16.19
15070.407650	17.75
15288.856344	17.02
15510.471498	14.66
15735.299010	19.08
15963.385443	19.62
16194.778036	18.07
16429.524714	16.78
16667.674093	17.27
16909.275497	18.26
17154.378963	18.16
17403.035256	16.87
17655.295873	16.64
17911.213060	18.48
18170.839820	19.35
18434.229924	17.91
18701.437922	15.48
18972.519156	16.98
19247.529769	17.88
19526.526718	18.18
19809.567786	18.84
20096.711592	11.89
20388.017608	5.03
20683.546166	4.30
20983.358471	3.23
21287.516618	3.08
21596.083601	3.47
21909.123326	3.74
22226.700627	3.97
