	0° s filtrar		
Frequency (Hz)	Level (dB)

11.139739	35.84
11.301211	35.87
11.465025	35.92
11.631213	35.97
11.799810	36.04
11.970850	36.11
12.144370	36.18
12.320405	36.27
12.498992	36.36
12.680168	36.46
12.863969	36.56
13.050435	36.67
13.239604	36.79
13.431515	36.90
13.626208	37.02
13.823722	37.16
14.024100	37.28
14.227382	37.40
14.433611	37.54
14.642829	37.67
14.855080	37.79
15.070408	37.92
15.288856	38.04
15.510471	38.16
15.735299	38.27
15.963385	38.37
16.194778	38.46
16.429525	38.54
16.667674	38.61
16.909275	38.65
17.154379	38.68
17.403035	38.68
17.655296	38.65
17.911213	38.61
18.170840	38.51
18.434230	38.39
18.701438	38.24
18.972519	38.06
19.247530	37.83
19.526527	37.58
19.809568	37.32
20.096712	37.03
20.388018	36.73
20.683546	36.42
20.983358	36.12
21.287517	35.84
21.596084	35.58
21.909123	35.34
22.226701	35.13
22.548881	34.94
22.875732	34.77
23.207320	34.61
23.543715	34.46
23.884986	34.32
24.231204	34.17
24.582441	34.03
24.938768	33.88
25.300261	33.71
25.666993	33.53
26.039042	33.32
26.416483	33.07
26.799396	32.80
27.187858	32.45
27.581952	32.07
27.981758	31.63
28.387360	31.13
28.798840	30.61
29.216286	30.05
29.639782	29.50
30.069416	28.99
30.505279	28.52
30.947459	28.12
31.396049	27.77
31.851141	27.45
32.312830	27.14
32.781212	26.83
33.256382	26.49
33.738440	26.12
34.227486	25.73
34.723620	25.33
35.226947	24.93
35.737568	24.55
36.255592	24.20
36.781124	23.86
37.314274	23.55
37.855152	23.26
38.403871	22.98
38.960543	22.73
39.525284	22.52
40.098211	22.37
40.679443	22.31
41.269100	22.39
41.867304	22.74
42.474180	23.53
43.089852	24.81
43.714448	26.44
44.348098	28.15
44.990933	29.71
45.643086	31.03
46.304692	32.04
46.975888	32.77
47.656813	33.26
48.347609	33.53
49.048418	33.58
49.759385	33.40
50.480657	32.99
51.212385	32.37
51.954719	31.58
52.707813	30.82
53.471824	30.85
54.246909	32.70
55.033230	35.72
55.830948	38.78
56.640229	41.49
57.461241	43.92
58.294153	46.08
59.139139	48.00
59.996373	49.65
60.866033	51.04
61.748299	52.17
62.643354	53.10
63.551382	53.90
64.472573	54.58
65.407116	55.18
66.355206	55.72
67.317038	56.21
68.292813	56.65
69.282731	56.98
70.286999	57.09
71.305824	56.91
72.339416	56.50
73.387991	56.01
74.451765	55.62
75.530959	55.37
76.625796	55.19
77.736503	55.05
78.863310	55.00
80.006450	55.07
81.166160	55.23
82.342680	55.42
83.536255	55.59
84.747130	55.71
85.975557	55.80
87.221791	55.97
88.486089	56.38
89.768713	56.98
91.069929	57.52
92.390007	57.92
93.729219	58.23
95.087844	58.54
96.466162	58.90
97.864459	59.35
99.283025	59.87
100.722153	60.42
102.182141	60.87
103.663293	61.09
105.165914	61.26
106.690316	61.67
108.236814	62.35
109.805729	63.15
111.397386	63.78
113.012114	64.08
114.650248	64.10
116.312128	63.91
117.998096	63.57
119.708503	63.19
121.443703	62.95
123.204054	63.02
124.989923	63.35
126.801678	63.56
128.639694	63.34
130.504354	62.63
132.396041	61.83
134.315150	61.57
136.262076	61.64
138.237223	61.57
140.241000	61.22
142.273823	60.89
144.336111	60.68
146.428293	60.58
148.550802	60.76
150.704076	60.94
152.888563	60.63
155.104715	59.49
157.352990	57.86
159.633854	56.70
161.947780	56.56
164.295247	56.71
166.676741	56.89
169.092755	57.36
171.543790	57.98
174.030353	58.46
176.552959	58.89
179.112131	59.59
181.708398	59.98
184.342299	59.00
187.014379	56.80
189.725192	53.92
192.475298	53.02
195.265267	54.78
198.095678	56.10
200.967116	56.79
203.880176	57.27
206.835462	57.77
209.833585	57.99
212.875166	57.57
215.960836	56.53
219.091233	55.94
222.267006	56.23
225.488813	56.78
228.757320	57.61
232.073205	57.70
235.437154	56.95
238.849865	55.50
242.312043	54.47
245.824407	53.46
249.387683	53.07
253.002609	53.78
256.669935	54.05
260.390419	53.97
264.164832	53.40
267.993956	53.12
271.878584	52.64
275.819521	50.85
279.817582	48.54
283.873596	45.77
287.988403	45.02
292.162855	46.73
296.397817	49.96
300.694165	52.25
305.052789	53.52
309.474593	54.23
313.960491	54.31
318.511414	54.80
323.128303	54.81
327.812115	54.40
332.563820	55.69
337.384402	55.89
342.274859	54.89
347.236204	54.06
352.269465	55.61
357.375684	56.75
362.555919	56.27
367.811243	55.44
373.142743	54.87
378.551525	54.34
384.038708	53.20
389.605429	53.39
395.252841	53.00
400.982113	50.45
406.794432	49.47
412.691002	49.36
418.673044	48.09
424.741797	50.39
430.898518	52.40
437.144481	52.95
443.480981	51.18
449.909331	49.77
456.430860	50.46
463.046920	51.06
469.758882	50.70
476.568134	49.34
483.476089	50.48
490.484175	52.34
497.593845	52.90
504.806572	52.21
512.123848	52.60
519.547190	52.55
527.078134	52.28
534.718242	50.87
542.469094	51.66
550.332296	53.36
558.309477	53.37
566.402289	53.63
574.612408	53.49
582.941535	51.70
591.391394	51.01
599.963735	49.55
608.660334	50.62
617.482992	50.25
626.433537	48.68
635.513821	49.40
644.725726	49.79
654.071160	52.11
663.552057	53.61
673.170382	57.48
682.928127	60.06
692.827312	60.87
702.869989	59.98
713.058235	57.77
723.394163	56.00
733.879912	55.33
744.517654	53.93
755.309592	53.82
766.257962	54.30
777.365030	55.16
788.633098	54.47
800.064499	52.70
811.661600	52.29
823.426804	53.41
835.362547	52.02
847.471301	53.63
859.755574	54.33
872.217910	51.08
884.860890	48.92
897.687132	47.38
910.699294	50.04
923.900070	51.33
937.292194	51.45
950.878439	50.05
964.661620	47.61
978.644591	46.81
992.830248	46.62
1007.221529	47.21
1021.821414	46.90
1036.632928	46.56
1051.659138	47.68
1066.903156	48.45
1082.368140	53.56
1098.057291	50.25
1113.973860	45.32
1130.121143	46.05
1146.502484	45.62
1163.121276	46.47
1179.980961	51.00
1197.085030	56.65
1214.437027	60.41
1232.040544	58.76
1249.899229	54.61
1268.016778	53.88
1286.396945	54.29
1305.043536	55.00
1323.960414	53.98
1343.151496	53.51
1362.620756	54.85
1382.372227	54.12
1402.410000	52.26
1422.738225	50.35
1443.361112	50.29
1464.282931	49.41
1485.508017	49.26
1507.040765	50.15
1528.885634	51.37
1551.047150	53.29
1573.529901	52.81
1596.338544	52.93
1619.477804	52.48
1642.952471	51.12
1666.767409	51.88
1690.927550	51.96
1715.437896	52.50
1740.303526	52.72
1765.529587	53.45
1791.121306	53.53
1817.083982	50.27
1843.422992	52.52
1870.143792	51.96
1897.251916	50.04
1924.752977	49.56
1952.652672	50.85
1980.956779	50.13
2009.671159	50.35
2038.801761	50.26
2068.354617	51.32
2098.335847	48.29
2128.751662	47.45
2159.608360	49.38
2190.912333	49.03
2222.670063	47.88
2254.888128	46.22
2287.573200	46.60
2320.732050	48.37
2354.371544	48.01
2388.498649	47.49
2423.120434	46.41
2458.244069	47.25
2493.876828	48.35
2530.026092	47.42
2566.699346	46.26
2603.904187	47.75
2641.648320	47.28
2679.939562	47.31
2718.785844	48.35
2758.195211	46.58
2798.175824	46.84
2838.735965	46.31
2879.884033	48.88
