Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
3.958333E-03   -3.282027E-05
3.979167E-03   -2.799645E-05
4.000000E-03   -3.048674E-05
4.020833E-03   -3.223075E-05
4.041667E-03   -3.322402E-05
4.062500E-03   -3.207246E-05
4.083333E-03   -3.120194E-05
4.104167E-03   -3.352209E-05
4.125000E-03   -3.319425E-05
4.145833E-03   -3.044322E-05
4.166667E-03   -3.300616E-05
4.187500E-03   -2.470855E-05
4.208333E-03   -2.542782E-05
4.229167E-03   -2.167927E-05
4.250000E-03   -2.244084E-05
4.270833E-03   -2.082030E-05
4.291667E-03   -2.375890E-05
4.312500E-03   -2.513623E-05
4.333333E-03   -2.127107E-05
4.354167E-03   -2.492173E-05
4.375000E-03   -2.770030E-05
4.395833E-03   -2.874940E-05
4.416667E-03   -2.906413E-05
4.437500E-03   -2.678363E-05
4.458333E-03   -3.166512E-05
4.479167E-03   -3.013806E-05
4.500000E-03   -3.042802E-05
4.520833E-03   -3.157095E-05
4.541667E-03   -3.624461E-05
4.562500E-03   -3.797923E-05
4.583333E-03   -3.886197E-05
4.604167E-03   -4.515295E-05
4.625000E-03   -4.332945E-05
4.645833E-03   -4.251516E-05
4.666667E-03   -4.462369E-05
4.687500E-03   -3.953802E-05
4.708333E-03   -4.332355E-05
4.729167E-03   -3.981606E-05
4.750000E-03   -4.312333E-05
4.770833E-03   -4.364552E-05
4.791667E-03   -5.135146E-05
4.812500E-03   -5.455827E-05
4.833333E-03   -5.665016E-05
4.854167E-03   -6.182995E-05
4.875000E-03   -6.076061E-05
4.895833E-03   -6.521227E-05
4.916667E-03   -6.436191E-05
4.937500E-03   -5.766366E-05
4.958333E-03   -5.193800E-05
4.979167E-03   -4.051538E-05
5.000000E-03   -3.596739E-05
5.020833E-03   -3.098204E-05
5.041667E-03   -2.229796E-05
5.062500E-03   -1.932134E-05
5.083333E-03   -1.644819E-05
5.104167E-03   -2.137156E-05
5.125000E-03   -2.472504E-05
5.145833E-03   -2.602935E-05
5.166667E-03   -3.485449E-05
5.187500E-03   -3.467446E-05
5.208333E-03   -3.527378E-05
5.229167E-03   -4.321109E-05
5.250000E-03   -3.210089E-05
5.270833E-03   -3.014957E-05
5.291667E-03   -2.238846E-05
5.312500E-03   -2.363713E-05
5.333333E-03   -2.115283E-05
5.354167E-03   -2.365225E-05
5.375000E-03   -3.049653E-05
5.395833E-03   -3.970728E-05
5.416667E-03   -4.992638E-05
5.437500E-03   -5.718860E-05
5.458333E-03   -6.946603E-05
5.479167E-03   -7.015187E-05
5.500000E-03   -7.588539E-05
5.520833E-03   -7.578070E-05
5.541667E-03   -6.721590E-05
5.562500E-03   -6.082646E-05
5.583333E-03   -5.142827E-05
5.604167E-03   -3.785557E-05
5.625000E-03   -3.181818E-05
5.645833E-03   -2.505593E-05
5.666667E-03   -3.306297E-05
5.687500E-03   -3.316340E-05
5.708333E-03   -4.062918E-05
5.729167E-03   -4.863259E-05
5.750000E-03   -5.887032E-05
5.770833E-03   -6.740107E-05
5.791667E-03   -7.034064E-05
5.812500E-03   -7.661902E-05
5.833333E-03   -7.328267E-05
5.854167E-03   -7.277065E-05
5.875000E-03   -6.759482E-05
5.895833E-03   -5.872859E-05
5.916667E-03   -5.349597E-05
5.937500E-03   -4.471499E-05
5.958333E-03   -4.439634E-05
5.979167E-03   -3.680428E-05
6.000000E-03   -1.947655E-05
6.020833E-03   -1.831646E-06
6.041667E-03   9.406053E-07
6.062500E-03   1.744420E-05
6.083333E-03   5.935474E-05
6.104167E-03   1.577665E-04
6.125000E-03   3.050816E-04
6.145833E-03   3.332999E-04
6.166667E-03   5.710727E-04
6.187500E-03   9.556372E-05
6.208333E-03   -1.573768E-03
6.229167E-03   -3.718431E-03
6.250000E-03   -6.490594E-03
6.270833E-03   -8.900761E-03
6.291667E-03   -1.154113E-02
6.312500E-03   -1.488775E-02
6.333333E-03   -1.790715E-02
6.354167E-03   -2.046023E-02
6.375000E-03   -2.408018E-02
6.395833E-03   -2.749854E-02
6.416667E-03   -2.978958E-02
6.437500E-03   -3.090580E-02
6.458333E-03   -2.976470E-02
6.479167E-03   -2.902612E-02
6.500000E-03   -2.864495E-02
6.520833E-03   -2.515429E-02
6.541667E-03   -2.272943E-02
6.562500E-03   -2.144418E-02
