Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
4.083333E-03   -5.706084E-06
4.104167E-03   -6.001444E-06
4.125000E-03   -2.056660E-06
4.145833E-03   -3.378977E-06
4.166667E-03   2.900792E-06
4.187500E-03   1.082871E-05
4.208333E-03   1.424280E-05
4.229167E-03   2.196094E-05
4.250000E-03   2.316616E-05
4.270833E-03   2.316313E-05
4.291667E-03   2.228368E-05
4.312500E-03   1.997604E-05
4.333333E-03   1.381336E-05
4.354167E-03   5.032012E-06
4.375000E-03   -2.137432E-06
4.395833E-03   -8.082236E-06
4.416667E-03   -7.840359E-06
4.437500E-03   -1.139815E-05
4.458333E-03   -8.728043E-06
4.479167E-03   -7.606404E-06
4.500000E-03   -1.989264E-06
4.520833E-03   2.701300E-06
4.541667E-03   1.035317E-05
4.562500E-03   1.432916E-05
4.583333E-03   1.739598E-05
4.604167E-03   1.761943E-05
4.625000E-03   1.564279E-05
4.645833E-03   1.206274E-05
4.666667E-03   9.778206E-06
4.687500E-03   4.490515E-06
4.708333E-03   4.598088E-06
4.729167E-03   2.670240E-06
4.750000E-03   -7.529287E-06
4.770833E-03   9.518135E-07
4.791667E-03   -7.421802E-07
4.812500E-03   8.234174E-06
4.833333E-03   1.058010E-05
4.854167E-03   1.682680E-05
4.875000E-03   2.361391E-05
4.895833E-03   2.727532E-05
4.916667E-03   2.490967E-05
4.937500E-03   2.651954E-05
4.958333E-03   2.652865E-05
4.979167E-03   2.344014E-05
5.000000E-03   1.922222E-05
5.020833E-03   1.735774E-05
5.041667E-03   1.076411E-05
5.062500E-03   6.479495E-06
5.083333E-03   2.226748E-06
5.104167E-03   -2.065787E-06
5.125000E-03   -4.646528E-06
5.145833E-03   -4.038132E-06
5.166667E-03   -1.090344E-06
5.187500E-03   4.552154E-06
5.208333E-03   1.041085E-05
5.229167E-03   1.087413E-05
5.250000E-03   1.789622E-05
5.270833E-03   2.156617E-05
5.291667E-03   2.850358E-05
5.312500E-03   2.537595E-05
5.333333E-03   1.782657E-05
5.354167E-03   1.041124E-05
5.375000E-03   -3.085488E-06
5.395833E-03   -1.516793E-05
5.416667E-03   -2.759307E-05
5.437500E-03   -3.615058E-05
5.458333E-03   -4.202568E-05
5.479167E-03   -4.653668E-05
5.500000E-03   -3.802318E-05
