	RODE 45g		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
10.742188	-38.15	-28.97	0.40
11.718750	-25.28	-177.02	0.93
12.695313	-19.32	167.16	0.88
13.671875	-10.96	91.67	0.98
14.648438	-13.83	54.96	0.99
15.625000	-15.69	-140.81	0.99
16.601563	-12.84	-158.01	1.00
17.578125	-11.93	-161.32	1.00
18.554688	-13.54	-145.29	0.92
19.531250	-8.76	153.55	0.80
20.507813	-19.31	140.77	0.57
21.484375	-22.69	92.86	0.81
22.460938	-17.94	58.19	0.99
23.437500	-15.22	72.38	0.92
24.414063	-17.34	57.18	0.62
25.390625	-15.36	72.62	0.96
26.367188	-15.67	93.52	0.98
27.343750	-18.41	57.32	0.99
28.320313	-18.16	50.59	0.99
29.296875	-12.71	41.54	1.00
30.273438	-26.04	126.36	0.65
31.250000	-10.29	166.87	0.98
32.226563	-9.79	113.13	0.88
33.203125	-20.75	57.67	0.93
34.179688	-8.30	57.44	0.99
35.156250	-9.02	50.96	1.00
36.132813	-7.80	57.53	1.00
37.109375	-4.88	51.83	0.99
38.085938	-4.31	89.20	1.00
39.062500	-4.02	85.30	0.99
40.039063	-2.10	54.92	1.00
41.015625	-2.82	63.01	0.99
41.992188	-0.90	28.42	1.00
42.968750	-2.53	34.45	1.00
43.945313	-3.04	35.32	1.00
44.921875	-3.19	38.82	1.00
45.898438	-3.66	38.29	1.00
46.875000	-2.70	38.86	1.00
47.851563	-4.97	35.65	1.00
48.828125	-4.82	49.21	0.99
49.804688	-2.40	31.50	1.00
50.781250	-2.84	35.63	1.00
51.757813	-3.54	38.26	1.00
52.734375	-3.27	29.56	1.00
53.710938	-2.83	29.93	1.00
54.687500	-2.64	26.63	1.00
55.664063	-2.74	27.94	1.00
56.640625	-2.94	29.32	1.00
57.617188	-1.25	35.01	1.00
58.593750	-1.96	33.57	1.00
59.570313	-1.46	15.81	1.00
60.546875	-0.41	31.65	1.00
61.523438	-0.13	17.23	1.00
62.500000	-0.39	15.77	1.00
63.476563	-0.72	14.22	1.00
64.453125	-1.07	5.18	1.00
65.429688	-1.87	7.69	1.00
66.406250	-2.02	5.81	1.00
67.382813	-2.18	5.75	1.00
68.359375	-2.66	2.74	1.00
69.335938	-3.34	5.83	1.00
70.312500	-4.04	7.76	1.00
71.289063	-3.53	9.65	1.00
72.265625	-3.26	10.59	1.00
73.242188	-3.01	14.73	1.00
74.218750	-3.19	14.16	1.00
75.195313	-1.82	17.67	1.00
76.171875	-1.39	12.88	0.99
77.148438	-1.64	9.35	1.00
78.125000	-1.32	9.27	1.00
79.101563	-1.21	9.06	1.00
80.078125	-1.23	2.75	1.00
81.054688	-1.40	-1.02	1.00
82.031250	-1.67	1.18	1.00
83.007813	-1.69	0.50	1.00
83.984375	-1.83	-1.15	1.00
84.960938	-2.00	-0.65	1.00
85.937500	-1.69	-1.18	1.00
86.914063	-1.96	-1.60	1.00
87.890625	-1.77	-2.36	1.00
88.867188	-1.67	-5.03	1.00
89.843750	-1.26	-3.45	1.00
90.820313	-1.99	-9.31	1.00
91.796875	-2.10	-8.86	1.00
92.773438	-2.37	-7.94	1.00
93.750000	-2.16	-11.24	1.00
94.726563	-2.43	-12.15	1.00
95.703125	-2.55	-19.87	1.00
96.679688	-2.33	-18.49	1.00
97.656250	-2.73	-20.84	1.00
98.632813	-3.19	-20.33	1.00
99.609375	-3.49	-20.42	1.00
100.585938	-3.59	-20.18	1.00
101.562500	-3.74	-19.25	1.00
102.539063	-4.09	-19.70	1.00
103.515625	-4.09	-20.82	1.00
104.492188	-4.28	-20.46	1.00
105.468750	-4.65	-17.98	1.00
106.445313	-4.91	-17.59	1.00
107.421875	-5.01	-17.51	1.00
108.398438	-5.06	-17.26	1.00
109.375000	-5.06	-17.03	1.00
110.351563	-5.04	-17.21	1.00
111.328125	-5.06	-17.55	1.00
112.304688	-5.01	-17.71	1.00
113.281250	-5.29	-18.68	1.00
114.257813	-5.43	-18.77	1.00
115.234375	-5.53	-18.84	1.00
116.210938	-5.63	-19.36	1.00
117.187500	-5.84	-19.60	1.00
118.164063	-5.94	-18.87	1.00
119.140625	-6.17	-18.31	1.00
120.117188	-6.24	-18.49	1.00
121.093750	-6.18	-19.11	1.00
122.070313	-6.45	-19.06	1.00
123.046875	-6.70	-18.74	1.00
124.023438	-6.75	-18.08	1.00
125.000000	-6.85	-17.58	1.00
125.976563	-7.01	-17.64	1.00
