	RODE 180g		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
10.742188	-19.64	66.92	1.00
11.718750	-17.33	-121.51	0.86
12.695313	-9.87	-154.39	1.00
13.671875	-8.30	-169.36	0.99
14.648438	-10.29	2.76	0.99
15.625000	-10.13	1.60	1.00
16.601563	-6.11	6.59	1.00
17.578125	-4.31	-8.97	0.99
18.554688	-14.60	173.44	0.49
19.531250	-7.19	87.06	0.99
20.507813	-4.50	98.27	1.00
21.484375	-6.47	-124.17	0.95
22.460938	-10.77	-8.36	0.31
23.437500	-27.74	113.20	0.83
24.414063	-16.93	95.84	0.99
25.390625	-13.32	75.70	0.98
26.367188	-13.37	27.61	0.99
27.343750	-11.30	3.34	0.99
28.320313	-7.26	42.55	0.93
29.296875	-9.05	1.23	0.86
30.273438	-10.66	69.80	0.94
31.250000	-18.39	25.76	0.37
32.226563	-2.19	-47.55	0.35
33.203125	-2.46	-75.89	0.99
34.179688	-0.81	-103.19	0.99
35.156250	-3.83	-148.19	0.98
36.132813	-0.73	-106.49	0.90
37.109375	0.85	-23.78	0.90
38.085938	-0.74	-49.01	1.00
39.062500	-3.12	-110.88	0.90
40.039063	3.48	-147.08	0.99
41.015625	3.81	-140.11	1.00
41.992188	4.29	-148.50	1.00
42.968750	1.76	-146.89	1.00
43.945313	3.07	-141.08	1.00
44.921875	1.53	-141.90	1.00
45.898438	2.86	-124.79	0.99
46.875000	2.02	-126.78	1.00
47.851563	-4.14	-146.97	0.99
48.828125	-3.35	176.38	0.99
49.804688	1.24	-166.32	0.99
50.781250	1.87	-147.55	1.00
51.757813	1.44	-153.61	1.00
52.734375	3.19	-145.99	1.00
53.710938	2.53	-147.24	1.00
54.687500	2.80	-160.32	1.00
55.664063	2.81	-159.31	1.00
56.640625	2.12	-156.40	1.00
57.617188	1.86	-156.76	1.00
58.593750	2.26	-160.51	1.00
59.570313	2.66	-158.88	1.00
60.546875	3.36	-156.07	1.00
61.523438	4.04	-170.26	1.00
62.500000	2.74	-166.00	1.00
63.476563	2.51	-168.39	1.00
64.453125	2.68	-174.13	1.00
65.429688	1.48	-169.86	1.00
66.406250	1.46	-170.60	1.00
67.382813	1.13	-179.85	1.00
68.359375	1.18	-174.52	1.00
69.335938	1.11	-176.48	1.00
70.312500	0.49	-170.70	1.00
71.289063	0.40	-168.45	1.00
72.265625	0.41	-172.16	1.00
73.242188	1.74	-164.49	1.00
74.218750	1.75	-165.09	1.00
75.195313	2.06	-167.15	1.00
76.171875	2.62	-168.36	1.00
77.148438	2.91	-166.85	1.00
78.125000	2.72	-168.87	1.00
79.101563	3.42	-179.52	1.00
80.078125	3.03	178.70	1.00
81.054688	3.02	173.28	1.00
82.031250	2.67	172.41	1.00
83.007813	2.39	169.44	1.00
83.984375	2.56	168.32	1.00
84.960938	1.89	166.08	1.00
85.937500	1.97	166.23	1.00
86.914063	1.41	166.53	1.00
87.890625	1.27	165.75	1.00
88.867188	0.99	163.86	1.00
89.843750	0.70	164.88	1.00
90.820313	0.89	164.52	1.00
91.796875	0.94	164.57	1.00
92.773438	0.34	161.99	1.00
93.750000	0.44	163.41	1.00
94.726563	0.14	162.51	1.00
95.703125	-0.08	155.84	1.00
96.679688	0.23	156.74	1.00
97.656250	0.35	155.13	1.00
98.632813	-0.55	154.05	1.00
99.609375	-0.27	149.91	1.00
100.585938	-1.85	155.36	0.99
101.562500	-1.48	153.48	1.00
102.539063	-1.82	153.77	1.00
103.515625	-1.90	155.34	1.00
104.492188	-2.06	156.46	1.00
105.468750	-2.14	157.81	1.00
106.445313	-2.33	159.09	1.00
107.421875	-2.35	159.43	1.00
108.398438	-2.46	159.27	1.00
109.375000	-2.53	158.78	1.00
110.351563	-2.59	158.74	1.00
111.328125	-2.81	158.70	1.00
112.304688	-2.86	158.04	1.00
113.281250	-3.28	157.61	1.00
114.257813	-3.32	157.43	1.00
115.234375	-3.49	157.42	1.00
116.210938	-3.94	155.90	1.00
117.187500	-4.02	158.02	1.00
118.164063	-4.00	162.11	1.00
119.140625	-4.47	160.47	1.00
120.117188	-4.52	160.42	1.00
121.093750	-5.13	164.84	1.00
122.070313	-4.84	164.77	1.00
123.046875	-4.90	165.25	1.00
124.023438	-4.97	166.08	1.00
125.000000	-4.93	166.86	1.00
125.976563	-4.77	167.41	1.00
126.953125	-5.33	168.78	1.00
127.929688	-5.43	169.36	1.00
128.906250	-5.49	170.85	1.00
129.882813	-5.42	171.79	1.00
130.859375	-5.40	174.11	1.00
131.835938	-5.49	174.86	1.00
132.812500	-5.43	176.26	1.00
133.789063	-5.43	177.31	1.00
134.765625	-5.32	178.27	1.00
135.742188	-5.31	179.35	1.00
136.718750	-5.27	-179.65	1.00
137.695313	-5.12	-178.31	1.00
138.671875	-4.89	-175.87	1.00
140.625000	-4.79	179.85	1.00
142.578125	-4.57	176.61	1.00
144.531250	-5.09	-176.83	1.00
146.484375	-5.28	-175.89	1.00
148.437500	-5.56	-173.97	1.00
150.390625	-4.92	-169.96	1.00
152.343750	-4.73	-169.37	1.00
154.296875	-4.26	-166.37	1.00
156.250000	-3.99	-165.47	1.00
158.203125	-3.46	-167.21	1.00
160.156250	-3.01	-167.15	1.00
162.109375	-2.98	-166.30	1.00
164.062500	-2.00	-168.21	1.00
166.015625	-1.99	-171.23	1.00
167.968750	-1.72	-171.63	1.00
169.921875	-1.52	178.32	1.00
171.875000	-1.73	179.00	1.00
173.828125	-2.79	169.09	1.00
175.781250	-3.11	170.65	1.00
177.734375	-3.77	169.18	1.00
179.687500	-4.27	169.83	1.00
181.640625	-4.49	172.42	1.00
183.593750	-6.59	179.56	1.00
185.546875	-6.51	-179.20	1.00
187.500000	-6.77	-164.49	1.00
189.453125	-6.37	-162.07	1.00
191.406250	-4.67	-148.64	1.00
193.359375	-4.96	-153.04	1.00
195.312500	-3.21	-152.38	1.00
197.265625	-2.95	-153.47	1.00
199.218750	-2.96	-154.00	1.00
201.171875	-1.39	-155.69	1.00
203.125000	-0.97	-156.81	1.00
205.078125	-0.85	-158.87	1.00
207.031250	0.26	-163.99	1.00
208.984375	0.42	-166.34	1.00
210.937500	0.78	-176.34	1.00
212.890625	0.87	-174.35	0.99
214.843750	0.55	171.75	1.00
216.796875	0.13	167.92	1.00
218.750000	-0.57	165.88	1.00
220.703125	-1.88	165.08	1.00
222.656250	-2.68	163.75	1.00
224.609375	-3.57	166.19	1.00
226.562500	-4.17	164.77	1.00
228.515625	-4.35	166.50	1.00
230.468750	-4.53	172.77	1.00
232.421875	-4.77	174.20	1.00
234.375000	-4.83	174.01	1.00
236.328125	-4.99	172.74	1.00
238.281250	-5.30	171.40	1.00
240.234375	-6.22	171.77	1.00
242.187500	-6.47	173.51	1.00
244.140625	-7.80	-174.49	1.00
246.093750	-8.02	-167.00	1.00
248.046875	-8.02	-162.08	1.00
250.000000	-7.94	-160.26	0.99
251.953125	-6.93	-148.19	1.00
253.906250	-5.23	-139.03	0.99
255.859375	-4.80	-143.15	1.00
257.812500	-3.48	-139.27	1.00
259.765625	-2.87	-139.58	1.00
261.718750	-1.62	-142.11	1.00
263.671875	-0.44	-146.11	0.99
265.625000	-0.10	-146.50	1.00
267.578125	-0.15	-147.13	1.00
269.531250	0.27	-151.29	1.00
271.484375	0.39	-151.41	1.00
273.437500	0.74	-150.90	1.00
275.390625	0.88	-151.52	1.00
277.343750	1.07	-153.60	0.99
281.250000	3.86	-150.90	1.00
285.156250	5.26	177.81	0.97
289.062500	4.01	148.11	0.97
292.968750	1.79	132.66	0.98
296.875000	1.26	139.97	0.97
300.781250	-2.56	154.15	1.00
304.687500	-2.44	155.27	1.00
308.593750	-2.45	157.19	1.00
312.500000	-2.82	153.19	1.00
316.406250	-4.09	151.51	0.99
320.312500	-5.83	157.06	1.00
324.218750	-6.59	161.23	1.00
