	RODE 130g		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
10.742188	-24.09	65.08	0.76
11.718750	-20.87	88.71	0.99
12.695313	-19.97	75.48	1.00
13.671875	-18.92	87.71	1.00
14.648438	-12.65	69.04	1.00
15.625000	-9.38	57.82	0.99
16.601563	-7.48	33.78	1.00
17.578125	-7.80	30.53	1.00
18.554688	-13.49	52.45	0.89
19.531250	-22.57	-95.59	0.37
20.507813	-18.02	-3.64	1.00
21.484375	-15.72	-6.53	0.99
22.460938	-10.84	48.23	0.86
23.437500	-13.01	41.23	0.98
24.414063	-11.77	106.23	0.99
25.390625	-10.24	64.58	0.78
26.367188	-23.97	-45.62	0.75
27.343750	-15.48	-24.15	0.95
28.320313	-10.20	-23.35	1.00
29.296875	-16.83	-79.18	0.93
30.273438	-13.39	-82.55	0.99
31.250000	-8.50	-95.16	1.00
32.226563	-6.10	-107.45	0.93
33.203125	-3.58	-137.83	0.99
34.179688	-3.88	-129.46	1.00
35.156250	0.99	-126.60	0.97
36.132813	-5.15	-118.06	0.95
37.109375	-4.48	-81.99	1.00
38.085938	0.21	-73.10	0.99
39.062500	1.43	-107.31	1.00
40.039063	1.65	-108.92	1.00
41.015625	1.37	-123.28	1.00
41.992188	1.39	-129.61	1.00
42.968750	1.49	-134.90	1.00
43.945313	1.10	-142.11	1.00
44.921875	-0.25	-136.78	1.00
45.898438	0.47	-143.12	1.00
46.875000	0.01	-144.79	1.00
47.851563	2.33	-144.15	0.99
48.828125	-0.78	169.92	0.96
49.804688	0.75	-150.29	1.00
50.781250	-0.84	-153.80	1.00
51.757813	0.05	-179.08	0.99
52.734375	3.07	-155.75	0.99
53.710938	0.06	-152.92	1.00
54.687500	-0.10	-153.77	1.00
55.664063	-0.68	-164.49	1.00
56.640625	0.19	-161.86	1.00
57.617188	0.21	-161.07	1.00
58.593750	-0.40	-165.36	1.00
59.570313	-0.65	-170.02	1.00
60.546875	-0.81	-171.82	1.00
61.523438	-0.91	-170.72	1.00
62.500000	-0.58	-172.10	1.00
63.476563	-0.72	-170.65	1.00
64.453125	-1.81	-171.87	1.00
65.429688	-1.61	-171.11	1.00
66.406250	-1.59	-170.08	1.00
67.382813	-1.33	-170.86	1.00
68.359375	-1.42	-172.15	1.00
69.335938	-1.89	-173.59	1.00
