	RODE 150g		
550.781250	-6.58	179.10	0.98
554.687500	-5.46	-155.76	0.99
560.000000	-4.54	-160.70	0.99
568.000000	-4.09	-160.65	1.00
576.000000	-4.01	-150.72	0.99
584.000000	-1.62	-145.48	0.99
592.000000	-0.12	-150.20	0.98
600.000000	0.83	-173.97	0.99
608.000000	-0.27	174.40	1.00
616.000000	-1.12	170.98	1.00
624.000000	-3.20	170.63	0.99
632.000000	-4.26	177.41	1.00
640.000000	-4.96	-178.24	1.00
648.000000	-5.10	-164.45	0.99
656.000000	-0.88	-174.37	0.99
664.000000	-1.65	-172.80	1.00
672.000000	-1.24	-171.10	0.98
680.000000	-2.11	174.49	0.99
688.000000	-3.77	159.75	0.99
696.000000	-2.62	-178.35	1.00
704.000000	-2.75	178.05	1.00
712.000000	-2.95	177.47	1.00
720.000000	-3.17	178.07	1.00
728.000000	-3.22	179.40	1.00
736.000000	-3.50	-176.69	1.00
744.000000	-4.07	-176.00	1.00
752.000000	-3.58	-171.28	1.00
760.000000	-4.63	-170.30	1.00
768.000000	-2.64	-162.65	0.99
776.000000	-2.26	-161.93	1.00
784.000000	-1.41	-167.66	1.00
792.000000	-1.08	-166.91	1.00
800.000000	-1.15	-167.25	1.00
808.000000	0.61	179.63	1.00
816.000000	1.36	178.08	0.99
824.000000	-0.16	165.36	1.00
832.000000	-1.87	159.95	0.99
840.000000	-3.64	163.79	0.99
848.000000	-4.48	168.34	1.00
856.000000	-4.48	176.24	1.00
864.000000	-4.43	-178.53	1.00
872.000000	-4.26	-176.54	1.00
880.000000	-4.08	-173.58	1.00
888.000000	-3.69	-170.54	1.00
896.000000	-3.31	-168.47	1.00
904.000000	-2.93	-166.53	1.00
912.000000	-1.87	-167.02	1.00
920.000000	-1.61	-162.34	1.00
928.000000	-0.58	-166.57	1.00
936.000000	0.29	-172.01	1.00
944.000000	-0.04	179.72	0.99
952.000000	-0.49	171.71	1.00
960.000000	-1.27	168.22	1.00
968.000000	-1.94	171.39	1.00
976.000000	-2.26	171.72	1.00
984.000000	-2.75	172.29	1.00
992.000000	-3.27	174.73	1.00
1000.000000	-3.49	175.82	1.00
1008.000000	-3.21	-177.65	1.00
1016.000000	-2.88	-177.63	1.00
1024.000000	-2.90	-178.12	1.00
1032.000000	-3.08	-175.51	1.00
1040.000000	-2.88	-173.52	1.00
1048.000000	-2.69	-172.29	1.00
1056.000000	-2.71	-174.13	1.00
1064.000000	-2.56	-171.40	1.00
1072.000000	-1.71	-164.56	0.98
1080.000000	0.80	-168.90	0.97
1088.000000	1.42	-179.93	0.98
1096.000000	-0.34	165.31	0.98
1104.000000	-0.83	163.14	0.99
1112.000000	-1.87	165.86	1.00
1120.000000	-1.99	166.55	1.00
1128.000000	-2.22	165.40	1.00
1136.000000	-2.95	164.53	1.00
1144.000000	-4.17	169.10	0.99
1152.000000	-4.97	173.86	1.00
1160.000000	-5.11	176.01	0.99
1168.000000	-3.79	-174.91	1.00
1176.000000	-3.14	-172.06	1.00
1184.000000	-2.54	-172.23	1.00
1192.000000	-2.28	-173.54	1.00
1200.000000	-1.96	-176.37	1.00
1208.000000	-1.84	-177.59	1.00
1216.000000	-1.82	-178.28	1.00
1224.000000	-1.77	-178.20	1.00
1232.000000	-1.57	-177.74	1.00
1240.000000	-1.55	178.27	1.00
1248.000000	-1.83	171.87	1.00
1256.000000	-2.21	171.31	1.00
1264.000000	-2.53	170.71	1.00
1272.000000	-2.93	174.16	1.00
1280.000000	-2.98	175.53	1.00
1288.000000	-2.80	176.89	1.00
1296.000000	-2.31	177.86	1.00
1304.000000	-1.74	-178.62	1.00
1312.000000	-1.81	178.47	1.00
1320.000000	-2.07	174.65	1.00
1328.000000	-2.27	174.78	1.00
1336.000000	-2.46	172.26	1.00
1344.000000	-2.59	169.81	1.00
1352.000000	-3.20	167.54	1.00
1360.000000	-3.68	171.28	1.00
1368.000000	-3.90	173.93	1.00
1376.000000	-4.32	175.41	1.00
1384.000000	-4.99	177.30	1.00
1392.000000	-5.05	-175.40	1.00
1400.000000	-4.26	-173.06	0.99
1408.000000	-2.74	-168.38	1.00
1416.000000	-1.85	-164.65	1.00
1424.000000	-1.01	-164.03	1.00
1432.000000	0.02	-165.49	1.00
1440.000000	1.36	-172.21	0.99
1448.000000	2.20	178.83	0.98
1456.000000	1.11	162.04	0.97
1464.000000	-1.37	154.19	0.97
1472.000000	-3.60	146.66	0.99
1480.000000	-4.47	148.36	1.00
1488.000000	-5.76	154.69	0.98
1496.000000	-6.99	161.82	0.99
1504.000000	-7.39	172.53	0.99
1512.000000	-6.61	174.69	0.98
1520.000000	-5.82	-171.05	0.97
1528.000000	-4.32	-166.67	1.00
1536.000000	-3.46	-166.80	1.00
1544.000000	-2.83	-168.96	1.00
1552.000000	-2.42	-170.75	1.00
1560.000000	-2.03	-173.02	1.00
1568.000000	-1.78	-176.09	1.00
1576.000000	-1.65	-179.03	1.00
1584.000000	-1.59	178.40	1.00
1592.000000	-1.72	175.78	1.00
1600.000000	-1.93	172.47	1.00
1608.000000	-2.39	169.69	1.00
1616.000000	-3.16	169.05	1.00
1624.000000	-3.73	169.72	1.00
1632.000000	-4.28	171.10	1.00
1640.000000	-4.90	174.21	1.00
1648.000000	-5.37	178.35	1.00
1656.000000	-4.87	-177.85	1.00
1664.000000	-4.22	-176.20	1.00
1672.000000	-3.93	-176.22	1.00
1680.000000	-3.85	-175.85	1.00
1688.000000	-3.76	-174.78	1.00
1696.000000	-3.46	-173.38	1.00
1704.000000	-3.18	-173.16	1.00
1712.000000	-2.90	-176.06	1.00
1720.000000	-3.02	-176.26	1.00
1728.000000	-2.96	-176.39	1.00
1736.000000	-2.77	-176.20	1.00
1744.000000	-2.43	-177.08	1.00
1752.000000	-2.35	-178.83	1.00
1760.000000	-2.28	179.68	1.00
1768.000000	-2.94	-178.89	1.00
1776.000000	-3.24	179.88	1.00
1784.000000	-3.01	-178.40	0.99
1792.000000	-2.64	-176.43	1.00
1800.000000	-2.13	-179.41	1.00
1808.000000	-2.14	177.50	1.00
1816.000000	-2.49	175.00	1.00
1824.000000	-2.80	174.00	1.00
1832.000000	-3.20	173.72	1.00
1840.000000	-3.49	173.53	1.00
1848.000000	-3.87	173.78	1.00
1856.000000	-4.40	175.79	1.00
1866.665649	-4.22	177.54	1.00
1893.332275	-3.14	-178.36	0.99
1919.998901	-3.18	-174.23	0.99
1946.665527	-3.75	-174.24	1.00
1973.332153	-1.59	177.39	0.99
1999.998779	-3.19	170.26	1.00
2026.665405	-2.84	144.59	0.97
2053.332031	-2.17	-142.57	0.91
2079.998779	-0.08	-175.75	0.96
2106.665527	1.19	-174.30	0.92
2133.332275	-6.09	-169.53	0.95
2159.999023	-6.28	175.36	0.95
2186.665771	-3.22	-164.25	0.99
2213.332520	-0.26	-170.84	0.97
2239.999268	-5.62	176.32	0.98
2266.666016	-3.65	-176.03	0.99
2293.332764	-3.11	-174.17	1.00
2319.999512	-3.83	-173.73	1.00
2346.666260	-4.68	177.52	0.98
2373.333008	-3.31	-153.23	0.99
2399.999756	-3.36	-150.34	0.97
2426.666504	-2.73	161.20	0.94
2453.333252	-2.71	166.18	0.99
2480.000000	-7.94	-158.24	0.84
2506.666748	-0.60	-65.82	0.85
2533.333496	-1.05	-150.48	0.98
2560.000244	0.09	-174.65	0.98
2586.666992	-3.15	-176.16	0.99
2613.333740	-3.83	-153.32	0.98
2640.000488	-3.79	-164.82	1.00
2666.667236	-3.99	-161.66	0.99
2693.333984	-3.89	-164.50	0.99
2720.000732	-1.49	-167.04	1.00
2746.667480	-3.54	-179.23	0.98
2773.334229	-3.03	-175.06	0.99
2800.000977	-4.35	-169.32	1.00
2826.667725	-3.38	-161.63	0.99
2853.334473	-3.25	-157.07	1.00
2880.001221	-1.24	-161.05	1.00
2906.667969	-1.27	-172.25	0.99
2933.334717	-4.42	-177.09	1.00
2960.001465	-8.55	-162.33	0.98
2986.668213	-6.27	-153.84	0.96
3013.334961	-2.15	-134.30	0.94
3040.001709	-0.16	-158.28	0.96
3066.668457	-1.11	-161.56	1.00
3093.335205	-1.54	-159.12	1.00
3120.001953	-2.21	-161.67	1.00
3146.668701	-3.01	-152.74	1.00
3173.335449	-1.50	-147.54	0.99
3200.002197	0.11	-148.58	0.99
3226.668945	-0.04	-158.05	1.00
3253.335693	-0.87	-162.45	1.00
3280.002441	-1.05	-156.93	0.99
3306.669189	-1.42	-157.42	1.00
3333.335938	-1.63	-155.65	1.00
3360.002686	-1.75	-151.43	1.00
3386.669434	-0.88	-155.78	0.99
3413.336182	-0.06	-163.72	0.99
3440.002930	0.10	-169.96	1.00
3466.669678	-1.19	-171.03	1.00
3493.336426	-1.81	-161.71	0.99
3520.003174	-0.01	-148.49	0.97
3546.669922	1.40	-153.65	0.99
3573.336670	1.26	-167.71	0.99
3600.003418	0.00	-168.51	0.98
3626.670166	-0.35	-168.75	0.98
3653.336914	-0.58	-159.10	1.00
3680.003662	-1.15	-157.47	1.00
3706.670410	-1.45	-150.63	0.99
3733.337158	-0.04	-148.49	0.88
3760.003906	0.87	-172.55	0.99
3786.670654	0.29	-174.35	1.00
3813.337402	-2.05	-167.23	0.97
3840.004150	-2.58	-146.50	0.93
3866.670898	1.19	-151.23	0.94
3893.337646	2.31	-168.78	0.97
3920.004395	2.04	-160.97	0.97
3946.671143	-0.66	-154.74	0.98
3973.337891	-0.81	-146.11	0.94
4000.004639	0.31	-143.65	0.99
4026.671387	0.88	-146.44	1.00
4053.338135	0.87	-145.42	1.00
4080.004883	1.01	-142.93	0.99
4106.671387	1.25	-152.37	0.99
4133.337891	0.89	-149.01	0.98
4160.004395	1.25	-145.90	0.96
4186.670898	4.79	-160.13	0.95
4213.337402	4.15	-159.03	0.99
4240.003906	3.08	-161.66	1.00
4266.670410	1.48	-159.91	1.00
4293.336914	1.25	-157.82	0.98
4320.003418	1.66	-152.88	0.97
4346.669922	2.47	-158.03	0.98
4373.336426	3.15	-161.77	1.00
4400.002930	3.31	-166.60	0.99
4426.669434	2.35	-168.76	0.98
4453.335938	2.11	-160.84	1.00
4480.002441	2.11	-153.17	0.98
4506.668945	2.41	-153.66	1.00
4533.335449	2.56	-161.67	0.99
4560.001953	1.75	-166.22	1.00
4586.668457	0.34	-158.96	0.94
4613.334961	0.03	-151.48	0.97
4640.001465	2.23	-154.10	0.98
4666.667969	2.02	-157.83	1.00
4693.334473	2.07	-156.82	1.00
4720.000977	2.86	-155.72	0.98
4746.667480	3.20	-160.74	0.99
4773.333984	2.29	-161.15	0.99
4800.000488	2.10	-159.44	0.99
4826.666992	2.31	-153.39	0.97
4853.333496	2.72	-161.59	0.98
4880.000000	3.88	-171.58	0.99
4906.666504	2.85	-165.83	0.99
4933.333008	2.48	-153.28	0.99
4959.999512	3.77	-154.93	1.00
4986.666016	3.97	-157.47	1.00
5013.332520	3.91	-159.17	1.00
5039.999023	4.05	-156.57	1.00
5066.665527	4.14	-156.72	0.99
5093.332031	4.13	-160.53	0.99
5119.998535	4.00	-157.17	1.00
5146.665039	3.73	-156.67	1.00
5173.331543	4.35	-156.85	1.00
5199.998047	5.40	-160.25	1.00
5226.664551	5.76	-160.45	1.00
5253.331055	5.74	-160.19	0.99
5279.997559	4.89	-161.47	1.00
5306.664063	5.07	-162.06	1.00
5333.330566	5.46	-162.13	0.99
5359.997070	5.63	-163.88	1.00
5386.663574	5.46	-165.38	1.00
5413.330078	5.32	-164.94	1.00
5439.996582	5.31	-163.59	1.00
5466.663086	5.66	-162.28	1.00
5493.329590	5.72	-161.88	1.00
5519.996094	5.85	-160.57	1.00
5546.662598	6.59	-158.49	0.99
5573.329102	6.81	-157.81	0.99
5599.995605	6.54	-163.34	0.98
5626.662109	5.94	-166.59	1.00
5653.328613	6.22	-162.73	0.98
5679.995117	7.40	-154.10	0.97
5706.661621	8.15	-154.42	0.97
5733.328125	8.06	-162.68	1.00
5759.994629	7.13	-168.78	0.99
5786.661133	6.61	-168.04	1.00
5813.327637	6.59	-165.64	1.00
5839.994141	7.06	-163.37	1.00
5866.660645	8.09	-161.93	0.97
5893.327148	8.51	-162.99	0.99
5919.993652	8.67	-165.88	1.00
5946.660156	8.72	-167.63	1.00
5973.326660	8.75	-168.27	1.00
5999.993164	8.89	-168.10	1.00
6026.659668	9.72	-168.44	0.99
6053.326172	10.69	-171.99	0.99
6079.992676	10.52	-176.18	0.99
6106.659180	10.05	178.12	0.99
6133.325684	9.62	179.20	0.99
6159.992188	9.75	-172.48	0.94
6186.658691	11.08	-165.68	0.92
6213.325195	12.33	-172.32	0.95
6239.991699	12.82	168.36	0.96
6266.658203	11.57	167.77	0.99
6293.324707	11.65	168.16	0.98
6319.991211	12.25	164.91	0.99
6346.657715	12.65	157.46	0.98
6373.324219	12.37	150.50	1.00
6399.990723	11.90	147.22	1.00
6426.657227	11.54	146.11	1.00
6453.323730	10.90	145.33	0.99
6479.990234	10.55	147.98	0.99
6506.656738	10.52	152.16	0.99
6533.323242	10.52	150.48	0.95
6559.989746	10.26	140.39	0.96
6586.656250	10.43	134.71	0.99
6613.322754	10.28	134.98	1.00
6639.989258	10.33	135.99	1.00
6666.655762	10.96	134.02	0.99
6693.322266	11.05	126.90	1.00
6719.988770	10.52	123.36	0.99
6746.655273	9.67	120.88	1.00
6773.321777	9.00	121.38	1.00
6799.988281	8.59	123.39	1.00
6826.654785	8.47	124.37	1.00
6853.321289	8.66	123.80	1.00
6879.987793	8.58	120.17	0.99
6906.654297	8.23	118.88	1.00
6933.320801	7.98	118.45	1.00
6959.987305	7.74	116.62	1.00
6986.653809	7.49	118.08	1.00
7013.320313	7.36	118.49	1.00
7039.986816	7.30	118.74	1.00
7066.653320	7.22	117.39	1.00
7093.319824	6.76	117.63	0.98
7119.986328	6.27	118.41	0.99
7146.652832	6.20	121.14	0.99
7173.319336	6.50	121.37	0.96
7199.985840	6.33	119.55	0.99
7226.652344	5.90	118.92	1.00
7253.318848	5.90	119.12	0.99
7279.985352	6.16	118.06	1.00
7306.651855	6.25	115.56	0.99
7333.318359	6.12	116.77	1.00
7359.984863	6.29	117.64	1.00
7386.651367	6.31	115.96	1.00
7413.317871	6.09	115.73	1.00
7439.984375	5.74	115.67	1.00
7466.650879	5.33	115.94	0.99
7493.317383	5.30	117.17	0.96
7519.983887	5.72	114.40	1.00
7546.650391	5.70	114.30	1.00
7573.316895	5.77	114.88	1.00
7599.983398	5.90	115.88	1.00
7626.649902	5.70	114.41	0.97
7653.316406	5.40	111.71	1.00
7679.982910	5.53	111.42	1.00
7706.649414	5.64	110.49	1.00
7733.315918	5.69	108.79	1.00
7759.982422	5.72	108.02	1.00
7786.648926	5.66	107.10	1.00
7813.315430	5.64	105.93	1.00
7839.981934	5.57	105.10	1.00
7866.648438	5.48	104.61	1.00
7893.314941	5.46	104.11	1.00
7919.981445	5.52	103.67	1.00
7946.647949	5.63	102.09	1.00
7973.314453	5.34	98.72	0.99
7999.980957	5.06	97.92	1.00
8026.647461	4.81	96.97	1.00
8053.313965	4.66	95.76	1.00
8079.980469	4.58	94.46	1.00
8106.646973	4.45	92.87	1.00
8133.313477	4.11	91.80	1.00
8159.979980	3.63	91.33	1.00
8186.646484	3.23	90.79	1.00
8213.313477	2.85	89.83	1.00
8239.980469	2.19	89.50	1.00
8266.647461	2.19	89.45	1.00
8293.314453	2.33	89.62	1.00
8319.981445	2.35	88.85	1.00
8346.648438	2.22	88.86	1.00
8373.315430	2.08	89.52	1.00
8399.982422	1.98	91.40	0.99
8426.649414	1.85	91.06	1.00
8453.316406	1.44	90.43	1.00
8479.983398	1.09	90.17	1.00
8506.650391	0.87	89.61	1.00
8533.317383	0.72	89.62	1.00
8559.984375	0.46	90.31	1.00
8586.651367	0.28	91.11	1.00
8613.318359	0.29	91.22	1.00
8639.985352	0.12	90.07	1.00
8666.652344	-0.20	88.04	1.00
8693.319336	-0.50	88.84	1.00
8719.986328	-0.72	91.30	1.00
8746.653320	-0.72	91.84	0.99
8773.320313	-0.92	90.86	0.99
8799.987305	-0.87	90.36	1.00
8826.654297	-0.87	90.19	1.00
8853.321289	-0.99	89.86	0.99
8879.988281	-1.24	90.19	0.99
8906.655273	-1.39	90.21	1.00
8933.322266	-1.50	89.58	1.00
8959.989258	-1.76	88.38	1.00
8986.656250	-2.00	89.18	1.00
9013.323242	-2.20	90.48	1.00
9039.990234	-2.36	92.41	1.00
9066.657227	-2.44	93.67	1.00
9093.324219	-2.59	92.83	0.99
9119.991211	-2.93	91.44	1.00
9146.658203	-3.38	92.79	1.00
9173.325195	-3.30	95.00	1.00
9199.992188	-3.19	95.97	1.00
9226.659180	-3.12	96.19	1.00
9253.326172	-3.13	96.09	1.00
9279.993164	-3.29	96.19	1.00
9306.660156	-3.59	96.69	1.00
9333.327148	-3.85	98.21	1.00
9359.994141	-4.19	100.08	1.00
9386.661133	-4.31	101.98	1.00
9413.328125	-4.15	103.71	1.00
9439.995117	-4.23	104.27	1.00
9466.662109	-4.44	104.85	1.00
9493.329102	-4.50	105.85	1.00
9519.996094	-4.23	106.79	0.99
9546.663086	-4.00	106.73	1.00
9573.330078	-3.67	104.23	1.00
9600.000977	-4.13	106.87	0.99
9733.333984	-4.06	111.09	1.00
9866.666992	-3.99	123.41	0.99
10000.000000	-5.59	114.88	0.95
10133.333008	-5.21	121.51	0.92
10266.666016	-5.01	121.70	1.00
10399.999023	-5.98	118.74	1.00
10533.332031	-6.78	116.32	1.00
10666.665039	-7.07	130.61	1.00
10799.998047	-7.69	133.21	1.00
10933.331055	-6.06	149.73	0.98
11066.664063	-4.83	149.08	0.98
11199.997070	-3.15	161.60	0.99
11333.330078	-3.82	168.24	0.99
11466.663086	-1.06	152.78	0.99
11599.996094	-1.16	153.75	0.98
11733.329102	0.06	158.93	0.99
