	RODE 105g		
160.156250	-9.45	-150.78	1.00
162.109375	-7.86	-151.42	1.00
164.062500	-7.92	-149.65	1.00
166.015625	-7.35	-156.40	0.99
167.968750	-6.95	-162.59	1.00
169.921875	-6.00	-171.98	1.00
171.875000	-5.78	-175.99	1.00
173.828125	-5.90	-179.14	1.00
175.781250	-6.42	171.74	1.00
177.734375	-8.15	162.39	1.00
179.687500	-7.06	163.40	1.00
181.640625	-9.39	161.73	1.00
183.593750	-9.67	159.84	1.00
185.546875	-10.86	160.34	1.00
187.500000	-11.14	159.73	0.99
189.453125	-13.28	167.71	1.00
191.406250	-14.45	-178.58	0.99
193.359375	-13.67	-174.12	1.00
195.312500	-14.95	-160.73	0.98
197.265625	-12.28	-156.24	1.00
199.218750	-13.08	-155.87	0.99
201.171875	-10.99	-153.48	0.99
203.125000	-8.42	-154.72	0.99
205.078125	-7.41	-160.05	1.00
207.031250	-7.38	-162.14	1.00
208.984375	-7.52	-167.78	1.00
210.937500	-5.50	-179.29	0.99
212.890625	-5.19	168.81	1.00
214.843750	-5.46	164.26	1.00
216.796875	-6.02	154.09	0.99
218.750000	-7.38	142.33	1.00
220.703125	-7.42	140.85	1.00
222.656250	-7.90	138.59	1.00
224.609375	-9.49	134.79	1.00
226.562500	-10.68	133.29	1.00
228.515625	-11.15	133.94	1.00
230.468750	-11.52	132.87	1.00
232.421875	-13.59	125.28	1.00
234.375000	-14.02	119.66	1.00
236.328125	-15.57	120.18	1.00
238.281250	-17.54	142.99	0.98
240.234375	-20.91	110.84	0.94
242.187500	-25.06	-124.07	0.66
244.140625	-26.86	-107.66	0.99
246.093750	-24.35	-110.04	0.98
248.046875	-21.00	-114.13	0.98
250.000000	-18.13	-109.27	1.00
251.953125	-16.38	-117.61	1.00
253.906250	-15.36	-117.05	1.00
255.859375	-13.23	-120.32	1.00
257.812500	-12.68	-121.76	1.00
259.765625	-11.83	-125.54	1.00
261.718750	-10.50	-126.43	1.00
263.671875	-10.20	-131.76	1.00
265.625000	-9.99	-133.80	1.00
267.578125	-9.88	-137.58	1.00
269.531250	-9.72	-138.17	1.00
271.484375	-10.03	-135.06	1.00
273.437500	-9.60	-129.55	1.00
275.390625	-9.64	-128.40	1.00
277.343750	-7.33	-125.90	1.00
281.250000	-4.73	-118.85	0.99
285.156250	-3.73	-137.31	0.99
289.062500	-4.99	174.38	0.95
292.968750	-1.70	175.67	1.00
296.875000	-2.72	152.71	0.97
300.781250	-6.12	144.55	0.99
304.687500	-9.43	160.55	0.97
308.593750	-10.07	167.25	1.00
312.500000	-9.65	174.65	1.00
316.406250	-9.69	173.94	1.00
320.312500	-9.57	174.07	1.00
324.218750	-10.27	177.83	1.00
328.125000	-10.40	-179.89	1.00
332.031250	-10.26	-173.89	1.00
335.937500	-9.80	-171.74	0.99
339.843750	-8.74	-167.06	1.00
343.750000	-7.04	179.15	0.96
347.656250	-4.88	177.49	0.98
351.562500	-3.03	152.78	0.99
355.468750	-8.10	120.97	0.96
359.375000	-9.58	127.98	0.99
363.281250	-12.33	121.90	1.00
367.187500	-13.24	124.68	0.99
371.093750	-15.05	129.29	0.98
375.000000	-18.74	133.99	0.99
378.906250	-19.47	140.27	1.00
382.812500	-18.81	103.85	0.90
386.718750	-25.70	121.62	0.77
390.625000	-29.59	-50.87	0.63
394.531250	-19.66	-68.65	0.92
398.437500	-17.11	-72.28	0.95
402.343750	-13.09	-65.28	0.88
406.250000	-10.48	-61.74	0.96
410.156250	-2.61	-111.69	0.66
414.062500	-2.14	-97.39	0.97
417.968750	-3.42	-124.61	1.00
421.875000	-2.04	-135.78	0.99
425.781250	-2.05	-155.79	0.99
429.687500	-2.50	-176.38	0.97
433.593750	-4.01	-172.58	1.00
437.500000	-4.51	-173.61	1.00
441.406250	-4.77	-176.49	1.00
445.312500	-4.99	-179.62	1.00
449.218750	-5.64	174.38	1.00
453.125000	-6.02	171.30	1.00
457.031250	-6.39	170.36	1.00
460.937500	-6.27	169.90	1.00
464.843750	-5.92	168.48	1.00
468.750000	-6.38	155.38	1.00
472.656250	-7.25	154.01	1.00
476.562500	-8.60	151.32	1.00
480.468750	-9.49	152.39	1.00
484.375000	-10.28	146.70	1.00
488.281250	-10.50	147.12	0.99
492.187500	-14.17	156.11	0.99
496.093750	-14.67	157.24	0.99
500.000000	-14.07	166.11	1.00
503.906250	-13.94	164.66	1.00
507.812500	-15.93	159.60	0.99
511.718750	-17.45	162.09	0.99
515.625000	-19.01	179.65	0.93
519.531250	-20.61	-147.71	0.90
523.437500	-14.40	-133.15	0.99
527.343750	-12.37	-134.47	1.00
531.250000	-10.64	-144.57	0.99
535.156250	-10.14	-147.20	1.00
539.062500	-8.95	-152.41	0.99
542.968750	-9.47	-164.27	0.99
546.875000	-9.77	-164.47	1.00
550.781250	-10.36	-162.60	1.00
554.687500	-9.93	-154.61	1.00
560.000000	-9.64	-165.87	1.00
568.000000	-9.79	-162.74	1.00
576.000000	-9.84	-163.52	1.00
584.000000	-8.75	-157.18	1.00
592.000000	-7.19	-160.05	0.98
600.000000	-7.58	178.17	0.99
608.000000	-8.25	171.35	0.99
616.000000	-10.92	173.05	1.00
624.000000	-11.73	173.75	1.00
632.000000	-13.12	178.52	0.99
640.000000	-14.13	-165.69	0.98
648.000000	-12.89	-146.64	0.91
656.000000	-5.40	-167.09	0.96
664.000000	-6.60	-168.84	0.99
672.000000	-7.66	-165.94	1.00
680.000000	-6.99	178.07	0.99
688.000000	-9.24	170.42	0.99
696.000000	-10.85	178.33	0.99
704.000000	-10.78	-179.01	1.00
712.000000	-10.62	179.14	0.99
720.000000	-12.02	-177.42	1.00
728.000000	-12.22	-171.16	1.00
736.000000	-13.23	-158.26	0.99
744.000000	-11.06	-162.75	1.00
752.000000	-10.98	-164.98	1.00
760.000000	-11.40	-152.90	1.00
768.000000	-11.50	-148.54	1.00
776.000000	-9.62	-153.59	1.00
784.000000	-8.36	-153.83	1.00
792.000000	-7.45	-165.28	0.99
800.000000	-6.66	-161.85	1.00
808.000000	-5.72	-173.62	1.00
816.000000	-3.80	-178.02	0.98
824.000000	-6.21	166.34	0.99
832.000000	-7.74	163.78	0.99
840.000000	-14.15	162.73	0.96
848.000000	-14.86	167.19	0.94
856.000000	-13.77	-173.67	0.99
864.000000	-12.85	-163.36	1.00
872.000000	-11.87	-160.85	1.00
880.000000	-11.72	-154.16	0.99
888.000000	-10.17	-140.94	1.00
896.000000	-8.64	-146.62	1.00
904.000000	-8.12	-149.89	1.00
912.000000	-8.37	-160.46	0.99
920.000000	-9.50	-163.49	0.99
928.000000	-8.05	-158.31	1.00
936.000000	-7.11	-156.23	1.00
944.000000	-6.05	-167.36	0.99
952.000000	-6.43	-171.84	1.00
960.000000	-7.25	177.55	1.00
968.000000	-8.35	174.46	1.00
976.000000	-10.03	166.58	1.00
984.000000	-12.70	161.84	0.99
992.000000	-14.44	-179.65	0.97
1000.000000	-15.08	-171.38	0.99
1008.000000	-14.39	-161.57	0.98
1016.000000	-10.68	-152.02	0.99
1024.000000	-9.73	-158.37	1.00
1032.000000	-9.53	-157.65	1.00
1040.000000	-9.57	-151.56	1.00
1048.000000	-9.08	-148.22	0.99
1056.000000	-8.17	-155.33	0.99
1064.000000	-7.50	-157.97	1.00
1072.000000	-6.65	-156.40	1.00
1080.000000	-5.68	-160.94	0.99
1088.000000	-5.35	179.24	0.92
1096.000000	-7.32	152.56	0.97
1104.000000	-8.16	155.74	1.00
1112.000000	-10.91	161.23	0.97
1120.000000	-12.61	166.63	0.99
1128.000000	-13.43	173.98	1.00
1136.000000	-12.84	179.18	1.00
1144.000000	-13.15	-175.95	1.00
1152.000000	-14.36	-162.39	0.98
1160.000000	-12.16	-156.53	0.99
1168.000000	-11.29	-150.69	1.00
1176.000000	-10.41	-151.01	1.00
1184.000000	-9.68	-151.31	1.00
1192.000000	-8.81	-156.56	1.00
1200.000000	-8.67	-160.08	1.00
1208.000000	-8.55	-163.52	1.00
1216.000000	-8.46	-165.54	1.00
1224.000000	-8.35	-168.20	1.00
1232.000000	-8.22	-170.94	1.00
1240.000000	-7.70	-176.07	0.99
1248.000000	-8.28	179.49	1.00
1256.000000	-9.25	173.71	1.00
1264.000000	-10.21	171.98	1.00
1272.000000	-11.19	176.48	1.00
1280.000000	-11.88	-176.48	0.99
1288.000000	-11.49	-168.93	1.00
1296.000000	-11.31	-165.49	1.00
1304.000000	-11.06	-164.34	1.00
1312.000000	-10.45	-164.41	1.00
1320.000000	-10.68	-163.20	1.00
1328.000000	-9.99	-162.18	1.00
1336.000000	-9.24	-164.87	1.00
1344.000000	-9.26	-168.58	1.00
1352.000000	-9.35	-171.89	1.00
1360.000000	-9.63	-174.08	1.00
1368.000000	-10.01	-176.10	1.00
1376.000000	-10.85	-176.31	1.00
1384.000000	-12.40	-171.23	1.00
1392.000000	-12.91	-158.89	0.99
1400.000000	-12.51	-146.32	0.98
1408.000000	-10.65	-127.09	0.97
1416.000000	-9.21	-140.17	0.99
1424.000000	-7.63	-145.47	1.00
1432.000000	-6.78	-151.52	1.00
1440.000000	-5.30	-158.87	0.99
1448.000000	-4.48	-175.94	0.97
1456.000000	-4.34	168.96	0.96
1464.000000	-6.93	156.96	0.98
1472.000000	-9.54	143.43	0.96
1480.000000	-12.73	141.15	0.99
1488.000000	-14.46	143.12	0.96
1496.000000	-16.64	178.23	0.92
1504.000000	-15.27	-134.69	0.98
1512.000000	-13.46	-130.51	0.99
1520.000000	-10.65	-134.12	0.98
1528.000000	-9.31	-141.54	0.99
1536.000000	-8.04	-148.48	0.98
1544.000000	-8.42	-153.23	1.00
1552.000000	-8.38	-156.69	1.00
1560.000000	-8.19	-159.92	1.00
1568.000000	-8.33	-162.87	1.00
1576.000000	-8.39	-165.42	1.00
1584.000000	-8.13	-168.11	1.00
1592.000000	-8.13	-174.00	0.99
1600.000000	-9.02	-178.28	0.99
1608.000000	-9.72	175.52	0.99
1616.000000	-11.77	174.79	0.99
1624.000000	-13.25	-179.16	0.99
1632.000000	-13.52	-159.98	0.99
1640.000000	-13.29	-149.90	0.99
1648.000000	-11.59	-145.39	1.00
1656.000000	-10.03	-147.77	0.99
1664.000000	-9.42	-148.50	1.00
1672.000000	-9.17	-152.88	0.99
1680.000000	-9.08	-156.17	1.00
1688.000000	-9.28	-156.81	1.00
1696.000000	-9.29	-154.59	0.99
1704.000000	-9.03	-154.07	1.00
1712.000000	-8.85	-156.17	1.00
1720.000000	-8.83	-158.49	1.00
1728.000000	-9.07	-161.08	1.00
1736.000000	-9.32	-161.31	1.00
1744.000000	-9.60	-161.51	1.00
1752.000000	-9.73	-162.19	1.00
1760.000000	-9.94	-163.49	1.00
1768.000000	-10.56	-161.97	0.99
1776.000000	-11.15	-157.35	1.00
1784.000000	-10.94	-150.68	1.00
1792.000000	-9.53	-149.08	0.98
1800.000000	-8.47	-150.07	0.99
1808.000000	-7.79	-152.77	1.00
1816.000000	-7.85	-156.43	1.00
1824.000000	-7.95	-158.93	1.00
1832.000000	-7.78	-160.88	1.00
1840.000000	-7.66	-164.65	1.00
1848.000000	-7.36	-171.67	1.00
1856.000000	-7.15	-178.37	1.00
1866.665649	-8.31	150.95	0.95
1893.332275	-11.12	-150.41	0.73
1919.998901	-10.22	-146.12	0.97
1946.665527	-7.90	-157.14	1.00
1973.332153	-7.99	-165.96	1.00
1999.998779	-9.33	-169.80	0.99
2026.665405	-10.80	-171.51	0.97
2053.332031	-7.65	-152.97	0.83
2079.998779	-3.90	-147.99	0.91
2106.665527	-4.78	-152.09	0.89
2133.332275	-8.63	-163.08	0.95
2159.999023	-10.56	-144.81	0.93
2186.665771	-6.76	-152.33	0.97
2213.332520	-7.88	-168.00	0.98
2239.999268	-10.02	-159.36	0.99
2266.666016	-9.63	-159.68	0.99
2293.332764	-9.39	-155.15	1.00
2319.999512	-8.83	-157.05	0.98
2346.666260	-18.16	-157.47	0.92
2373.333008	-12.50	-80.12	0.90
2399.999756	-6.37	-158.96	0.99
2426.666504	-7.72	-173.80	0.99
2453.333252	-9.12	-158.43	0.96
2480.000000	-13.00	-162.19	0.99
2506.666748	-9.14	-144.77	0.98
2533.333496	-7.17	-144.18	0.96
2560.000244	-6.75	-161.06	0.98
2586.666992	-9.67	-177.48	0.99
2613.333740	-12.43	-167.69	0.99
2640.000488	-11.61	-126.80	0.97
2666.667236	-7.14	-139.77	1.00
2693.333984	-6.80	-138.28	0.99
2720.000732	-7.10	-131.52	0.96
2746.667480	-7.61	-159.52	1.00
2773.334229	-8.98	-160.23	1.00
2800.000977	-7.47	-156.80	0.99
2826.667725	-5.96	-133.10	0.95
2853.334473	-5.84	-133.09	0.98
2880.001221	-3.95	-156.37	0.98
2906.667969	-4.51	-172.15	0.99
2933.334717	-9.70	-165.64	0.92
2960.001465	-10.32	-149.93	0.99
2986.668213	-8.22	-134.09	0.98
3013.334961	-10.37	-122.17	0.97
3040.001709	-8.34	-136.96	0.91
3066.668457	-7.37	166.23	0.91
3093.335205	-7.58	-143.31	0.93
3120.001953	-6.63	-143.16	1.00
3146.668701	-6.28	-142.66	1.00
3173.335449	-6.17	-140.52	0.98
3200.002197	-4.08	-154.91	0.98
3226.668945	-4.72	-158.93	0.97
3253.335693	-5.78	-157.35	1.00
3280.002441	-5.61	-152.56	1.00
3306.669189	-5.09	-153.95	0.99
3333.335938	-5.58	-148.43	0.99
3360.002686	-5.64	-147.94	1.00
3386.669434	-4.58	-144.73	1.00
3413.336182	-2.99	-155.36	0.99
3440.002930	-3.20	-169.00	0.99
3466.669678	-5.64	-172.85	1.00
3493.336426	-7.68	-148.66	0.91
3520.003174	-8.61	-126.02	0.83
3546.669922	-2.66	-142.89	0.92
3573.336670	-2.19	-159.74	0.92
3600.003418	-3.95	179.21	0.97
3626.670166	-5.74	-168.96	1.00
3653.336914	-6.45	-160.34	1.00
3680.003662	-5.84	-153.35	0.99
3706.670410	-4.71	-152.45	1.00
3733.337158	-3.51	-152.58	0.95
3760.003906	-2.80	-178.38	0.99
3786.670654	-3.70	170.07	0.98
3813.337402	-5.53	-172.70	0.87
3840.004150	-4.76	-147.80	0.75
3866.670898	-0.30	-147.01	0.94
3893.337646	0.79	-158.41	0.95
3920.004395	-2.12	-176.16	0.97
3946.671143	-5.06	-178.14	0.93
3973.337891	-5.66	-143.78	0.86
4000.004639	-4.10	-120.08	0.98
4026.671387	-4.38	-158.32	0.94
4053.338135	-2.95	-166.97	0.96
4080.004883	-4.78	-169.75	0.99
4106.671387	-4.79	-171.95	0.99
4133.337891	-4.97	-160.27	0.99
4160.004395	-2.89	-134.86	0.86
4186.670898	0.63	-129.81	0.93
4213.337402	-0.53	-157.46	0.97
4240.003906	-2.79	-171.87	0.97
4266.670410	-4.86	-174.45	0.99
4293.336914	-5.11	-169.83	0.99
4320.003418	-4.07	-159.92	0.92
4346.669922	-2.59	-163.58	1.00
4373.336426	-2.44	-170.13	0.98
4400.002930	-4.10	168.25	0.79
4426.669434	-5.26	167.81	0.97
4453.335938	-6.75	-172.29	0.99
4480.002441	-6.80	-160.74	0.97
4506.668945	-4.06	-171.47	0.88
4533.335449	-3.21	-177.54	0.98
4560.001953	-3.58	175.20	0.98
4586.668457	-4.67	-167.64	0.92
4613.334961	-3.88	-142.16	0.97
4640.001465	-2.59	-158.30	0.90
4666.667969	-3.18	-166.70	0.99
4693.334473	-3.07	-168.77	0.99
4720.000977	-3.51	-171.14	1.00
4746.667480	-3.06	-167.82	0.99
4773.333984	-3.21	-168.29	1.00
4800.000488	-2.96	-170.29	0.99
4826.666992	-2.12	-165.94	0.97
4853.333496	-1.78	-171.24	0.98
4880.000000	-1.97	-172.87	1.00
4906.666504	-2.07	-173.34	1.00
4933.333008	-1.89	-172.66	1.00
4959.999512	-2.23	-173.99	0.99
4986.666016	-2.62	179.18	1.00
5013.332520	-2.73	176.97	1.00
5039.999023	-2.73	176.25	1.00
5066.665527	-2.64	175.91	1.00
5093.332031	-2.97	173.09	1.00
5119.998535	-2.71	167.85	0.99
5146.665039	-2.55	167.39	1.00
5173.331543	-2.82	165.90	0.99
5199.998047	-2.90	166.84	0.99
5226.664551	-2.42	171.77	0.99
5253.331055	-2.06	172.02	0.99
5279.997559	-2.87	167.41	1.00
5306.664063	-3.79	170.05	0.98
5333.330566	-3.67	169.43	0.99
5359.997070	-3.61	164.89	0.99
5386.663574	-3.07	166.30	0.94
5413.330078	-3.03	171.36	0.99
5439.996582	-2.92	166.46	0.97
5466.663086	-3.70	157.67	0.97
5493.329590	-4.36	166.47	0.91
5519.996094	-4.36	174.55	1.00
5546.662598	-4.08	177.59	0.99
5573.329102	-2.88	176.75	0.89
5599.995605	-3.53	166.00	0.98
5626.662109	-4.33	164.73	0.99
5653.328613	-4.47	167.60	0.93
5679.995117	-4.99	176.66	0.77
5706.661621	-4.08	-179.40	0.95
5733.328125	-4.15	172.20	0.99
5759.994629	-3.97	168.51	0.99
5786.661133	-4.56	173.75	0.91
5813.327637	-4.74	177.71	0.99
5839.994141	-4.18	177.66	1.00
5866.660645	-3.55	176.53	1.00
5893.327148	-2.97	173.85	1.00
5919.993652	-3.05	172.42	1.00
5946.660156	-3.35	175.00	0.99
5973.326660	-3.31	176.67	0.98
5999.993164	-2.30	177.74	0.97
6026.659668	-1.15	173.54	0.96
6053.326172	-2.79	162.82	0.96
6079.992676	-4.63	163.59	0.97
6106.659180	-4.97	168.26	0.99
6133.325684	-3.50	173.22	0.99
6159.992188	-2.28	172.19	1.00
6186.658691	-1.72	169.12	1.00
6213.325195	-1.78	165.87	0.99
6239.991699	-2.25	167.13	0.98
6266.658203	-2.56	168.41	0.99
6293.324707	-2.02	169.00	1.00
6319.991211	-1.47	168.78	0.99
6346.657715	-1.36	163.12	0.98
6373.324219	-2.47	157.81	0.97
6399.990723	-2.71	156.58	1.00
6426.657227	-2.95	159.22	0.99
6453.323730	-2.80	160.59	0.99
6479.990234	-2.90	159.38	0.99
6506.656738	-2.75	157.31	0.97
6533.323242	-2.13	149.73	0.98
6559.989746	-3.03	143.16	0.98
6586.656250	-3.79	147.05	0.98
6613.322754	-4.06	151.84	1.00
6639.989258	-3.40	157.82	0.99
6666.655762	-2.86	154.16	0.99
6693.322266	-3.39	144.42	0.94
6719.988770	-4.11	133.75	0.99
6746.655273	-5.05	138.13	0.96
6773.321777	-4.43	143.58	0.98
6799.988281	-3.71	142.97	0.99
6826.654785	-3.77	139.98	0.99
6853.321289	-4.08	138.01	0.99
6879.987793	-4.12	138.32	1.00
6906.654297	-4.25	136.60	1.00
6933.320801	-4.46	135.16	1.00
6959.987305	-4.80	134.60	0.98
6986.653809	-4.80	133.65	0.99
7013.320313	-4.87	129.13	0.99
7039.986816	-5.41	127.74	1.00
7066.653320	-5.80	126.88	1.00
7093.319824	-6.32	126.81	1.00
7119.986328	-6.51	130.42	0.99
7146.652832	-6.57	134.39	0.99
7173.319336	-7.03	137.77	0.96
7199.985840	-7.10	143.95	0.95
7226.652344	-7.24	139.37	0.99
7253.318848	-7.65	132.35	0.96
7279.985352	-8.39	129.70	0.97
7306.651855	-8.88	131.85	1.00
7333.318359	-8.84	133.42	1.00
7359.984863	-8.60	131.95	0.99
7386.651367	-8.55	130.25	0.99
7413.317871	-8.76	131.40	0.99
7439.984375	-9.00	138.67	0.95
7466.650879	-9.32	147.64	0.62
7493.317383	-7.84	144.82	0.99
7519.983887	-7.87	139.64	1.00
7546.650391	-8.49	137.20	1.00
7573.316895	-9.52	135.22	0.99
7599.983398	-10.24	136.39	1.00
7626.649902	-11.37	138.28	0.99
7653.316406	-10.64	141.52	0.99
7679.982910	-9.95	141.15	0.99
7706.649414	-9.71	139.45	1.00
7733.315918	-9.77	138.16	1.00
7759.982422	-9.91	139.50	1.00
7786.648926	-9.90	142.08	1.00
7813.315430	-9.86	144.84	1.00
7839.981934	-9.47	146.97	0.99
7866.648438	-9.29	146.62	0.99
7893.314941	-9.48	144.19	0.98
7919.981445	-9.59	147.04	0.98
7946.647949	-9.80	148.21	0.99
7973.314453	-9.97	150.12	1.00
7999.980957	-9.92	150.92	0.99
8026.647461	-9.74	150.55	0.99
8053.313965	-9.84	147.63	1.00
8079.980469	-10.17	146.08	0.99
8106.646973	-10.19	148.79	1.00
8133.313477	-9.75	150.86	1.00
8159.979980	-9.63	149.60	1.00
8186.646484	-9.59	148.87	1.00
8213.313477	-9.79	147.66	0.99
8239.980469	-10.04	147.10	0.99
8266.647461	-10.45	146.26	1.00
8293.314453	-10.54	149.02	0.97
8319.981445	-9.99	147.67	0.99
8346.648438	-9.62	145.66	0.99
8373.315430	-9.65	141.25	0.99
8399.982422	-9.86	141.67	0.97
8426.649414	-10.11	144.07	1.00
8453.316406	-10.37	146.18	1.00
8479.983398	-10.56	147.24	1.00
8506.650391	-10.69	147.74	1.00
8533.317383	-10.80	148.14	1.00
8559.984375	-10.83	148.48	1.00
8586.651367	-10.81	148.96	1.00
8613.318359	-10.78	149.68	1.00
8639.985352	-10.71	149.31	1.00
8666.652344	-10.69	145.85	0.97
8693.319336	-10.93	145.60	0.98
8719.986328	-10.82	147.73	0.99
8746.653320	-10.83	148.31	0.99
8773.320313	-11.21	148.23	0.98
8799.987305	-11.66	150.12	0.99
8826.654297	-11.66	152.20	0.99
8853.321289	-11.33	153.43	0.99
8879.988281	-11.36	152.19	1.00
8906.655273	-11.48	151.07	1.00
8933.322266	-11.68	151.07	1.00
8959.989258	-11.86	151.70	1.00
8986.656250	-12.02	153.39	1.00
9013.323242	-12.24	154.22	1.00
9039.990234	-12.79	155.04	0.98
9066.657227	-13.60	157.90	0.97
9093.324219	-13.30	159.56	0.97
9119.991211	-12.76	162.33	0.97
9146.658203	-12.67	161.10	0.99
9173.325195	-12.92	159.89	1.00
9199.992188	-13.07	159.91	1.00
9226.659180	-13.20	160.32	1.00
9253.326172	-13.41	160.03	0.99
9279.993164	-13.79	161.61	0.99
9306.660156	-14.05	165.16	0.98
9333.327148	-13.87	165.39	1.00
9359.994141	-14.00	165.47	1.00
9386.661133	-14.09	167.90	1.00
9413.328125	-13.75	171.70	1.00
9439.995117	-13.31	174.29	1.00
9466.662109	-13.01	175.99	1.00
9493.329102	-12.69	177.04	0.99
9519.996094	-12.12	176.69	0.99
9546.663086	-11.93	171.86	0.98
9573.330078	-11.89	169.01	1.00
9600.000977	-11.92	-179.54	0.99
9733.333984	-13.17	179.80	0.98
9866.666992	-9.94	-172.75	0.98
10000.000000	-9.27	154.00	0.98
