	RODE 15g		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
10.742188	-34.78	-46.86	0.99
11.718750	-31.19	60.51	0.69
12.695313	-11.85	96.36	0.97
13.671875	-13.80	4.85	0.98
14.648438	-16.96	67.62	1.00
15.625000	-7.55	78.85	0.95
16.601563	-4.78	-177.51	0.98
17.578125	-8.18	-171.17	1.00
18.554688	-7.84	-166.00	0.99
19.531250	-12.25	-129.61	0.99
20.507813	-19.33	-66.32	0.91
21.484375	-12.15	-15.67	1.00
22.460938	-14.04	27.43	0.98
23.437500	-11.16	15.03	0.99
24.414063	-13.57	-65.52	0.97
25.390625	-12.13	95.31	0.48
26.367188	-13.41	76.33	0.84
27.343750	-13.39	58.72	0.90
28.320313	-3.99	65.39	0.99
29.296875	-6.79	19.75	0.94
30.273438	-11.89	-89.85	0.98
31.250000	-11.85	-103.88	0.97
32.226563	-4.94	102.62	0.96
33.203125	-2.20	69.55	1.00
34.179688	-1.56	59.07	1.00
35.156250	-1.04	65.93	0.99
36.132813	-2.57	73.48	1.00
37.109375	-1.54	87.09	1.00
38.085938	0.56	89.42	1.00
39.062500	2.69	78.33	1.00
40.039063	3.71	62.66	1.00
41.015625	5.61	52.06	0.99
41.992188	0.64	36.73	0.99
42.968750	3.86	47.92	1.00
43.945313	4.27	40.26	1.00
44.921875	4.25	35.78	1.00
45.898438	2.21	36.28	1.00
46.875000	3.04	32.39	1.00
47.851563	3.64	20.14	1.00
48.828125	4.33	18.00	1.00
49.804688	2.37	26.04	1.00
50.781250	2.81	29.49	1.00
51.757813	2.96	34.80	1.00
52.734375	3.28	35.46	1.00
53.710938	3.06	26.56	1.00
54.687500	3.20	23.59	1.00
55.664063	3.30	22.82	1.00
56.640625	2.99	23.05	1.00
57.617188	4.27	27.86	1.00
58.593750	3.84	20.04	1.00
59.570313	3.71	19.82	1.00
60.546875	3.67	18.22	1.00
61.523438	3.71	16.09	1.00
62.500000	3.62	12.89	1.00
63.476563	3.31	10.07	1.00
64.453125	3.02	8.43	1.00
65.429688	2.92	7.29	1.00
66.406250	2.71	6.97	1.00
67.382813	2.51	6.86	1.00
68.359375	2.65	6.73	1.00
69.335938	1.75	6.65	1.00
70.312500	1.68	7.40	1.00
71.289063	2.21	12.58	1.00
72.265625	1.86	12.10	1.00
73.242188	2.07	12.86	1.00
74.218750	2.44	19.29	1.00
75.195313	3.13	13.92	1.00
76.171875	3.88	14.33	1.00
77.148438	3.67	7.58	1.00
78.125000	3.61	5.24	1.00
79.101563	3.40	3.73	1.00
80.078125	3.40	-3.78	1.00
81.054688	3.49	-3.52	1.00
82.031250	3.45	-3.01	1.00
83.007813	2.50	-7.50	1.00
83.984375	2.77	-7.36	1.00
84.960938	2.74	-7.20	1.00
85.937500	2.99	-9.18	1.00
86.914063	2.50	-10.65	1.00
87.890625	2.56	-10.64	1.00
88.867188	1.99	-11.99	1.00
89.843750	2.13	-10.83	1.00
90.820313	1.88	-10.45	1.00
91.796875	1.79	-11.62	1.00
92.773438	1.75	-12.30	1.00
93.750000	2.10	-11.02	1.00
94.726563	2.03	-16.06	1.00
95.703125	1.65	-17.05	1.00
96.679688	1.88	-17.64	1.00
97.656250	1.18	-19.13	1.00
98.632813	1.06	-17.77	1.00
99.609375	0.95	-17.11	1.00
100.585938	-0.00	-18.79	1.00
101.562500	0.05	-19.71	1.00
102.539063	-0.09	-22.12	1.00
103.515625	-0.44	-19.84	1.00
104.492188	-0.52	-19.25	1.00
105.468750	-0.57	-18.51	1.00
106.445313	-0.71	-17.97	1.00
107.421875	-0.79	-17.35	1.00
108.398438	-0.89	-16.78	1.00
109.375000	-1.13	-16.50	1.00
110.351563	-1.15	-17.52	1.00
111.328125	-1.21	-18.08	1.00
112.304688	-1.32	-19.46	1.00
113.281250	-1.61	-18.14	1.00
114.257813	-1.73	-17.08	1.00
115.234375	-1.82	-16.32	1.00
116.210938	-2.00	-16.12	1.00
117.187500	-2.25	-15.87	1.00
118.164063	-2.43	-14.81	1.00
119.140625	-2.41	-13.64	1.00
120.117188	-2.45	-13.67	1.00
121.093750	-2.52	-12.69	1.00
122.070313	-2.49	-11.77	1.00
123.046875	-2.47	-11.45	1.00
124.023438	-2.48	-10.84	1.00
125.000000	-2.46	-11.05	1.00
125.976563	-2.82	-12.30	1.00
126.953125	-2.61	-11.36	1.00
127.929688	-3.06	-9.28	1.00
128.906250	-3.07	-8.35	1.00
129.882813	-3.07	-7.52	1.00
130.859375	-3.02	-6.58	1.00
131.835938	-2.90	-4.19	1.00
132.812500	-3.37	-3.72	1.00
133.789063	-3.31	-2.60	1.00
134.765625	-3.23	-2.06	1.00
135.742188	-3.18	-1.48	1.00
136.718750	-3.12	-0.65	1.00
137.695313	-3.01	-0.28	1.00
138.671875	-2.69	0.01	1.00
140.625000	-2.85	-0.84	1.00
142.578125	-2.99	-1.73	1.00
144.531250	-2.96	-1.63	1.00
146.484375	-2.97	1.07	1.00
148.437500	-2.73	4.47	1.00
150.390625	-2.99	6.60	1.00
152.343750	-3.39	8.11	1.00
154.296875	-2.73	7.82	1.00
156.250000	-2.64	9.25	1.00
158.203125	-1.72	10.58	1.00
160.156250	-1.72	8.77	1.00
162.109375	-1.54	9.78	1.00
164.062500	-1.45	11.67	1.00
166.015625	-0.57	3.29	1.00
167.968750	-0.40	4.28	1.00
169.921875	-0.39	4.29	1.00
171.875000	-1.27	-6.72	1.00
173.828125	-1.25	-5.47	1.00
175.781250	-1.97	-7.98	1.00
177.734375	-3.07	-7.49	1.00
179.687500	-3.18	-3.21	1.00
181.640625	-3.63	-2.62	1.00
183.593750	-3.67	-6.09	0.99
185.546875	-4.02	10.95	1.00
187.500000	-3.89	10.91	1.00
189.453125	-3.24	17.99	1.00
191.406250	-2.84	19.78	1.00
193.359375	-2.61	19.38	1.00
195.312500	-1.79	20.07	1.00
197.265625	-1.05	21.00	1.00
199.218750	-0.83	22.11	1.00
201.171875	0.26	16.01	1.00
203.125000	0.52	15.89	1.00
205.078125	0.56	14.66	1.00
207.031250	0.29	13.28	1.00
208.984375	0.77	7.68	1.00
210.937500	1.31	5.89	1.00
212.890625	1.80	7.34	1.00
214.843750	1.51	-2.89	1.00
216.796875	0.62	-11.77	1.00
218.750000	0.79	-11.76	1.00
220.703125	-0.57	-14.67	0.99
222.656250	0.18	-15.63	1.00
224.609375	-1.32	-16.76	1.00
226.562500	-2.07	-10.97	1.00
228.515625	-2.34	-9.81	1.00
230.468750	-2.43	-10.01	1.00
232.421875	-2.42	-8.32	1.00
234.375000	-2.21	-7.51	1.00
236.328125	-1.98	-7.85	0.99
238.281250	-3.71	-5.65	1.00
240.234375	-4.05	-5.04	1.00
242.187500	-5.00	-1.01	1.00
244.140625	-5.71	5.17	1.00
246.093750	-5.02	8.47	0.99
248.046875	-4.70	17.06	1.00
250.000000	-4.67	21.40	1.00
251.953125	-4.44	26.67	1.00
253.906250	-2.77	30.29	1.00
