	58 105g		
80.078125	-14.59	-66.18	1.00
81.054688	-13.76	-68.49	1.00
82.031250	-13.22	-70.43	1.00
83.007813	-13.07	-72.62	1.00
83.984375	-12.67	-74.22	1.00
84.960938	-12.61	-73.08	1.00
85.937500	-11.62	-78.72	1.00
86.914063	-11.64	-80.59	1.00
87.890625	-11.63	-82.80	1.00
88.867188	-11.69	-81.46	1.00
89.843750	-11.27	-89.38	1.00
90.820313	-11.29	-90.31	1.00
91.796875	-11.17	-91.73	1.00
92.773438	-10.96	-93.77	1.00
93.750000	-11.08	-95.59	1.00
94.726563	-10.96	-96.28	1.00
95.703125	-10.72	-101.37	1.00
96.679688	-11.03	-101.95	1.00
97.656250	-11.05	-102.96	1.00
98.632813	-11.19	-105.62	1.00
99.609375	-11.15	-106.47	1.00
100.585938	-11.66	-108.64	1.00
101.562500	-11.71	-107.58	1.00
102.539063	-11.76	-107.07	1.00
103.515625	-11.68	-105.96	1.00
104.492188	-11.56	-105.22	1.00
105.468750	-11.49	-106.50	1.00
106.445313	-11.37	-106.44	1.00
107.421875	-11.28	-106.21	1.00
108.398438	-11.15	-106.26	1.00
109.375000	-10.76	-106.73	1.00
110.351563	-10.49	-106.71	1.00
111.328125	-10.49	-109.34	1.00
112.304688	-10.20	-113.22	1.00
113.281250	-10.08	-111.10	1.00
114.257813	-9.81	-114.77	1.00
115.234375	-9.76	-115.23	1.00
116.210938	-9.55	-116.45	1.00
117.187500	-9.57	-116.63	1.00
118.164063	-9.55	-119.97	1.00
119.140625	-9.58	-123.44	1.00
120.117188	-9.74	-122.87	1.00
121.093750	-9.90	-125.42	1.00
122.070313	-9.87	-126.01	1.00
123.046875	-9.94	-126.55	1.00
124.023438	-10.11	-127.36	1.00
125.000000	-10.05	-127.37	1.00
125.976563	-10.05	-127.67	1.00
126.953125	-9.97	-128.58	1.00
127.929688	-9.82	-129.68	1.00
128.906250	-9.72	-130.32	1.00
129.882813	-9.68	-130.57	1.00
130.859375	-9.78	-132.08	1.00
131.835938	-9.80	-133.21	1.00
132.812500	-9.70	-133.65	1.00
133.789063	-9.75	-135.91	1.00
134.765625	-9.75	-135.93	1.00
135.742188	-9.94	-137.42	1.00
136.718750	-9.96	-137.60	1.00
137.695313	-10.09	-139.91	1.00
138.671875	-10.19	-139.66	1.00
140.625000	-10.17	-140.35	1.00
142.578125	-10.02	-141.92	1.00
144.531250	-10.05	-145.19	1.00
146.484375	-10.09	-145.00	1.00
148.437500	-10.09	-146.13	1.00
150.390625	-10.50	-150.84	1.00
152.343750	-10.31	-151.18	1.00
154.296875	-10.28	-151.73	1.00
156.250000	-10.62	-159.70	1.00
158.203125	-10.80	-159.60	1.00
160.156250	-11.12	-160.30	1.00
162.109375	-11.65	-164.24	1.00
164.062500	-12.57	-166.02	1.00
166.015625	-13.75	-166.18	1.00
167.968750	-15.84	-158.90	0.99
169.921875	-15.41	-160.34	1.00
171.875000	-16.44	-152.07	1.00
173.828125	-16.44	-149.54	1.00
175.781250	-16.18	-139.01	1.00
177.734375	-15.54	-134.92	1.00
179.687500	-14.42	-135.80	0.98
181.640625	-12.20	-132.04	1.00
183.593750	-12.10	-129.87	1.00
185.546875	-11.76	-130.37	1.00
187.500000	-11.10	-129.63	1.00
189.453125	-10.15	-145.34	0.99
191.406250	-10.62	-147.95	1.00
193.359375	-10.61	-146.49	1.00
195.312500	-10.83	-150.19	1.00
197.265625	-11.26	-153.68	1.00
199.218750	-11.27	-155.19	1.00
201.171875	-11.59	-158.40	1.00
203.125000	-12.26	-157.61	1.00
205.078125	-12.85	-159.36	1.00
207.031250	-13.95	-156.44	1.00
208.984375	-14.29	-157.85	1.00
210.937500	-15.02	-156.71	0.98
212.890625	-15.91	-140.05	1.00
214.843750	-15.49	-139.47	1.00
216.796875	-13.06	-127.98	1.00
218.750000	-11.61	-129.59	0.99
220.703125	-11.74	-129.74	1.00
222.656250	-11.79	-131.05	1.00
224.609375	-10.96	-133.17	1.00
226.562500	-10.53	-133.85	1.00
228.515625	-10.24	-134.67	1.00
230.468750	-10.03	-136.06	1.00
232.421875	-9.84	-138.01	1.00
234.375000	-8.89	-139.09	1.00
236.328125	-8.61	-140.48	1.00
238.281250	-8.53	-141.93	1.00
240.234375	-8.13	-153.17	1.00
242.187500	-8.15	-155.35	1.00
244.140625	-8.19	-155.99	1.00
246.093750	-8.60	-159.89	1.00
248.046875	-8.68	-161.80	1.00
250.000000	-8.85	-165.21	1.00
251.953125	-8.86	-166.40	1.00
253.906250	-8.76	-168.71	1.00
255.859375	-8.78	-173.21	1.00
257.812500	-9.47	-174.06	1.00
259.765625	-9.71	-175.54	1.00
261.718750	-10.42	-175.74	1.00
263.671875	-10.84	-174.28	1.00
265.625000	-10.73	-169.04	1.00
267.578125	-10.31	-169.57	1.00
269.531250	-9.64	-172.77	1.00
271.484375	-9.63	-175.87	1.00
273.437500	-9.81	-178.02	1.00
275.390625	-10.03	174.74	1.00
277.343750	-10.04	174.14	1.00
281.250000	-9.99	165.97	1.00
285.156250	-12.19	145.92	0.99
289.062500	-11.62	-173.93	0.90
292.968750	-20.07	158.53	0.96
296.875000	-18.09	-135.93	0.97
300.781250	-16.83	-162.80	0.98
304.687500	-13.71	-154.34	0.99
308.593750	-13.84	-155.59	1.00
312.500000	-13.88	-163.20	0.99
316.406250	-16.26	-163.69	1.00
320.312500	-15.96	-158.05	1.00
324.218750	-15.95	-157.77	1.00
328.125000	-16.06	-154.06	1.00
332.031250	-16.02	-150.28	1.00
335.937500	-16.49	-147.03	1.00
339.843750	-16.64	-152.61	0.98
343.750000	-19.42	-129.92	0.98
347.656250	-14.37	-95.36	0.94
351.562500	-16.17	-100.31	0.97
355.468750	-9.54	-129.32	0.99
359.375000	-8.68	-135.34	1.00
363.281250	-8.99	-137.91	1.00
367.187500	-9.92	-137.37	1.00
371.093750	-8.97	-138.06	1.00
375.000000	-9.67	-151.87	1.00
378.906250	-8.57	-152.99	1.00
382.812500	-8.49	-150.40	1.00
386.718750	-7.96	-150.43	1.00
390.625000	-7.35	-159.36	1.00
394.531250	-7.49	-163.25	1.00
398.437500	-7.68	-165.73	1.00
402.343750	-7.72	-169.75	1.00
406.250000	-6.49	-174.75	1.00
410.156250	-6.03	178.24	0.99
414.062500	-8.26	140.72	0.94
417.968750	-13.01	141.67	1.00
421.875000	-10.76	115.25	0.99
425.781250	-12.50	127.08	0.95
429.687500	-17.43	136.70	0.93
433.593750	-18.33	177.73	1.00
437.500000	-18.41	-177.51	1.00
441.406250	-18.46	-171.37	1.00
445.312500	-18.46	-163.26	0.99
449.218750	-17.89	-153.48	1.00
453.125000	-17.60	-150.92	1.00
457.031250	-17.46	-147.09	1.00
460.937500	-16.51	-129.90	0.99
464.843750	-15.98	-130.19	0.99
468.750000	-13.51	-129.52	1.00
472.656250	-13.02	-128.53	1.00
476.562500	-12.25	-128.20	1.00
480.468750	-11.48	-133.15	1.00
484.375000	-10.51	-137.32	1.00
488.281250	-10.03	-137.96	1.00
492.187500	-9.89	-141.49	1.00
496.093750	-9.53	-148.84	1.00
500.000000	-9.68	-152.95	1.00
503.906250	-9.87	-155.54	1.00
507.812500	-9.84	-159.17	1.00
511.718750	-9.79	-163.38	1.00
515.625000	-9.99	-167.65	1.00
519.531250	-10.42	-170.00	1.00
523.437500	-11.11	-175.97	1.00
527.343750	-11.05	174.44	1.00
531.250000	-11.97	-169.61	1.00
535.156250	-11.94	-171.62	1.00
539.062500	-11.96	-169.42	1.00
542.968750	-12.15	-164.74	1.00
546.875000	-12.35	-166.28	1.00
550.781250	-12.47	-167.23	1.00
554.687500	-14.16	-162.80	1.00
560.000000	-13.62	-161.64	1.00
568.000000	-12.77	-155.51	0.99
576.000000	-12.28	-157.66	1.00
584.000000	-12.21	-160.21	1.00
592.000000	-13.12	-157.34	1.00
600.000000	-12.34	-144.19	0.99
608.000000	-11.51	-159.90	1.00
616.000000	-10.89	-157.84	1.00
624.000000	-10.54	-162.33	1.00
632.000000	-9.90	-167.29	1.00
640.000000	-12.09	-170.99	1.00
648.000000	-12.32	-170.27	1.00
656.000000	-12.85	-165.76	0.99
664.000000	-14.58	-160.03	0.99
672.000000	-14.09	-130.66	0.97
680.000000	-12.24	-120.80	0.98
688.000000	-10.70	-148.21	1.00
696.000000	-11.20	-153.54	0.99
704.000000	-11.90	-158.80	1.00
712.000000	-11.79	-150.29	1.00
720.000000	-9.82	-149.74	1.00
728.000000	-9.40	-154.95	1.00
736.000000	-10.45	-163.89	1.00
744.000000	-10.53	-163.97	1.00
752.000000	-10.63	-164.48	1.00
760.000000	-11.05	-165.81	1.00
768.000000	-12.38	-163.49	1.00
776.000000	-12.39	-166.37	1.00
784.000000	-13.33	-166.38	0.99
792.000000	-14.40	-157.67	1.00
800.000000	-14.09	-153.79	1.00
808.000000	-13.50	-145.44	0.99
816.000000	-12.06	-123.97	0.97
824.000000	-9.13	-132.56	1.00
832.000000	-8.35	-137.85	0.99
840.000000	-8.09	-149.35	1.00
848.000000	-9.33	-158.26	1.00
856.000000	-8.13	-160.49	1.00
864.000000	-8.35	-164.02	1.00
872.000000	-8.16	-170.79	1.00
880.000000	-8.21	172.23	0.99
888.000000	-9.96	-179.31	1.00
896.000000	-10.85	-177.07	1.00
904.000000	-11.94	-174.80	0.97
912.000000	-11.53	-155.25	0.99
920.000000	-10.80	-156.27	1.00
928.000000	-11.53	-157.96	1.00
936.000000	-12.29	-161.45	0.99
944.000000	-13.37	-156.52	1.00
952.000000	-12.28	-154.35	0.97
960.000000	-10.42	-139.29	1.00
968.000000	-9.88	-141.66	1.00
976.000000	-8.82	-159.11	1.00
984.000000	-7.74	-151.82	1.00
992.000000	-6.63	-154.84	1.00
1000.000000	-6.06	-163.63	1.00
1008.000000	-6.64	-176.92	0.98
1016.000000	-8.46	176.67	1.00
1024.000000	-9.41	172.22	0.99
1032.000000	-10.13	-177.13	1.00
1040.000000	-10.40	-173.30	1.00
1048.000000	-10.43	-172.06	1.00
1056.000000	-9.96	-167.77	1.00
1064.000000	-10.18	-162.21	1.00
1072.000000	-10.01	-167.78	0.99
1080.000000	-9.18	173.87	0.99
1088.000000	-11.39	170.35	0.96
1096.000000	-14.70	-169.12	0.93
1104.000000	-12.15	-153.27	0.99
1112.000000	-10.81	-152.20	1.00
1120.000000	-10.51	-154.98	1.00
1128.000000	-10.37	-156.82	1.00
1136.000000	-10.28	-156.35	1.00
1144.000000	-9.96	-153.75	1.00
1152.000000	-9.47	-155.49	1.00
1160.000000	-9.29	-159.32	1.00
1168.000000	-8.95	-159.67	1.00
1176.000000	-8.48	-162.59	1.00
1184.000000	-8.31	-165.67	1.00
1192.000000	-8.81	-170.81	1.00
1200.000000	-9.16	-173.54	1.00
1208.000000	-9.83	-174.68	1.00
1216.000000	-10.27	-174.46	1.00
1224.000000	-10.68	-173.08	1.00
1232.000000	-10.72	-171.95	0.99
1240.000000	-12.10	-164.90	1.00
1248.000000	-12.45	-156.19	0.97
1256.000000	-10.75	-154.18	1.00
1264.000000	-9.44	-155.32	1.00
1272.000000	-9.22	-155.13	1.00
1280.000000	-9.29	-156.42	1.00
1288.000000	-9.42	-160.13	1.00
1296.000000	-9.47	-160.52	1.00
1304.000000	-9.48	-160.20	1.00
1312.000000	-9.56	-158.92	1.00
1320.000000	-9.41	-160.56	1.00
1328.000000	-9.54	-162.09	1.00
1336.000000	-9.51	-160.04	1.00
1344.000000	-9.45	-157.24	1.00
1352.000000	-8.93	-156.58	1.00
1360.000000	-8.48	-157.99	1.00
1368.000000	-8.22	-160.20	1.00
1376.000000	-8.23	-163.65	1.00
1384.000000	-7.87	-165.50	1.00
1392.000000	-7.84	-168.92	1.00
1400.000000	-8.18	-173.11	1.00
1408.000000	-9.19	-174.82	1.00
1416.000000	-9.98	-173.81	0.99
1424.000000	-10.34	-166.74	0.99
1432.000000	-10.26	-161.15	1.00
1440.000000	-9.40	-158.08	0.99
1448.000000	-8.91	-161.50	1.00
1456.000000	-9.04	-159.53	1.00
1464.000000	-8.39	-160.66	0.99
1472.000000	-7.66	-163.67	1.00
1480.000000	-7.43	-166.04	1.00
1488.000000	-7.43	-168.32	1.00
1496.000000	-7.36	-171.69	1.00
1504.000000	-7.56	-175.32	1.00
1512.000000	-8.09	-177.44	1.00
1520.000000	-9.26	-175.19	0.98
1528.000000	-10.15	-170.56	1.00
1536.000000	-10.39	-165.41	1.00
1544.000000	-9.60	-160.99	1.00
1552.000000	-8.83	-160.88	1.00
1560.000000	-8.48	-163.46	1.00
1568.000000	-8.50	-167.61	1.00
1576.000000	-8.98	-167.41	0.99
1584.000000	-9.31	-162.70	1.00
1592.000000	-8.78	-158.63	1.00
1600.000000	-7.80	-154.66	0.99
1608.000000	-6.42	-159.02	1.00
1616.000000	-5.93	-164.13	1.00
1624.000000	-6.09	-171.21	1.00
1632.000000	-5.90	-178.24	1.00
1640.000000	-6.82	171.83	1.00
1648.000000	-7.72	166.77	1.00
1656.000000	-8.69	165.65	0.99
1664.000000	-9.53	173.15	0.99
1672.000000	-9.94	179.98	1.00
1680.000000	-9.89	-173.58	1.00
1688.000000	-9.66	-169.72	1.00
1696.000000	-9.42	-167.58	1.00
1704.000000	-9.12	-166.32	1.00
1712.000000	-8.79	-165.81	1.00
1720.000000	-8.41	-165.84	1.00
1728.000000	-7.97	-166.08	1.00
1736.000000	-7.65	-166.64	1.00
1744.000000	-7.42	-167.90	1.00
1752.000000	-7.32	-169.88	1.00
1760.000000	-7.34	-171.83	1.00
1768.000000	-7.35	-172.56	1.00
1776.000000	-7.12	-173.94	1.00
1784.000000	-6.63	-177.17	0.99
1792.000000	-6.58	178.10	0.99
1800.000000	-7.06	172.57	0.99
1808.000000	-7.94	173.78	0.99
1816.000000	-8.53	175.70	0.98
1824.000000	-8.72	179.98	1.00
1832.000000	-8.91	-177.50	1.00
1840.000000	-8.99	-175.03	1.00
1848.000000	-8.92	-171.33	1.00
1856.000000	-8.62	-167.61	1.00
1866.665649	-8.30	-161.53	0.96
1893.332275	-6.82	-176.99	1.00
1919.998901	-6.43	177.70	0.99
1946.665527	-7.65	-170.08	0.99
1973.332153	-7.36	-163.83	0.98
1999.998779	-8.10	173.99	0.99
2026.665405	-6.48	-177.78	0.99
2053.332031	-6.49	178.06	1.00
2079.998779	-7.86	167.69	0.99
2106.665527	-10.88	137.58	0.97
2133.332275	-7.73	-179.72	1.00
2159.999023	-7.41	-177.42	1.00
2186.665771	-7.46	-175.83	0.99
2213.332520	-7.59	161.14	0.96
2239.999268	-8.80	155.96	0.99
2266.666016	-7.97	173.17	1.00
2293.332764	-8.83	176.62	0.98
2319.999512	-6.40	-177.93	0.99
2346.666260	-5.25	172.99	0.99
2373.333008	-3.50	160.97	0.99
2399.999756	-6.28	152.90	0.98
2426.666504	-8.38	160.24	1.00
2453.333252	-9.96	169.99	0.98
2480.000000	-8.61	168.55	0.99
2506.666748	-1.82	169.24	0.94
2533.333496	-0.65	160.89	0.96
2560.000244	-5.49	152.60	0.99
2586.666992	-8.79	157.88	1.00
2613.333740	-9.02	155.47	1.00
2640.000488	-9.74	157.57	0.99
2666.667236	-7.43	172.49	1.00
2693.333984	-5.46	165.99	0.99
2720.000732	-4.65	158.60	0.99
2746.667480	-10.05	143.26	0.81
2773.334229	-11.20	167.34	0.94
2800.000977	-8.85	164.51	0.99
2826.667725	-7.50	173.44	0.99
2853.334473	-7.32	161.67	0.99
2880.001221	-6.83	157.43	0.99
2906.667969	-6.75	153.26	0.98
2933.334717	-5.88	153.22	0.99
2960.001465	-6.14	178.43	0.95
2986.668213	-7.23	165.23	0.99
3013.334961	-7.04	160.11	1.00
3040.001709	-6.66	158.89	1.00
3066.668457	-4.22	158.66	0.98
3093.335205	-5.98	137.96	0.96
3120.001953	-7.98	59.21	0.76
3146.668701	-10.08	149.73	0.83
3173.335449	-6.37	160.68	0.99
3200.002197	-6.23	150.52	0.99
3226.668945	-7.70	141.85	0.99
3253.335693	-6.02	133.89	0.94
3280.002441	-4.50	141.33	0.99
3306.669189	-4.56	139.24	0.99
3333.335938	-8.85	131.14	0.95
3360.002686	-5.74	142.00	0.88
3386.669434	-4.53	149.83	0.97
3413.336182	-3.86	139.75	0.97
3440.002930	-5.71	126.16	1.00
3466.669678	-8.07	123.90	0.99
3493.336426	-8.94	125.53	1.00
3520.003174	-8.00	135.98	0.91
3546.669922	-7.93	154.66	0.96
3573.336670	-5.06	139.82	0.70
3600.003418	-7.01	109.89	0.87
3626.670166	-7.48	134.50	0.97
3653.336914	-7.33	128.25	0.99
3680.003662	-7.78	124.46	0.99
3706.670410	-7.94	145.60	0.94
3733.337158	-6.55	135.52	0.97
3760.003906	-5.47	126.74	0.92
3786.670654	-7.63	109.37	0.94
3813.337402	-8.05	110.85	0.98
3840.004150	-7.90	131.37	1.00
3866.670898	-7.70	131.77	0.99
3893.337646	-6.65	133.18	0.99
3920.004395	-6.52	130.89	0.99
3946.671143	-6.68	133.22	0.96
3973.337891	-6.33	123.17	0.95
4000.004639	-7.50	124.09	0.98
4026.671387	-8.15	140.53	0.98
4053.338135	-6.27	152.00	0.98
4080.004883	-8.16	135.62	0.82
4106.671387	-11.99	104.00	0.74
4133.337891	-7.49	109.99	0.98
4160.004395	-5.28	106.97	0.96
4186.670898	-5.33	72.69	0.87
4213.337402	-6.41	81.54	0.55
4240.003906	-6.33	129.40	0.94
4266.670410	-6.72	121.21	0.96
4293.336914	-7.91	107.87	0.96
4320.003418	-8.93	106.33	0.98
4346.669922	-9.37	105.18	0.98
4373.336426	-8.59	99.17	0.96
4400.002930	-8.89	109.25	0.98
4426.669434	-9.35	105.85	1.00
4453.335938	-9.61	105.74	0.97
4480.002441	-8.49	107.21	0.96
4506.668945	-8.42	103.97	0.98
4533.335449	-9.36	91.66	0.86
4560.001953	-11.78	95.16	0.83
4586.668457	-10.43	119.27	0.84
4613.334961	-8.69	123.24	0.95
4640.001465	-8.67	113.58	0.93
4666.667969	-7.84	97.52	0.99
4693.334473	-8.77	102.63	0.99
4720.000977	-10.13	103.65	0.97
4746.667480	-8.43	101.75	1.00
4773.333984	-8.35	96.51	0.99
4800.000488	-8.86	90.46	0.98
4826.666992	-8.06	96.85	0.92
4853.333496	-7.00	93.35	0.99
4880.000000	-8.14	99.02	0.98
4906.666504	-9.03	109.14	0.99
4933.333008	-9.85	103.73	0.99
4959.999512	-9.01	101.11	1.00
4986.666016	-8.31	99.32	1.00
5013.332520	-7.98	93.58	1.00
5039.999023	-8.19	88.36	1.00
5066.665527	-8.79	84.20	0.98
5093.332031	-9.75	92.77	1.00
5119.998535	-9.63	97.59	0.99
5146.665039	-9.17	98.59	0.96
5173.331543	-8.72	92.48	1.00
5199.998047	-9.93	83.03	0.97
5226.664551	-11.75	79.34	0.97
5253.331055	-13.17	86.20	0.95
5279.997559	-12.74	95.03	0.97
5306.664063	-11.54	97.73	0.98
5333.330566	-10.78	104.81	0.95
5359.997070	-10.55	99.84	0.99
5386.663574	-11.41	93.02	0.99
5413.330078	-11.07	90.33	1.00
5439.996582	-10.87	92.20	1.00
5466.663086	-10.14	92.90	1.00
5493.329590	-8.73	90.26	1.00
5519.996094	-9.10	87.53	1.00
5546.662598	-9.59	82.75	0.99
5573.329102	-10.52	79.97	0.99
5599.995605	-11.34	84.89	0.96
5626.662109	-11.19	84.14	0.96
5653.328613	-10.59	78.97	0.99
5679.995117	-10.59	78.03	1.00
5706.661621	-10.49	80.74	0.99
5733.328125	-10.55	84.97	0.98
5759.994629	-10.60	80.75	0.99
5786.661133	-10.45	76.73	1.00
5813.327637	-10.43	75.95	0.99
5839.994141	-10.67	78.63	1.00
5866.660645	-10.76	80.43	0.99
5893.327148	-10.60	81.01	0.99
5919.993652	-10.97	80.76	0.99
5946.660156	-11.18	80.34	0.97
5973.326660	-11.92	77.83	0.93
5999.993164	-13.96	77.66	0.84
6026.659668	-14.09	84.18	0.88
6053.326172	-11.97	85.53	0.97
6079.992676	-11.64	76.33	0.86
6106.659180	-12.68	80.46	0.92
6133.325684	-11.91	67.79	0.80
6159.992188	-11.71	65.41	0.99
6186.658691	-12.00	60.23	0.98
6213.325195	-12.46	53.11	1.00
6239.991699	-13.68	49.09	0.99
6266.658203	-14.25	48.71	0.98
6293.324707	-14.16	54.50	0.93
6319.991211	-12.93	49.27	0.89
6346.657715	-12.95	46.76	0.98
6373.324219	-13.84	66.55	0.72
6399.990723	-15.74	53.68	0.84
6426.657227	-16.48	46.75	0.94
6453.323730	-18.09	45.05	0.95
6479.990234	-19.79	46.35	0.89
6506.656738	-19.92	59.48	0.84
6533.323242	-19.27	57.96	0.98
6559.989746	-18.96	45.28	0.98
6586.656250	-19.28	7.07	0.84
6613.322754	-18.93	147.74	0.61
6639.989258	-17.27	126.72	0.95
6666.655762	-17.44	120.39	0.95
6693.322266	-19.73	111.34	0.75
6719.988770	-20.67	-178.88	0.66
6746.655273	-19.86	174.88	0.96
6773.321777	-19.23	159.64	0.90
6799.988281	-18.41	144.76	0.97
6826.654785	-19.01	139.49	0.98
6853.321289	-19.72	148.82	0.99
6879.987793	-18.63	162.44	0.86
6906.654297	-16.05	169.42	0.90
6933.320801	-14.26	160.11	0.98
6959.987305	-13.25	150.89	0.99
6986.653809	-12.70	146.27	0.99
7013.320313	-12.73	144.62	0.96
7039.986816	-12.89	150.97	0.85
7066.653320	-12.01	164.79	0.89
7093.319824	-9.50	175.18	0.95
7119.986328	-9.71	149.89	0.97
7146.652832	-10.38	141.39	0.98
7173.319336	-10.69	134.62	1.00
7199.985840	-10.69	130.55	1.00
7226.652344	-10.46	127.65	1.00
7253.318848	-10.24	125.81	1.00
7279.985352	-9.83	124.81	0.98
7306.651855	-8.91	120.87	0.98
7333.318359	-8.89	115.75	0.99
7359.984863	-9.20	113.89	0.99
7386.651367	-9.27	115.59	0.97
7413.317871	-8.77	115.18	0.99
7439.984375	-7.99	113.91	0.99
7466.650879	-7.67	111.92	1.00
7493.317383	-7.82	110.54	1.00
7519.983887	-7.97	110.30	1.00
7546.650391	-7.94	110.85	1.00
7573.316895	-7.78	111.86	1.00
7599.983398	-7.38	112.73	0.95
7626.649902	-6.03	106.72	0.98
7653.316406	-5.53	98.66	0.98
7679.982910	-5.88	99.71	0.97
7706.649414	-5.81	102.38	0.98
7733.315918	-5.43	101.23	0.99
7759.982422	-5.25	98.80	0.99
7786.648926	-5.24	97.19	1.00
7813.315430	-5.15	94.22	1.00
7839.981934	-5.04	89.78	1.00
7866.648438	-4.97	86.87	1.00
7893.314941	-5.00	85.30	1.00
7919.981445	-5.00	83.90	1.00
7946.647949	-4.96	81.96	1.00
7973.314453	-5.06	77.35	0.97
7999.980957	-4.94	71.64	1.00
8026.647461	-4.96	71.46	0.99
8053.313965	-5.02	73.81	0.99
8079.980469	-4.47	74.15	0.99
8106.646973	-4.09	68.16	0.97
8133.313477	-4.14	62.16	1.00
8159.979980	-4.40	59.91	1.00
8186.646484	-4.46	58.67	1.00
8213.313477	-4.35	57.20	1.00
8239.980469	-4.39	54.83	1.00
8266.647461	-4.53	49.04	0.99
8293.314453	-4.74	45.88	0.99
8319.981445	-5.22	43.54	1.00
8346.648438	-5.71	43.25	1.00
8373.315430	-6.24	43.68	1.00
8399.982422	-6.70	44.42	0.99
8426.649414	-6.12	44.19	1.00
8453.316406	-5.98	42.13	1.00
8479.983398	-6.22	39.68	0.99
8506.650391	-6.73	39.26	0.98
8533.317383	-6.38	39.66	1.00
8559.984375	-5.96	38.69	1.00
8586.651367	-5.77	35.06	0.98
8613.318359	-5.85	29.04	0.99
8639.985352	-5.95	26.28	1.00
8666.652344	-5.87	22.44	1.00
8693.319336	-5.76	16.19	1.00
8719.986328	-5.75	7.28	0.99
8746.653320	-5.35	-0.95	0.86
8773.320313	-5.77	7.23	0.95
8799.987305	-5.77	12.08	1.00
8826.654297	-6.06	15.41	1.00
8853.321289	-6.26	17.94	1.00
8879.988281	-6.30	19.47	0.99
8906.655273	-6.15	18.65	0.99
8933.322266	-6.01	14.78	0.96
8959.989258	-5.78	10.23	0.99
8986.656250	-5.71	8.33	0.99
9013.323242	-5.90	7.93	1.00
9039.990234	-5.95	6.77	1.00
9066.657227	-5.93	5.01	1.00
9093.324219	-5.86	0.90	0.99
9119.991211	-6.05	-3.62	0.99
9146.658203	-6.42	-8.16	1.00
9173.325195	-6.80	-10.97	0.99
9199.992188	-6.78	-13.44	0.99
9226.659180	-6.31	-17.57	0.98
9253.326172	-6.28	-18.20	0.96
9279.993164	-6.78	-20.36	0.99
9306.660156	-6.91	-20.45	0.99
9333.327148	-7.29	-23.06	1.00
9359.994141	-8.08	-28.21	0.98
9386.661133	-8.40	-32.35	0.99
9413.328125	-8.81	-34.65	0.99
9439.995117	-9.04	-36.47	1.00
9466.662109	-9.28	-39.83	1.00
9493.329102	-9.38	-44.80	0.99
9519.996094	-9.47	-49.24	0.98
9546.663086	-9.90	-47.05	0.96
9573.330078	-9.30	-48.34	0.95
9600.000977	-11.81	-50.04	0.97
