	58 45g		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
10.742188	-35.95	-25.48	0.82
11.718750	-35.50	-0.44	0.85
12.695313	-34.63	-12.84	0.96
13.671875	-47.43	31.10	0.41
14.648438	-36.55	0.64	0.83
15.625000	-31.10	-30.69	0.92
16.601563	-35.72	-21.44	0.95
17.578125	-38.03	-16.17	0.96
18.554688	-36.57	-12.81	0.87
19.531250	-31.66	-23.24	0.97
20.507813	-27.90	-11.23	0.96
21.484375	-28.01	-15.67	0.97
22.460938	-26.41	-5.77	0.91
23.437500	-28.67	-17.02	0.98
24.414063	-29.42	-19.58	0.98
25.390625	-28.21	-15.27	0.98
26.367188	-27.30	-16.45	0.99
27.343750	-28.27	-47.12	0.92
28.320313	-27.59	-17.92	0.86
29.296875	-21.59	-20.47	0.94
30.273438	-23.71	-43.23	0.97
31.250000	-21.12	-28.15	0.99
32.226563	-17.39	-28.28	0.99
33.203125	-15.82	-27.86	1.00
34.179688	-17.11	-32.71	1.00
35.156250	-16.20	-36.16	1.00
36.132813	-15.65	-31.69	1.00
37.109375	-17.17	-34.11	0.99
38.085938	-10.25	-29.12	0.99
39.062500	-11.92	-33.41	1.00
40.039063	-11.48	-36.78	1.00
41.015625	-11.50	-40.32	1.00
41.992188	-13.25	-55.76	1.00
42.968750	-11.24	-50.97	1.00
43.945313	-11.36	-51.18	1.00
44.921875	-11.59	-54.92	1.00
45.898438	-11.16	-53.28	1.00
46.875000	-10.48	-54.67	1.00
47.851563	-10.59	-55.08	1.00
48.828125	-10.50	-57.02	1.00
49.804688	-9.95	-56.40	1.00
50.781250	-9.64	-60.11	1.00
51.757813	-9.45	-56.96	1.00
52.734375	-8.94	-59.29	1.00
53.710938	-8.96	-61.85	1.00
54.687500	-7.99	-62.42	1.00
55.664063	-8.45	-64.78	1.00
56.640625	-8.26	-65.95	1.00
57.617188	-8.12	-65.87	1.00
58.593750	-8.02	-65.58	1.00
59.570313	-7.44	-64.49	0.99
60.546875	-6.45	-72.14	1.00
61.523438	-6.40	-70.82	1.00
62.500000	-6.29	-77.21	1.00
63.476563	-6.32	-77.31	1.00
64.453125	-6.53	-80.35	1.00
65.429688	-6.39	-80.77	1.00
66.406250	-6.26	-81.74	1.00
67.382813	-6.34	-85.46	1.00
68.359375	-6.44	-85.19	1.00
69.335938	-6.57	-85.45	1.00
70.312500	-6.59	-85.00	1.00
71.289063	-6.42	-82.03	1.00
72.265625	-6.15	-82.81	1.00
73.242188	-5.80	-82.01	1.00
74.218750	-5.59	-79.89	1.00
75.195313	-4.96	-79.09	1.00
76.171875	-4.48	-83.17	1.00
77.148438	-4.36	-84.44	1.00
78.125000	-4.09	-89.40	1.00
79.101563	-3.79	-89.75	1.00
80.078125	-3.76	-90.25	1.00
81.054688	-3.64	-96.56	1.00
82.031250	-3.67	-95.93	1.00
83.007813	-3.77	-96.07	1.00
83.984375	-3.56	-97.97	1.00
84.960938	-3.49	-100.19	1.00
85.937500	-3.59	-99.54	1.00
86.914063	-3.33	-101.95	1.00
87.890625	-3.21	-102.67	1.00
88.867188	-3.22	-103.42	1.00
89.843750	-3.22	-103.77	1.00
90.820313	-3.15	-105.27	1.00
91.796875	-3.00	-106.05	1.00
92.773438	-2.88	-107.21	1.00
93.750000	-2.73	-107.80	1.00
94.726563	-2.68	-108.99	1.00
95.703125	-2.62	-112.62	1.00
96.679688	-2.42	-113.30	1.00
97.656250	-2.02	-113.37	1.00
98.632813	-2.40	-117.81	1.00
99.609375	-2.55	-117.78	1.00
100.585938	-2.59	-119.47	1.00
101.562500	-2.71	-120.99	1.00
102.539063	-2.70	-121.58	1.00
103.515625	-2.85	-122.15	1.00
104.492188	-2.83	-122.26	1.00
105.468750	-2.79	-123.71	1.00
106.445313	-2.87	-125.26	1.00
107.421875	-3.35	-128.72	1.00
108.398438	-3.37	-127.38	1.00
109.375000	-3.61	-125.73	1.00
110.351563	-3.71	-126.05	1.00
111.328125	-3.67	-125.35	1.00
112.304688	-3.59	-125.34	1.00
113.281250	-3.48	-125.84	1.00
114.257813	-3.52	-126.03	1.00
115.234375	-3.52	-126.46	1.00
