	58 135g		
100.585938	-21.68	-58.23	1.00
101.562500	-23.05	-51.25	1.00
102.539063	-23.58	-49.93	1.00
103.515625	-20.53	-37.17	0.87
104.492188	-20.95	-32.76	1.00
105.468750	-18.73	-37.50	1.00
106.445313	-17.62	-34.60	1.00
107.421875	-16.64	-43.47	1.00
108.398438	-15.03	-50.61	1.00
109.375000	-14.29	-58.58	1.00
110.351563	-13.75	-76.43	1.00
111.328125	-14.18	-77.25	1.00
112.304688	-14.37	-80.74	1.00
113.281250	-15.22	-94.93	0.99
114.257813	-15.17	-92.93	1.00
115.234375	-15.47	-94.48	1.00
116.210938	-14.90	-98.00	1.00
117.187500	-14.39	-102.93	1.00
118.164063	-14.81	-108.16	1.00
119.140625	-14.97	-108.91	1.00
120.117188	-15.73	-112.19	1.00
121.093750	-15.69	-114.44	1.00
122.070313	-15.50	-115.97	1.00
123.046875	-15.98	-120.64	1.00
124.023438	-16.10	-121.39	1.00
125.000000	-16.20	-122.17	1.00
125.976563	-16.21	-123.79	1.00
126.953125	-16.23	-125.84	1.00
127.929688	-16.15	-127.90	1.00
128.906250	-15.86	-129.42	1.00
129.882813	-15.58	-131.80	1.00
130.859375	-15.18	-134.57	1.00
131.835938	-15.47	-138.50	1.00
132.812500	-15.42	-139.63	1.00
133.789063	-14.98	-140.94	1.00
134.765625	-15.70	-147.65	1.00
135.742188	-15.94	-150.08	1.00
136.718750	-15.94	-152.37	1.00
137.695313	-16.34	-155.18	1.00
138.671875	-16.77	-155.01	1.00
140.625000	-17.91	-155.39	1.00
142.578125	-16.41	-138.73	1.00
144.531250	-16.75	-161.78	1.00
146.484375	-16.49	-163.70	1.00
148.437500	-16.77	-170.65	1.00
150.390625	-16.16	-177.38	1.00
152.343750	-15.65	-174.65	1.00
154.296875	-15.24	167.02	1.00
156.250000	-14.15	149.16	1.00
158.203125	-15.70	153.59	1.00
160.156250	-16.59	136.43	1.00
162.109375	-16.05	135.94	1.00
164.062500	-16.80	137.31	0.98
166.015625	-18.52	99.59	0.99
167.968750	-20.06	99.99	1.00
169.921875	-20.28	80.68	0.99
171.875000	-21.33	67.38	0.99
173.828125	-24.88	10.61	0.99
175.781250	-24.42	3.37	1.00
177.734375	-23.97	-12.31	0.99
179.687500	-23.01	-51.85	0.97
181.640625	-21.42	-83.57	0.99
183.593750	-18.31	-91.88	0.98
185.546875	-18.60	-123.42	1.00
187.500000	-17.54	-156.46	0.95
189.453125	-17.48	-158.24	1.00
191.406250	-18.43	-164.61	0.99
193.359375	-15.86	173.32	0.99
195.312500	-17.05	162.28	1.00
197.265625	-16.96	148.48	1.00
199.218750	-15.85	152.09	0.98
201.171875	-15.88	114.13	0.99
203.125000	-16.31	108.84	1.00
205.078125	-15.99	111.14	0.97
207.031250	-15.48	88.20	0.99
208.984375	-14.75	68.93	0.99
210.937500	-15.77	66.30	0.98
212.890625	-15.12	13.74	0.99
214.843750	-13.67	16.11	1.00
216.796875	-11.79	3.83	0.84
218.750000	-10.88	-55.62	0.99
220.703125	-14.18	-52.59	0.99
222.656250	-15.73	-70.38	1.00
224.609375	-15.64	-76.48	1.00
226.562500	-15.76	-83.67	0.99
228.515625	-15.76	-96.15	1.00
230.468750	-15.69	-102.16	1.00
232.421875	-15.51	-105.55	0.99
234.375000	-15.17	-122.36	1.00
236.328125	-14.69	-135.60	1.00
238.281250	-13.50	-139.86	1.00
240.234375	-13.01	-149.83	1.00
242.187500	-13.08	-158.47	0.99
244.140625	-13.72	-165.56	1.00
246.093750	-14.30	-178.63	1.00
248.046875	-14.57	177.69	1.00
250.000000	-14.81	174.59	1.00
251.953125	-14.82	168.28	1.00
253.906250	-14.78	164.35	1.00
255.859375	-14.38	160.47	1.00
257.812500	-13.45	150.31	1.00
259.765625	-14.29	145.02	1.00
261.718750	-14.11	139.96	1.00
263.671875	-13.78	129.17	1.00
265.625000	-13.82	124.09	1.00
267.578125	-13.96	117.99	1.00
269.531250	-13.88	111.86	1.00
271.484375	-13.48	107.79	1.00
273.437500	-12.75	104.52	1.00
275.390625	-12.43	96.41	1.00
277.343750	-11.94	85.30	0.99
281.250000	-11.52	72.44	0.97
285.156250	-13.48	41.00	0.97
289.062500	-12.82	-3.75	0.97
292.968750	-15.89	-21.75	0.93
296.875000	-17.32	-31.75	0.97
300.781250	-17.51	-29.77	0.97
304.687500	-19.65	-48.20	1.00
308.593750	-20.44	-57.70	1.00
312.500000	-20.27	-63.97	1.00
316.406250	-20.16	-69.20	0.99
320.312500	-23.12	-86.65	0.99
324.218750	-24.25	-90.12	1.00
328.125000	-25.51	-93.35	1.00
332.031250	-26.29	-99.84	1.00
335.937500	-26.33	-101.58	0.94
339.843750	-28.21	-10.85	0.76
343.750000	-23.81	-10.64	0.94
347.656250	-16.87	-42.66	0.95
351.562500	-12.89	-70.64	0.86
355.468750	-14.17	-92.60	0.99
359.375000	-15.29	-123.58	0.98
363.281250	-14.32	-125.96	1.00
367.187500	-16.00	-134.13	0.99
371.093750	-16.74	-144.43	1.00
375.000000	-18.95	-162.05	0.98
378.906250	-17.71	-167.07	1.00
382.812500	-18.95	-169.25	1.00
386.718750	-18.47	-172.29	0.99
390.625000	-18.05	-179.42	1.00
394.531250	-17.98	178.91	1.00
398.437500	-17.76	177.80	0.99
402.343750	-14.52	-176.88	0.99
406.250000	-13.44	154.79	0.99
410.156250	-12.48	141.27	0.98
414.062500	-14.37	102.59	0.92
417.968750	-14.70	98.72	0.98
421.875000	-16.43	86.47	0.99
425.781250	-17.16	57.08	0.96
429.687500	-17.54	52.61	1.00
433.593750	-19.11	48.74	1.00
437.500000	-19.10	37.41	0.98
441.406250	-18.47	24.26	1.00
445.312500	-18.92	7.48	0.98
449.218750	-18.67	1.67	0.99
453.125000	-17.90	-24.94	0.99
457.031250	-18.63	-27.22	1.00
460.937500	-19.73	-33.74	0.99
464.843750	-20.85	-38.52	1.00
468.750000	-20.65	-43.74	1.00
472.656250	-20.10	-51.97	1.00
476.562500	-20.34	-57.74	1.00
480.468750	-20.43	-60.84	1.00
484.375000	-20.21	-71.58	1.00
488.281250	-20.15	-74.39	1.00
492.187500	-20.07	-78.21	1.00
496.093750	-20.88	-81.04	1.00
500.000000	-20.64	-81.99	1.00
503.906250	-19.64	-87.23	1.00
507.812500	-19.19	-106.23	1.00
511.718750	-19.11	-110.65	1.00
515.625000	-19.22	-118.89	0.99
519.531250	-21.26	-128.98	0.98
523.437500	-23.66	-135.78	0.98
527.343750	-24.46	-126.84	0.99
531.250000	-24.10	-105.33	0.94
535.156250	-20.37	-107.58	0.96
539.062500	-18.39	-124.12	0.99
542.968750	-17.72	-129.96	1.00
546.875000	-17.95	-146.85	0.97
550.781250	-17.96	-164.69	0.99
554.687500	-16.65	-171.82	0.98
560.000000	-23.10	-169.35	0.93
568.000000	-23.66	-167.82	0.98
576.000000	-22.48	146.32	0.97
584.000000	-23.85	132.07	0.98
592.000000	-22.81	153.76	0.83
600.000000	-24.66	-20.52	0.98
608.000000	-20.32	-75.11	0.92
616.000000	-19.73	-60.77	0.96
624.000000	-20.81	-131.11	0.97
632.000000	-21.23	-138.88	0.98
640.000000	-19.90	-164.31	0.94
648.000000	-18.66	133.28	0.73
656.000000	-21.27	67.71	0.72
664.000000	-22.53	24.22	0.93
672.000000	-20.23	-2.17	0.40
680.000000	-16.62	-97.83	0.98
688.000000	-16.43	-97.46	0.97
696.000000	-20.52	-125.84	0.97
704.000000	-20.95	-112.55	0.97
712.000000	-20.08	-102.02	0.99
720.000000	-16.96	-114.38	0.97
728.000000	-17.57	-133.51	0.99
736.000000	-17.86	-133.52	0.99
744.000000	-17.67	-144.51	1.00
752.000000	-19.95	-148.00	0.99
760.000000	-19.82	-177.79	0.99
768.000000	-21.71	169.40	0.92
776.000000	-25.47	165.63	0.99
784.000000	-26.47	163.78	0.93
792.000000	-25.63	60.97	0.52
800.000000	-27.59	5.72	0.89
808.000000	-24.65	-0.66	0.86
816.000000	-15.77	-52.26	0.94
824.000000	-12.54	-82.30	0.91
832.000000	-11.52	-100.60	0.99
840.000000	-11.67	-119.67	0.99
848.000000	-14.25	-137.74	0.98
856.000000	-14.99	-141.40	1.00
864.000000	-15.55	-143.82	0.98
872.000000	-14.26	-165.04	0.98
880.000000	-16.41	178.51	0.99
888.000000	-18.25	163.55	0.99
896.000000	-18.69	146.22	0.95
904.000000	-22.30	141.63	0.96
912.000000	-25.97	-176.29	0.94
920.000000	-27.47	-175.07	0.99
928.000000	-28.49	157.85	0.89
936.000000	-32.39	88.66	0.32
944.000000	-26.11	-38.82	0.77
952.000000	-21.25	-50.84	0.84
960.000000	-17.61	-86.69	0.93
968.000000	-15.27	-90.91	0.99
976.000000	-12.97	-111.44	0.98
984.000000	-13.82	-118.57	0.98
992.000000	-13.53	-139.72	1.00
1000.000000	-13.84	-153.30	0.99
1008.000000	-13.08	-163.30	0.98
1016.000000	-16.79	169.66	0.96
1024.000000	-18.04	170.79	0.99
1032.000000	-19.48	171.72	1.00
1040.000000	-20.66	166.95	0.99
1048.000000	-23.13	167.45	1.00
1056.000000	-25.36	-179.49	0.95
1064.000000	-23.07	176.46	0.92
1072.000000	-14.69	162.40	0.94
1080.000000	-9.70	151.14	0.84
1088.000000	-11.25	54.27	0.76
1096.000000	-10.73	9.36	0.94
1104.000000	-11.06	-13.47	0.80
1112.000000	-15.32	-69.75	0.98
1120.000000	-15.58	-95.49	1.00
1128.000000	-15.90	-106.09	1.00
1136.000000	-15.26	-116.18	1.00
1144.000000	-14.20	-121.38	0.99
1152.000000	-14.07	-133.51	1.00
1160.000000	-14.65	-140.00	0.99
1168.000000	-14.92	-150.00	1.00
1176.000000	-14.89	-154.18	1.00
1184.000000	-14.67	-169.05	0.99
1192.000000	-15.11	177.85	0.99
1200.000000	-16.31	168.09	0.97
1208.000000	-18.76	160.89	0.99
1216.000000	-20.11	161.20	0.99
1224.000000	-21.25	160.65	1.00
1232.000000	-23.28	151.64	0.94
1240.000000	-28.26	107.71	0.69
1248.000000	-25.33	-39.89	0.63
1256.000000	-21.97	-95.14	0.97
1264.000000	-20.39	-119.08	0.91
1272.000000	-17.17	-133.85	0.98
1280.000000	-17.34	-148.50	0.99
1288.000000	-18.14	-156.56	1.00
1296.000000	-18.85	-161.90	1.00
1304.000000	-19.64	-161.83	0.99
1312.000000	-20.56	-156.20	0.98
1320.000000	-20.96	-146.80	1.00
1328.000000	-20.65	-138.93	1.00
1336.000000	-19.58	-130.25	0.97
1344.000000	-17.45	-129.76	0.99
1352.000000	-15.79	-137.17	0.99
1360.000000	-15.16	-142.29	0.99
1368.000000	-13.97	-155.17	1.00
1376.000000	-13.44	-163.74	1.00
1384.000000	-12.97	-170.55	0.99
1392.000000	-12.30	175.54	1.00
1400.000000	-12.28	161.85	0.99
1408.000000	-13.24	148.08	0.99
1416.000000	-15.64	134.00	0.98
1424.000000	-16.51	118.64	0.99
1432.000000	-17.56	107.56	0.99
1440.000000	-16.52	94.83	0.96
1448.000000	-13.55	55.04	0.91
1456.000000	-11.39	-34.72	0.91
1464.000000	-10.75	-90.62	0.96
1472.000000	-10.82	-114.24	0.97
1480.000000	-11.20	-132.10	0.99
1488.000000	-11.04	-142.98	0.99
1496.000000	-11.30	-157.01	1.00
1504.000000	-11.24	-171.09	0.98
1512.000000	-11.45	176.44	1.00
1520.000000	-11.75	168.54	0.97
1528.000000	-14.48	150.81	0.97
1536.000000	-16.19	154.20	0.81
1544.000000	-17.35	-176.84	0.98
1552.000000	-15.99	-166.68	0.98
1560.000000	-16.01	177.56	0.99
1568.000000	-17.27	162.19	0.95
1576.000000	-18.64	142.94	0.97
1584.000000	-22.28	143.07	0.99
1592.000000	-21.06	-147.62	0.80
1600.000000	-16.64	-114.89	0.92
1608.000000	-14.03	-127.97	0.96
1616.000000	-12.12	-151.01	0.98
1624.000000	-10.96	-161.79	0.99
1632.000000	-10.16	-171.98	0.98
1640.000000	-11.86	168.00	0.98
1648.000000	-13.58	149.92	0.97
1656.000000	-15.76	141.63	1.00
1664.000000	-17.76	139.39	0.96
1672.000000	-19.95	144.52	0.95
1680.000000	-19.58	154.97	0.97
1688.000000	-18.42	166.32	0.98
1696.000000	-17.82	165.89	0.99
1704.000000	-18.35	162.82	0.97
1712.000000	-19.65	164.95	0.97
1720.000000	-18.78	-176.44	0.93
1728.000000	-17.54	-173.35	0.97
1736.000000	-16.21	177.86	0.99
1744.000000	-15.32	168.01	0.99
1752.000000	-14.82	156.33	0.99
1760.000000	-15.33	150.07	1.00
1768.000000	-15.60	156.01	0.97
1776.000000	-14.27	148.18	0.98
1784.000000	-14.24	154.29	0.99
1792.000000	-14.61	150.35	0.99
1800.000000	-17.32	130.35	0.90
1808.000000	-19.39	132.43	0.82
1816.000000	-20.42	152.75	0.97
1824.000000	-20.03	164.05	0.99
1832.000000	-19.34	165.26	0.99
1840.000000	-19.36	166.24	0.99
1848.000000	-19.62	174.94	0.99
1856.000000	-18.76	-164.92	0.96
1866.665649	-18.20	-172.09	0.88
1893.332275	-13.48	134.35	0.87
1919.998901	-17.15	150.42	0.92
1946.665527	-18.54	162.19	0.87
1973.332153	-13.16	142.99	0.92
1999.998779	-18.57	169.30	0.87
2026.665405	-14.81	166.79	0.91
2053.332031	-8.54	141.50	0.78
2079.998779	-10.07	65.03	0.90
2106.665527	-16.52	77.70	0.47
2133.332275	-14.77	-152.32	0.85
2159.999023	-14.49	149.39	0.95
2186.665771	-12.94	152.41	0.93
2213.332520	-14.28	130.29	0.91
2239.999268	-14.49	-160.74	0.32
2266.666016	-14.13	-78.32	0.69
2293.332764	-16.81	74.17	0.66
2319.999512	-16.18	175.38	0.87
2346.666260	-12.92	170.62	0.98
2373.333008	-12.25	112.29	0.72
2399.999756	-10.44	104.40	0.90
2426.666504	-16.70	-35.83	0.58
2453.333252	-19.31	-1.31	0.22
2480.000000	-17.30	158.21	0.99
2506.666748	-11.98	120.91	0.89
2533.333496	-9.09	116.35	0.95
2560.000244	-10.77	37.17	0.74
2586.666992	-20.33	39.46	0.30
2613.333740	-14.96	157.14	0.92
2640.000488	-13.75	176.26	0.76
2666.667236	-13.83	167.70	0.96
2693.333984	-11.66	151.35	0.85
2720.000732	-11.85	78.77	0.98
2746.667480	-11.23	-76.17	0.87
2773.334229	-16.29	134.68	0.38
2800.000977	-18.48	162.16	0.96
2826.667725	-16.77	133.06	0.97
2853.334473	-13.33	130.63	0.96
2880.001221	-12.89	118.09	0.96
2906.667969	-16.43	86.23	0.81
2933.334717	-19.23	89.99	0.86
2960.001465	-16.80	111.39	0.89
2986.668213	-11.97	98.36	0.96
3013.334961	-10.63	126.90	0.99
3040.001709	-12.35	121.10	0.73
3066.668457	-13.44	105.04	0.87
3093.335205	-10.58	84.59	0.95
3120.001953	-12.91	26.55	0.85
3146.668701	-14.32	130.93	0.67
3173.335449	-9.68	138.96	0.97
3200.002197	-8.99	111.61	0.85
3226.668945	-10.56	66.19	0.80
3253.335693	-12.28	50.72	0.38
3280.002441	-13.48	131.11	0.61
3306.669189	-11.17	73.06	0.97
3333.335938	-15.68	75.81	0.97
3360.002686	-21.12	145.28	0.56
3386.669434	-12.79	161.58	0.79
3413.336182	-8.33	95.08	0.82
3440.002930	-10.50	87.02	0.94
3466.669678	-15.76	74.98	0.85
3493.336426	-14.23	75.20	0.92
3520.003174	-14.60	106.85	0.93
3546.669922	-10.11	79.92	0.93
3573.336670	-8.93	75.45	0.89
3600.003418	-10.93	46.12	0.34
3626.670166	-10.93	104.43	0.63
3653.336914	-8.93	64.46	0.91
3680.003662	-7.25	69.60	0.90
3706.670410	-8.23	163.81	0.38
3733.337158	-7.24	-40.65	0.66
3760.003906	-5.57	70.57	0.97
3786.670654	-8.36	68.54	0.93
3813.337402	-13.88	72.99	0.90
3840.004150	-14.80	95.95	0.83
3866.670898	-10.01	79.14	0.70
3893.337646	-10.69	58.54	0.95
3920.004395	-12.32	36.59	0.86
3946.671143	-9.95	3.56	0.50
3973.337891	-14.52	57.08	0.90
4000.004639	-13.81	58.47	0.98
4026.671387	-13.96	62.63	0.94
4053.338135	-10.61	58.34	0.89
4080.004883	-7.85	59.99	0.95
4106.671387	-9.10	53.72	0.71
4133.337891	-12.61	75.92	0.70
4160.004395	-9.39	88.38	0.79
4186.670898	-8.41	86.71	0.93
4213.337402	-10.16	-10.45	0.94
4240.003906	-13.15	-14.45	0.82
4266.670410	-14.93	31.96	0.78
4293.336914	-14.46	53.37	0.97
4320.003418	-16.30	46.90	0.98
4346.669922	-13.68	40.83	0.99
4373.336426	-14.15	38.77	0.99
4400.002930	-14.79	33.46	0.98
4426.669434	-14.15	-17.60	0.91
4453.335938	-18.30	12.67	0.97
4480.002441	-19.29	37.18	0.79
4506.668945	-13.32	29.99	0.89
4533.335449	-10.72	21.89	0.93
4560.001953	-9.56	-12.63	0.96
4586.668457	-9.24	-39.80	0.70
4613.334961	-10.21	57.52	0.76
4640.001465	-9.92	67.31	0.64
4666.667969	-9.89	34.37	0.95
4693.334473	-12.03	21.11	0.87
4720.000977	-13.90	38.59	0.50
4746.667480	-10.84	51.59	0.93
4773.333984	-11.27	47.44	0.92
4800.000488	-12.68	50.18	0.79
4826.666992	-11.55	56.83	0.93
4853.333496	-10.32	50.51	0.95
4880.000000	-10.45	35.63	0.97
4906.666504	-11.10	28.40	0.92
4933.333008	-14.64	20.85	0.79
4959.999512	-15.73	29.38	0.99
4986.666016	-13.97	33.45	0.99
5013.332520	-11.67	23.80	0.98
5039.999023	-10.85	19.38	1.00
5066.665527	-11.08	8.49	0.99
5093.332031	-13.34	-2.28	0.98
5119.998535	-15.23	11.67	0.94
5146.665039	-13.76	20.63	0.98
5173.331543	-11.65	28.00	0.98
5199.998047	-11.30	21.97	0.99
5226.664551	-13.54	5.49	0.97
5253.331055	-15.75	-1.40	0.99
5279.997559	-16.70	12.24	0.93
5306.664063	-13.56	20.18	0.95
5333.330566	-11.94	17.96	1.00
5359.997070	-11.35	19.36	0.98
5386.663574	-11.11	-2.04	0.97
5413.330078	-12.98	-6.15	0.95
5439.996582	-14.94	-3.75	1.00
5466.663086	-16.06	3.13	0.99
5493.329590	-15.96	14.38	0.96
5519.996094	-14.00	20.99	0.96
5546.662598	-12.83	9.31	0.98
5573.329102	-12.59	-2.12	0.98
5599.995605	-13.21	-10.33	0.98
5626.662109	-14.40	-3.10	0.81
5653.328613	-13.45	0.36	0.98
5679.995117	-11.64	-6.21	0.96
5706.661621	-12.67	-6.09	0.99
5733.328125	-14.92	-20.02	0.97
5759.994629	-15.85	-33.60	0.93
5786.661133	-16.51	-10.96	0.98
5813.327637	-16.11	4.62	0.99
5839.994141	-15.14	10.75	0.99
5866.660645	-14.35	9.21	1.00
5893.327148	-14.24	4.90	0.99
5919.993652	-15.27	1.26	0.98
5946.660156	-16.38	-3.09	0.95
5973.326660	-16.44	2.29	0.87
5999.993164	-15.25	-5.77	0.93
6026.659668	-14.80	-19.82	0.82
6053.326172	-14.64	-7.78	0.96
6079.992676	-13.91	-9.57	0.95
6106.659180	-13.37	-43.37	0.92
6133.325684	-15.22	-25.41	0.98
6159.992188	-14.87	-6.95	0.95
6186.658691	-13.55	-5.30	1.00
6213.325195	-12.74	-14.13	0.98
6239.991699	-13.05	-31.96	0.90
6266.658203	-13.91	-47.92	0.98
6293.324707	-15.73	-46.14	0.98
6319.991211	-14.75	-40.63	0.54
6346.657715	-11.94	-30.87	0.94
6373.324219	-12.09	-42.94	0.92
6399.990723	-12.77	-54.44	0.97
6426.657227	-14.23	-58.29	0.98
6453.323730	-14.96	-59.12	0.98
6479.990234	-14.97	-62.63	0.98
6506.656738	-15.36	-64.24	0.97
6533.323242	-14.64	-64.26	0.98
6559.989746	-14.14	-61.51	0.99
6586.656250	-12.85	-64.90	0.99
6613.322754	-12.37	-62.22	0.98
6639.989258	-13.53	-11.44	0.58
6666.655762	-17.68	-3.71	0.81
6693.322266	-17.61	-22.97	0.78
6719.988770	-16.17	-64.27	0.92
6746.655273	-15.28	-87.38	0.93
6773.321777	-15.67	-111.98	0.92
6799.988281	-18.08	-121.78	0.70
6826.654785	-21.67	-103.05	0.40
6853.321289	-20.27	-85.13	0.88
6879.987793	-18.08	-92.37	0.97
6906.654297	-16.79	-111.97	0.94
6933.320801	-16.08	-150.50	0.95
6959.987305	-15.46	-169.59	0.99
6986.653809	-15.07	175.53	0.94
7013.320313	-16.23	173.32	0.95
7039.986816	-16.20	-157.80	0.40
7066.653320	-14.88	-141.80	0.67
7093.319824	-14.22	-160.18	0.78
7119.986328	-15.39	154.92	0.74
7146.652832	-17.27	89.65	0.92
7173.319336	-19.35	68.07	0.95
7199.985840	-23.05	68.62	0.76
7226.652344	*	*	*
7253.318848	-23.12	86.54	0.93
7279.985352	-22.96	84.38	0.31
7306.651855	-20.88	84.65	0.77
7333.318359	-18.18	76.89	0.81
7359.984863	-17.07	57.10	0.98
7386.651367	-17.68	45.54	0.96
7413.317871	-18.43	42.83	0.76
7439.984375	*	*	*
7466.650879	-15.05	72.78	0.96
7493.317383	-15.44	70.29	0.97
7519.983887	-16.44	59.25	0.94
7546.650391	-18.92	69.58	0.89
7573.316895	-20.42	89.39	0.88
7599.983398	-18.86	100.20	0.97
7626.649902	-16.29	102.53	0.87
7653.316406	-14.71	83.35	0.96
7679.982910	-14.62	63.72	0.87
7706.649414	-14.65	59.67	0.95
7733.315918	-12.47	54.09	0.98
7759.982422	-11.51	54.98	0.98
7786.648926	-11.16	58.06	1.00
7813.315430	-10.54	57.89	1.00
7839.981934	-10.18	56.69	1.00
7866.648438	-9.85	55.44	1.00
7893.314941	-9.55	55.15	1.00
7919.981445	-9.30	52.43	1.00
7946.647949	-8.93	48.66	1.00
7973.314453	-8.35	45.33	1.00
7999.980957	-7.73	39.56	1.00
8026.647461	-7.12	34.01	0.97
8053.313965	-6.73	30.12	1.00
8079.980469	-6.47	27.37	1.00
8106.646973	-5.90	24.20	0.99
8133.313477	-5.63	25.21	0.95
8159.979980	-6.20	17.40	0.89
8186.646484	-6.31	8.70	0.91
8213.313477	-5.53	0.85	0.99
8239.980469	-5.72	-2.06	0.99
8266.647461	-5.95	-4.31	1.00
8293.314453	-6.01	-6.11	1.00
8319.981445	-6.22	-8.41	1.00
8346.648438	-6.31	-12.46	0.99
8373.315430	-6.28	-19.35	0.97
8399.982422	-6.35	-23.88	0.98
8426.649414	-6.11	-24.19	1.00
8453.316406	-5.97	-23.88	1.00
8479.983398	-5.75	-25.96	1.00
8506.650391	-5.70	-29.46	1.00
8533.317383	-5.92	-33.04	1.00
8559.984375	-6.25	-37.22	1.00
8586.651367	-6.41	-39.81	1.00
8613.318359	-6.70	-41.32	1.00
8639.985352	-6.85	-41.26	1.00
8666.652344	-6.77	-41.01	0.99
8693.319336	-6.32	-42.85	0.99
8719.986328	-6.21	-44.89	0.98
8746.653320	-6.37	-44.19	0.98
8773.320313	-6.67	-45.12	0.98
8799.987305	-6.68	-42.65	0.99
8826.654297	-6.49	-43.99	0.99
8853.321289	-6.27	-48.16	0.97
8879.988281	-6.73	-54.56	0.99
8906.655273	-7.40	-58.88	1.00
8933.322266	-7.96	-57.20	0.95
8959.989258	-7.20	-53.20	0.86
8986.656250	-6.78	-52.80	1.00
9013.323242	-6.27	-52.53	0.98
9039.990234	-6.14	-51.26	0.99
9066.657227	-6.48	-59.44	0.98
9093.324219	-6.06	-65.22	0.97
9119.991211	-6.00	-67.16	0.99
9146.658203	-6.17	-69.23	1.00
9173.325195	-6.39	-73.50	0.99
9199.992188	-6.37	-77.78	0.99
9226.659180	-6.34	-84.07	1.00
9253.326172	-6.76	-90.31	0.98
9279.993164	-7.63	-95.22	0.97
9306.660156	-8.54	-93.03	0.98
9333.327148	-8.79	-91.34	0.94
9359.994141	-8.12	-92.45	0.99
9386.661133	-8.00	-94.98	0.99
9413.328125	-8.46	-96.55	0.97
9439.995117	-9.20	-96.22	0.98
9466.662109	-9.36	-95.33	0.99
9493.329102	-9.03	-97.00	0.99
9519.996094	-8.43	-104.11	0.94
9546.663086	-8.01	-112.46	0.99
9573.330078	-7.76	-118.06	0.94
9600.000977	-8.02	-110.54	0.82
9733.333984	-12.40	-84.37	0.72
9866.666992	-12.39	-117.10	0.84
10000.000000	-15.05	-113.21	0.98
10133.333008	-14.11	-100.09	0.96
