	58 120g		
113.281250	-12.39	-105.94	1.00
114.257813	-12.04	-109.06	1.00
115.234375	-11.89	-113.99	1.00
116.210938	-12.03	-113.87	1.00
117.187500	-11.88	-114.69	1.00
118.164063	-11.93	-117.62	1.00
119.140625	-11.98	-118.47	1.00
120.117188	-11.71	-119.20	1.00
121.093750	-12.17	-123.36	1.00
122.070313	-12.14	-124.83	1.00
123.046875	-12.02	-126.46	1.00
124.023438	-12.33	-128.97	1.00
125.000000	-12.25	-129.98	1.00
125.976563	-12.26	-130.76	1.00
126.953125	-12.29	-132.00	1.00
127.929688	-12.36	-133.94	1.00
128.906250	-12.39	-134.98	1.00
129.882813	-12.38	-136.09	1.00
130.859375	-12.48	-138.53	1.00
131.835938	-12.68	-139.92	1.00
132.812500	-12.89	-141.70	1.00
133.789063	-12.99	-141.89	1.00
134.765625	-13.06	-142.38	1.00
135.742188	-13.12	-142.52	1.00
136.718750	-13.26	-143.52	1.00
137.695313	-13.26	-144.17	1.00
138.671875	-13.36	-144.29	1.00
140.625000	-13.34	-143.81	1.00
142.578125	-13.82	-140.27	1.00
144.531250	-12.86	-149.92	1.00
146.484375	-12.95	-149.13	1.00
148.437500	-12.41	-154.46	1.00
150.390625	-12.47	-158.81	1.00
152.343750	-12.44	-163.51	1.00
154.296875	-13.32	-172.73	1.00
156.250000	-12.99	-174.43	1.00
158.203125	-13.08	-171.99	1.00
160.156250	-13.80	174.62	0.99
162.109375	-13.93	170.23	0.99
164.062500	-17.47	165.93	1.00
166.015625	-18.01	164.57	1.00
167.968750	-18.47	164.33	0.99
169.921875	-19.14	167.62	1.00
171.875000	-22.54	168.81	0.99
173.828125	-23.20	167.99	0.99
175.781250	-27.07	-126.35	0.98
177.734375	-28.32	-107.17	0.97
179.687500	-22.63	-84.17	0.81
181.640625	-17.14	-106.81	1.00
183.593750	-17.21	-114.68	1.00
185.546875	-18.51	-117.10	0.97
187.500000	-14.04	-130.36	1.00
189.453125	-12.51	-169.18	0.95
191.406250	-12.45	-158.39	0.99
193.359375	-13.04	-158.93	1.00
195.312500	-14.50	-162.64	1.00
197.265625	-14.01	-171.51	1.00
199.218750	-13.79	-173.25	0.98
201.171875	-15.44	174.83	1.00
203.125000	-17.43	171.32	0.99
205.078125	-16.97	162.04	1.00
207.031250	-18.24	151.87	0.99
208.984375	-19.78	143.70	1.00
210.937500	-23.87	106.97	0.93
212.890625	-26.15	66.55	0.83
214.843750	-23.85	-30.31	0.97
216.796875	-23.22	-62.44	0.94
218.750000	-17.62	-82.95	0.99
220.703125	-15.69	-112.97	0.99
222.656250	-15.13	-101.55	1.00
224.609375	-14.89	-99.53	0.99
226.562500	-12.67	-113.00	1.00
228.515625	-12.45	-117.36	1.00
230.468750	-12.64	-122.99	1.00
232.421875	-12.34	-126.63	1.00
234.375000	-11.96	-130.86	1.00
236.328125	-11.45	-132.99	1.00
238.281250	-10.43	-144.21	1.00
240.234375	-10.68	-147.12	1.00
242.187500	-11.12	-153.45	1.00
244.140625	-10.77	-160.93	1.00
246.093750	-10.69	-166.28	1.00
248.046875	-11.34	-169.41	1.00
250.000000	-11.32	-172.69	1.00
251.953125	-11.87	-177.07	1.00
253.906250	-11.75	-178.00	1.00
255.859375	-11.92	178.43	1.00
257.812500	-11.92	176.78	1.00
259.765625	-12.00	174.48	1.00
261.718750	-12.33	168.33	1.00
263.671875	-12.40	165.98	1.00
265.625000	-12.28	162.43	1.00
267.578125	-12.84	159.16	1.00
269.531250	-13.14	158.85	1.00
271.484375	-13.07	154.73	1.00
273.437500	-12.97	152.57	1.00
275.390625	-12.60	153.93	0.99
277.343750	-12.05	129.17	1.00
281.250000	-14.45	112.26	1.00
285.156250	-18.99	102.58	0.90
289.062500	-19.06	48.20	0.93
292.968750	-20.76	20.62	0.46
296.875000	-21.43	-92.48	0.97
300.781250	-21.24	-91.02	1.00
304.687500	-18.34	-150.00	0.97
308.593750	-20.32	-134.90	1.00
312.500000	-20.00	-135.29	1.00
316.406250	-19.63	-134.86	1.00
320.312500	-19.49	-143.24	1.00
324.218750	-19.55	-144.77	1.00
328.125000	-19.85	-146.91	1.00
332.031250	-20.00	-146.04	1.00
335.937500	-19.72	-150.39	0.98
339.843750	-23.12	-159.47	0.97
343.750000	-27.08	-95.74	0.70
347.656250	-17.81	-33.89	0.88
351.562500	-16.08	-74.46	0.98
355.468750	-12.96	-119.81	0.96
359.375000	-12.14	-115.78	1.00
363.281250	-10.46	-131.69	0.99
367.187500	-10.98	-143.07	1.00
371.093750	-11.21	-145.31	1.00
375.000000	-11.49	-151.37	1.00
378.906250	-11.82	-157.74	1.00
382.812500	-12.03	-163.41	1.00
386.718750	-11.79	-164.31	1.00
390.625000	-11.69	-166.14	1.00
394.531250	-11.33	-170.85	1.00
398.437500	-11.30	-171.69	1.00
402.343750	-10.39	-170.07	1.00
406.250000	-9.31	168.79	0.99
410.156250	-6.28	129.79	0.97
414.062500	-8.79	133.46	0.94
417.968750	-14.43	109.06	0.99
421.875000	-16.09	103.54	0.99
425.781250	-23.55	75.96	0.91
429.687500	-26.30	49.22	0.51
433.593750	-26.50	174.38	0.96
437.500000	-26.61	178.07	0.98
441.406250	-25.40	170.97	1.00
445.312500	-25.93	171.27	0.99
449.218750	-30.18	173.25	0.99
453.125000	-33.79	-164.00	0.95
457.031250	-37.12	-126.92	0.86
460.937500	-26.34	14.41	0.85
464.843750	-23.01	-65.95	0.96
468.750000	-21.70	-83.94	1.00
472.656250	-18.08	-100.26	1.00
476.562500	-17.45	-100.67	0.99
480.468750	-15.97	-107.89	0.99
484.375000	-14.41	-128.62	0.99
488.281250	-13.79	-127.95	1.00
492.187500	-13.58	-139.67	0.99
496.093750	-14.14	-146.35	1.00
500.000000	-14.53	-148.53	1.00
503.906250	-14.78	-149.08	1.00
507.812500	-14.82	-150.31	1.00
511.718750	-14.87	-153.98	1.00
515.625000	-14.95	-154.68	1.00
519.531250	-15.12	-151.97	1.00
523.437500	-15.83	-160.04	1.00
527.343750	-16.14	-157.87	1.00
531.250000	-16.04	-156.50	1.00
535.156250	-15.79	-152.52	1.00
539.062500	-15.67	-150.77	1.00
542.968750	-15.13	-150.61	1.00
546.875000	-14.67	-157.29	1.00
550.781250	-14.77	-160.97	1.00
554.687500	-14.83	-165.22	1.00
560.000000	-17.36	-167.19	1.00
568.000000	-15.41	-166.61	1.00
576.000000	-15.30	-168.56	1.00
584.000000	-19.16	-179.95	0.97
592.000000	-17.97	167.33	0.99
600.000000	-22.57	-177.61	0.93
608.000000	-14.67	-169.64	0.95
616.000000	-16.04	-138.43	0.99
624.000000	-14.32	-152.58	1.00
632.000000	-14.36	-161.70	1.00
640.000000	-14.91	-169.94	0.98
648.000000	-14.97	164.69	0.97
656.000000	-19.29	131.14	0.80
664.000000	-26.37	-67.65	0.63
672.000000	-21.07	-150.38	0.84
680.000000	-15.63	-126.90	0.96
688.000000	-14.34	-142.53	0.98
696.000000	-14.13	-150.10	1.00
704.000000	-13.97	-149.92	1.00
712.000000	-16.33	-149.89	0.99
720.000000	-15.67	-144.85	0.99
728.000000	-12.36	-173.89	0.98
736.000000	-13.37	-148.38	1.00
744.000000	-13.06	-163.51	1.00
752.000000	-13.52	-163.21	1.00
760.000000	-13.56	-172.31	1.00
768.000000	-16.27	-176.08	0.99
776.000000	-17.05	175.62	1.00
784.000000	-17.31	179.48	1.00
792.000000	-18.59	-177.89	1.00
800.000000	-20.70	-173.08	1.00
808.000000	-17.55	-171.50	0.96
816.000000	-20.00	-153.54	0.89
824.000000	-13.26	-64.51	0.81
832.000000	-10.11	-120.96	0.98
840.000000	-9.88	-118.81	0.95
848.000000	-10.11	-158.82	1.00
856.000000	-9.23	-173.89	1.00
864.000000	-10.38	-172.22	1.00
872.000000	-11.08	-176.24	1.00
880.000000	-12.47	179.86	0.99
888.000000	-13.73	170.65	1.00
896.000000	-14.41	171.06	0.99
904.000000	-14.40	172.02	0.98
912.000000	-17.58	-172.23	0.94
920.000000	-15.37	-164.87	1.00
928.000000	-15.07	-169.09	1.00
936.000000	-16.32	-174.44	0.98
944.000000	-18.80	-161.05	0.97
952.000000	-18.83	-143.21	0.98
960.000000	-14.78	-152.41	0.98
968.000000	-14.46	-134.47	1.00
976.000000	-13.06	-132.49	0.99
984.000000	-10.48	-144.23	1.00
992.000000	-10.32	-153.58	1.00
1000.000000	-11.10	-169.44	0.98
1008.000000	-10.32	-177.27	1.00
1016.000000	-10.92	-179.42	0.98
1024.000000	-12.97	175.56	0.99
1032.000000	-12.94	-176.53	0.99
1040.000000	-12.99	178.67	1.00
1048.000000	-13.09	175.00	0.99
1056.000000	-15.54	-178.63	0.99
1064.000000	-14.42	-176.26	1.00
1072.000000	-13.42	-176.26	0.98
1080.000000	-13.34	171.29	0.98
1088.000000	-14.40	163.52	0.81
1096.000000	-18.66	165.74	0.81
1104.000000	-19.65	-172.05	0.94
1112.000000	-15.41	-170.27	0.98
1120.000000	-15.63	-153.78	1.00
1128.000000	-15.66	-149.69	1.00
1136.000000	-14.77	-148.94	0.99
1144.000000	-13.32	-148.88	1.00
1152.000000	-12.42	-150.97	1.00
1160.000000	-11.96	-157.04	1.00
1168.000000	-11.60	-161.28	1.00
1176.000000	-11.21	-165.88	1.00
1184.000000	-10.52	-168.76	1.00
1192.000000	-10.40	179.79	1.00
1200.000000	-11.21	171.84	1.00
1208.000000	-12.86	165.83	0.99
1216.000000	-13.61	161.96	0.99
1224.000000	-14.76	164.25	1.00
1232.000000	-16.20	168.43	1.00
1240.000000	-16.96	173.09	0.99
1248.000000	-17.63	-175.41	0.99
1256.000000	-15.95	-157.55	0.98
1264.000000	-15.07	-155.24	1.00
1272.000000	-13.82	-159.13	0.99
1280.000000	-13.24	-164.92	1.00
1288.000000	-13.02	-167.63	1.00
1296.000000	-13.20	-172.42	1.00
1304.000000	-13.74	-173.03	1.00
1312.000000	-13.72	-169.13	1.00
1320.000000	-13.68	-166.83	1.00
1328.000000	-13.61	-165.57	1.00
1336.000000	-13.34	-162.58	1.00
1344.000000	-13.18	-160.96	1.00
1352.000000	-12.05	-160.00	1.00
1360.000000	-11.10	-161.60	1.00
1368.000000	-10.44	-164.92	1.00
1376.000000	-9.99	-168.95	1.00
1384.000000	-9.62	-170.96	1.00
1392.000000	-9.54	-175.06	1.00
1400.000000	-9.26	172.79	0.99
1408.000000	-9.55	164.13	0.99
1416.000000	-10.57	158.66	1.00
1424.000000	-11.81	153.29	0.98
1432.000000	-13.25	157.52	0.99
1440.000000	-13.75	161.50	0.99
1448.000000	-14.44	167.89	0.94
1456.000000	-16.29	-151.71	0.46
1464.000000	-14.77	-135.37	0.82
1472.000000	-12.75	-145.53	0.97
1480.000000	-11.73	-161.47	0.99
1488.000000	-10.64	-168.66	1.00
1496.000000	-9.94	-176.38	0.99
1504.000000	-9.85	174.57	0.99
1512.000000	-9.86	166.79	0.99
1520.000000	-10.82	159.91	0.99
1528.000000	-12.69	160.97	0.98
1536.000000	-14.74	167.67	0.99
1544.000000	-14.18	173.90	1.00
1552.000000	-12.84	178.66	0.99
1560.000000	-12.09	172.61	1.00
1568.000000	-12.08	163.73	0.98
1576.000000	-14.16	158.76	0.98
1584.000000	-15.90	167.42	0.97
1592.000000	-15.40	-173.36	0.90
1600.000000	-12.53	-153.69	0.93
1608.000000	-10.83	-156.98	0.98
1616.000000	-9.28	-167.53	0.99
1624.000000	-8.52	-176.65	0.99
1632.000000	-8.25	173.38	0.99
1640.000000	-8.55	163.55	0.99
1648.000000	-8.59	157.81	0.99
1656.000000	-10.56	151.45	0.99
1664.000000	-12.58	155.30	0.96
1672.000000	-13.72	165.41	0.98
1680.000000	-13.33	173.17	1.00
1688.000000	-12.31	176.92	0.99
1696.000000	-11.85	172.90	1.00
1704.000000	-12.03	167.78	0.99
1712.000000	-12.54	167.95	0.99
1720.000000	-12.57	170.54	0.99
1728.000000	-11.87	173.82	0.99
1736.000000	-11.01	172.51	1.00
1744.000000	-10.65	170.63	1.00
1752.000000	-10.60	166.41	1.00
1760.000000	-10.64	163.09	1.00
1768.000000	-10.73	161.00	1.00
1776.000000	-10.42	157.95	1.00
1784.000000	-10.06	152.93	1.00
1792.000000	-10.28	145.45	0.97
1800.000000	-11.08	139.01	0.99
1808.000000	-12.59	141.10	0.98
1816.000000	-13.67	147.23	1.00
1824.000000	-13.77	154.30	1.00
1832.000000	-14.03	158.45	1.00
1840.000000	-14.15	161.69	1.00
1848.000000	-14.21	166.98	1.00
1856.000000	-13.76	176.67	0.97
1866.665649	-13.03	172.33	0.99
1893.332275	-11.37	155.77	0.99
1919.998901	-8.53	179.46	0.96
1946.665527	-7.99	-176.01	0.94
1973.332153	-8.96	146.07	0.93
1999.998779	-11.29	155.68	0.96
2026.665405	-11.50	147.81	0.95
2053.332031	-8.94	140.71	0.96
2079.998779	-8.71	72.60	0.94
2106.665527	-19.50	-84.07	0.32
2133.332275	-13.78	179.28	0.95
2159.999023	-12.69	160.87	0.94
2186.665771	-11.84	170.38	0.98
2213.332520	-10.42	127.71	0.96
2239.999268	-17.22	137.61	0.88
2266.666016	-16.51	165.03	0.98
2293.332764	-14.74	179.13	0.96
2319.999512	-11.51	176.58	0.93
2346.666260	-8.48	155.52	0.96
2373.333008	-6.45	117.42	0.96
2399.999756	-9.80	127.15	0.96
2426.666504	-14.07	128.27	0.71
2453.333252	-19.39	154.46	0.98
2480.000000	-16.01	173.22	0.98
2506.666748	-7.82	157.02	0.96
2533.333496	-6.40	139.72	0.98
2560.000244	-5.45	123.73	0.89
2586.666992	-11.42	125.05	0.95
2613.333740	-12.46	137.75	0.99
2640.000488	-11.17	138.56	0.99
2666.667236	-11.83	150.45	0.95
2693.333984	-6.83	149.76	0.92
2720.000732	-7.99	141.70	0.68
2746.667480	-10.76	77.41	0.87
2773.334229	-15.16	140.34	0.63
2800.000977	-15.37	159.19	0.98
2826.667725	-11.21	155.47	1.00
2853.334473	-10.18	146.42	0.99
2880.001221	-8.58	118.37	0.98
2906.667969	-12.84	104.57	0.87
2933.334717	-15.75	125.04	0.96
2960.001465	-10.12	143.78	0.84
2986.668213	-10.42	147.98	0.98
3013.334961	-9.75	141.14	0.99
3040.001709	-10.66	126.42	0.95
3066.668457	-8.76	117.95	0.99
3093.335205	-8.69	108.52	0.95
3120.001953	-13.59	94.70	0.68
3146.668701	-11.60	134.87	0.69
3173.335449	-8.99	146.35	0.97
3200.002197	-10.63	125.30	0.89
3226.668945	-11.95	63.49	0.78
3253.335693	-14.19	99.58	0.93
3280.002441	-10.63	124.41	0.97
3306.669189	-9.98	123.73	0.99
3333.335938	-8.15	103.01	0.92
3360.002686	-8.61	81.39	0.85
3386.669434	-10.49	113.62	0.55
3413.336182	-8.22	89.84	0.93
3440.002930	-7.23	50.33	0.97
3466.669678	-10.18	73.24	0.98
3493.336426	-13.34	95.04	0.89
3520.003174	-12.88	111.99	0.98
3546.669922	-9.91	113.97	0.97
3573.336670	-8.83	105.09	0.89
3600.003418	-10.19	88.05	0.80
3626.670166	-10.53	103.58	0.85
3653.336914	-9.57	103.45	0.99
3680.003662	-10.43	100.69	0.99
3706.670410	-13.71	111.38	0.65
3733.337158	-10.39	106.86	0.75
3760.003906	-6.34	71.84	0.79
3786.670654	-10.11	62.83	0.89
3813.337402	-13.26	73.29	0.79
3840.004150	-13.61	97.33	0.85
3866.670898	-9.53	101.94	0.97
3893.337646	-8.80	87.39	0.98
3920.004395	-10.47	77.61	0.96
3946.671143	-11.92	83.35	0.93
3973.337891	-11.39	84.61	0.98
4000.004639	-11.27	83.02	0.99
4026.671387	-11.56	89.45	0.99
4053.338135	-8.47	93.91	0.89
4080.004883	-5.86	78.79	0.85
4106.671387	-10.22	57.88	0.24
4133.337891	-14.74	48.45	0.87
4160.004395	-7.45	13.38	0.85
4186.670898	-6.19	56.39	0.92
4213.337402	-7.87	46.38	0.98
4240.003906	-9.52	46.92	0.96
4266.670410	-9.43	55.16	0.94
4293.336914	-11.17	75.93	0.99
4320.003418	-11.53	85.18	0.93
4346.669922	-11.09	102.73	0.77
4373.336426	-13.02	59.02	0.66
4400.002930	-13.69	63.54	0.82
4426.669434	-12.04	49.37	0.93
4453.335938	-11.67	34.83	0.73
4480.002441	-13.37	159.73	0.54
4506.668945	-7.10	171.33	0.46
4533.335449	-5.82	56.48	0.92
4560.001953	-8.00	44.92	0.92
4586.668457	-10.21	37.13	0.93
4613.334961	-9.85	72.11	0.59
4640.001465	-6.96	77.84	0.94
4666.667969	-8.25	71.51	0.95
4693.334473	-10.52	64.76	1.00
4720.000977	-11.60	67.82	0.98
4746.667480	-11.32	67.70	0.87
4773.333984	-10.51	52.11	0.94
4800.000488	-10.24	54.82	0.94
4826.666992	-10.14	62.79	0.98
4853.333496	-8.56	64.58	1.00
4880.000000	-7.37	64.90	0.99
4906.666504	-6.84	78.74	0.95
4933.333008	-10.04	49.86	0.97
4959.999512	-11.13	49.28	0.97
4986.666016	-10.57	52.75	1.00
5013.332520	-9.37	50.36	1.00
5039.999023	-9.27	43.93	1.00
5066.665527	-9.44	38.38	0.97
5093.332031	-11.28	29.95	0.97
5119.998535	-11.81	24.48	0.96
5146.665039	-11.36	37.87	0.92
5173.331543	-9.40	45.71	0.98
5199.998047	-9.39	32.39	0.99
5226.664551	-9.99	19.80	0.95
5253.331055	-10.77	16.02	0.97
5279.997559	-11.01	22.86	0.98
5306.664063	-11.56	22.69	0.95
5333.330566	-11.80	19.62	0.98
5359.997070	-11.30	21.05	0.96
5386.663574	-10.56	9.04	0.95
5413.330078	-10.64	-0.82	0.98
5439.996582	-12.69	2.54	0.99
5466.663086	-13.81	8.36	1.00
5493.329590	-14.54	16.75	0.99
5519.996094	-14.75	26.80	0.92
5546.662598	-11.72	30.49	0.85
5573.329102	-10.94	23.09	0.99
5599.995605	-12.41	8.20	0.97
5626.662109	-12.64	7.97	0.96
5653.328613	-12.70	20.64	0.92
5679.995117	-12.03	22.53	0.95
5706.661621	-11.03	9.73	0.91
5733.328125	-12.18	3.17	0.98
5759.994629	-13.75	0.84	0.94
5786.661133	-14.03	9.44	0.90
5813.327637	-14.36	7.28	1.00
5839.994141	-14.22	5.40	1.00
5866.660645	-13.71	-1.35	0.99
5893.327148	-12.10	-13.07	0.88
5919.993652	-11.31	-16.60	0.93
5946.660156	-12.13	-12.60	0.94
5973.326660	-12.08	-9.30	0.98
5999.993164	-11.48	-11.17	0.99
6026.659668	-10.59	-15.62	0.98
6053.326172	-9.76	-19.74	0.95
6079.992676	-9.68	-8.45	0.99
6106.659180	-10.14	-4.13	0.97
6133.325684	-13.91	-13.10	0.83
6159.992188	-14.31	-0.65	0.93
6186.658691	-13.85	-4.91	0.99
6213.325195	-13.18	-12.64	1.00
6239.991699	-12.58	-22.40	0.98
6266.658203	-12.80	-30.12	0.98
6293.324707	-13.77	-24.34	0.90
6319.991211	-12.51	-2.46	0.74
6346.657715	-11.25	-10.61	0.91
6373.324219	-10.63	-20.37	0.92
6399.990723	-11.21	-15.28	0.83
6426.657227	-14.09	-31.31	0.98
6453.323730	-15.34	-42.68	1.00
6479.990234	-16.62	-50.66	0.99
6506.656738	-19.09	-58.16	0.96
6533.323242	-20.17	-62.36	0.93
6559.989746	-18.08	-69.23	0.98
6586.656250	-15.57	-88.78	0.93
6613.322754	-14.66	-144.46	0.80
6639.989258	-17.10	-178.52	0.94
6666.655762	-20.89	170.09	0.85
6693.322266	-24.16	-174.44	0.39
6719.988770	-22.68	-108.58	0.82
6746.655273	-20.28	-120.20	0.82
6773.321777	-19.37	-149.05	0.85
6799.988281	-18.69	151.89	0.89
6826.654785	-18.46	126.24	0.96
6853.321289	-18.41	101.13	0.94
6879.987793	-18.93	95.21	0.95
6906.654297	-18.21	109.76	0.41
6933.320801	-17.87	121.32	0.98
6959.987305	-16.60	120.48	0.97
6986.653809	-13.59	110.86	0.96
7013.320313	-11.90	89.64	0.99
7039.986816	-12.01	76.03	0.97
7066.653320	-12.90	69.10	0.87
7093.319824	-13.35	72.06	0.83
7119.986328	-12.08	73.80	0.95
7146.652832	-11.60	72.33	0.99
7173.319336	-12.35	63.95	0.99
7199.985840	-12.40	54.97	0.98
7226.652344	-13.35	48.90	0.97
7253.318848	-13.06	46.91	0.98
7279.985352	-13.18	45.80	0.98
7306.651855	-13.01	49.81	0.90
7333.318359	-12.80	49.27	0.99
7359.984863	-12.03	46.82	1.00
7386.651367	-11.99	41.94	0.99
7413.317871	-12.51	34.30	0.95
7439.984375	-13.48	38.19	0.86
7466.650879	-14.00	45.00	0.84
7493.317383	-12.42	42.67	0.97
7519.983887	-10.84	29.10	0.99
7546.650391	-10.38	23.52	1.00
7573.316895	-11.32	26.49	1.00
7599.983398	-12.42	33.37	0.98
7626.649902	-12.42	39.30	0.95
7653.316406	-11.14	41.06	0.99
7679.982910	-10.57	34.81	0.99
7706.649414	-10.35	30.41	0.99
7733.315918	-9.73	25.02	0.95
7759.982422	-9.54	27.28	0.99
7786.648926	-9.35	29.21	1.00
7813.315430	-8.71	30.47	1.00
7839.981934	-7.76	28.91	1.00
7866.648438	-7.06	25.65	1.00
7893.314941	-6.79	21.43	1.00
7919.981445	-6.68	17.82	1.00
7946.647949	-6.65	14.87	1.00
7973.314453	-6.60	13.72	1.00
7999.980957	-6.24	13.26	1.00
8026.647461	-5.75	11.81	0.99
8053.313965	-5.31	8.35	0.96
8079.980469	-5.34	1.99	0.99
8106.646973	-5.30	-1.20	1.00
8133.313477	-4.90	-2.97	0.99
8159.979980	-4.33	-1.35	0.97
8186.646484	-3.42	-7.14	0.91
8213.313477	-3.14	-14.41	0.97
8239.980469	-3.71	-21.34	0.97
8266.647461	-4.33	-26.78	1.00
8293.314453	-4.87	-29.75	1.00
8319.981445	-5.18	-31.01	1.00
8346.648438	-5.24	-32.01	1.00
8373.315430	-5.15	-34.90	0.96
8399.982422	-5.06	-38.83	1.00
8426.649414	-5.52	-41.93	1.00
8453.316406	-5.63	-42.70	1.00
8479.983398	-5.71	-43.67	0.99
8506.650391	-5.46	-47.34	1.00
8533.317383	-5.29	-50.06	1.00
8559.984375	-5.24	-53.07	1.00
8586.651367	-5.36	-55.85	1.00
8613.318359	-5.68	-57.55	1.00
8639.985352	-5.85	-58.18	1.00
8666.652344	-5.95	-58.50	1.00
8693.319336	-5.58	-59.59	0.99
8719.986328	-5.47	-64.29	0.96
8746.653320	-5.64	-70.26	1.00
8773.320313	-6.17	-71.22	0.98
8799.987305	-6.33	-69.19	0.99
8826.654297	-5.77	-68.47	1.00
8853.321289	-5.11	-69.51	0.99
8879.988281	-4.72	-74.39	0.94
8906.655273	-5.27	-78.65	1.00
8933.322266	-6.10	-79.94	0.94
8959.989258	-6.53	-81.22	1.00
8986.656250	-6.55	-83.60	1.00
9013.323242	-6.36	-88.05	1.00
9039.990234	-6.24	-90.67	0.99
9066.657227	-6.37	-92.75	1.00
9093.324219	-6.55	-93.31	0.96
9119.991211	-6.31	-95.03	0.98
9146.658203	-6.26	-97.70	1.00
9173.325195	-6.18	-99.96	1.00
9199.992188	-6.01	-103.05	1.00
9226.659180	-5.92	-107.32	0.99
9253.326172	-6.41	-110.85	1.00
9279.993164	-6.91	-114.21	1.00
9306.660156	-7.38	-116.66	1.00
9333.327148	-7.84	-118.34	1.00
9359.994141	-7.98	-120.38	1.00
9386.661133	-8.11	-123.81	0.98
9413.328125	-9.00	-134.14	0.88
9439.995117	-9.73	-138.41	0.94
9466.662109	-10.15	-133.00	0.97
9493.329102	-9.74	-124.41	0.96
9519.996094	-9.16	-121.35	0.99
9546.663086	-9.43	-124.09	0.93
9573.330078	-10.32	-132.71	0.94
9600.000977	-10.45	-132.27	0.97
9733.333984	-12.97	-124.70	0.90
9866.666992	-23.53	-164.81	0.72
