	58 30g		
177.734375	-2.40	-147.03	1.00
179.687500	-2.56	-145.57	1.00
181.640625	-2.82	-144.88	1.00
183.593750	-3.11	-140.62	1.00
185.546875	-2.97	-139.74	1.00
187.500000	-2.86	-137.27	1.00
189.453125	-2.80	-136.96	1.00
191.406250	-2.50	-135.60	1.00
193.359375	-2.49	-134.60	1.00
195.312500	-2.12	-132.37	1.00
197.265625	-1.81	-134.88	1.00
199.218750	-1.00	-135.12	1.00
201.171875	-1.02	-136.35	1.00
203.125000	-0.77	-137.81	1.00
205.078125	-0.31	-139.09	1.00
207.031250	-0.17	-141.58	1.00
208.984375	-0.14	-143.74	1.00
210.937500	0.04	-144.95	1.00
212.890625	0.40	-149.24	1.00
214.843750	0.54	-148.10	1.00
216.796875	0.70	-156.30	1.00
218.750000	0.70	-157.88	1.00
220.703125	-0.34	-161.82	1.00
222.656250	-0.67	-162.56	1.00
224.609375	-1.55	-161.44	1.00
226.562500	-1.67	-160.42	1.00
228.515625	-1.73	-159.77	1.00
230.468750	-1.95	-159.30	1.00
232.421875	-2.00	-159.20	1.00
234.375000	-2.08	-159.96	1.00
236.328125	-2.43	-160.46	1.00
238.281250	-2.55	-160.89	1.00
240.234375	-3.17	-159.55	1.00
242.187500	-3.79	-156.84	1.00
244.140625	-3.69	-154.50	1.00
246.093750	-3.64	-151.93	1.00
248.046875	-3.32	-147.85	1.00
250.000000	-3.23	-147.66	1.00
251.953125	-2.99	-146.32	1.00
253.906250	-2.85	-145.58	1.00
255.859375	-2.66	-144.84	1.00
257.812500	-2.50	-143.75	1.00
259.765625	-2.27	-143.62	1.00
261.718750	-1.73	-141.41	1.00
263.671875	-1.53	-141.54	1.00
265.625000	-1.09	-142.44	1.00
267.578125	-0.52	-144.34	1.00
269.531250	-0.46	-144.91	1.00
271.484375	-0.43	-146.27	1.00
273.437500	-0.11	-147.38	1.00
275.390625	0.05	-146.84	1.00
277.343750	0.72	-148.40	1.00
281.250000	0.49	-148.60	0.99
285.156250	1.57	-164.06	1.00
289.062500	0.81	-175.51	0.99
292.968750	-0.41	-178.42	0.99
296.875000	-1.32	-177.59	0.99
300.781250	-2.11	-169.16	1.00
304.687500	-1.72	-168.94	1.00
308.593750	-1.86	-171.40	1.00
312.500000	-2.13	-173.02	1.00
316.406250	-2.67	-173.40	1.00
320.312500	-3.30	-172.52	1.00
324.218750	-3.78	-172.39	1.00
328.125000	-4.60	-158.61	1.00
332.031250	-4.60	-164.20	1.00
335.937500	-4.91	-161.97	1.00
339.843750	-4.58	-154.87	1.00
343.750000	-4.28	-150.34	1.00
347.656250	-3.45	-145.17	1.00
351.562500	-1.80	-157.54	1.00
355.468750	-1.74	-160.04	1.00
359.375000	-3.00	-158.20	1.00
363.281250	-3.05	-153.57	1.00
367.187500	-2.77	-152.45	1.00
371.093750	-2.32	-151.34	1.00
375.000000	-2.48	-151.77	1.00
378.906250	-2.04	-147.33	1.00
382.812500	-1.81	-147.94	1.00
386.718750	-0.97	-150.96	1.00
390.625000	-0.51	-153.08	1.00
394.531250	-0.49	-156.50	1.00
398.437500	-0.61	-157.36	1.00
402.343750	-0.69	-158.06	1.00
406.250000	-0.13	-156.96	1.00
410.156250	-0.10	-156.97	1.00
414.062500	-0.15	-160.46	0.99
417.968750	-1.04	-169.31	1.00
421.875000	-1.12	-168.87	1.00
425.781250	-1.25	-170.52	1.00
429.687500	-1.87	-171.34	1.00
433.593750	-2.62	-165.78	1.00
437.500000	-2.36	-164.93	1.00
441.406250	-2.29	-164.45	1.00
445.312500	-2.31	-164.27	1.00
449.218750	-2.26	-163.06	1.00
453.125000	-2.17	-163.11	1.00
457.031250	-2.08	-164.16	1.00
460.937500	-2.16	-164.51	1.00
464.843750	-2.42	-164.90	1.00
468.750000	-2.49	-161.56	1.00
472.656250	-2.28	-159.98	1.00
476.562500	-1.82	-156.95	1.00
480.468750	-1.43	-157.78	1.00
484.375000	-1.31	-161.86	1.00
488.281250	-1.33	-163.26	1.00
492.187500	-1.55	-164.24	1.00
496.093750	-1.72	-164.66	1.00
500.000000	-1.75	-164.76	1.00
503.906250	-1.76	-165.04	1.00
507.812500	-1.78	-165.63	1.00
511.718750	-1.85	-166.43	1.00
515.625000	-2.11	-167.87	1.00
519.531250	-2.18	-167.96	1.00
523.437500	-2.46	-167.52	1.00
527.343750	-2.53	-166.98	1.00
531.250000	-2.60	-166.27	1.00
535.156250	-2.58	-166.09	1.00
539.062500	-3.34	-167.48	1.00
542.968750	-3.50	-167.37	1.00
546.875000	-3.87	-161.75	1.00
550.781250	-3.94	-159.95	1.00
554.687500	-3.52	-158.63	1.00
560.000000	-2.62	-154.01	1.00
568.000000	-2.64	-153.41	1.00
576.000000	-1.96	-148.61	1.00
584.000000	-1.40	-148.69	1.00
592.000000	-0.10	-151.19	0.99
600.000000	0.57	-167.02	1.00
608.000000	0.63	-166.13	1.00
616.000000	-1.00	-174.35	1.00
624.000000	-1.56	-173.98	1.00
632.000000	-2.05	-168.90	1.00
640.000000	-3.12	-167.04	1.00
648.000000	-1.53	-169.68	1.00
656.000000	-2.42	-157.07	1.00
664.000000	-2.39	-158.88	1.00
672.000000	-1.87	-157.47	1.00
680.000000	-1.71	-157.08	1.00
688.000000	-1.71	-159.64	1.00
696.000000	-1.43	-159.49	1.00
704.000000	-1.07	-160.79	1.00
712.000000	-1.04	-160.67	1.00
720.000000	-0.96	-163.63	1.00
728.000000	-1.73	-167.78	1.00
736.000000	-1.91	-167.65	1.00
744.000000	-2.65	-162.28	1.00
752.000000	-2.57	-164.26	1.00
760.000000	-3.00	-159.70	1.00
768.000000	-2.73	-163.41	1.00
776.000000	-2.31	-155.78	1.00
784.000000	-1.92	-153.99	1.00
792.000000	-1.29	-152.66	1.00
800.000000	-1.20	-153.92	1.00
808.000000	-0.96	-155.17	1.00
816.000000	-0.46	-158.47	1.00
824.000000	-0.58	-163.68	1.00
832.000000	-0.96	-162.69	1.00
840.000000	-1.40	-162.71	1.00
848.000000	-1.55	-162.89	1.00
856.000000	-0.97	-163.22	1.00
864.000000	-1.16	-163.94	1.00
872.000000	-1.29	-163.21	1.00
880.000000	-1.39	-163.63	1.00
888.000000	-1.95	-166.09	1.00
896.000000	-2.46	-164.40	1.00
904.000000	-2.22	-155.13	1.00
912.000000	-1.45	-154.28	1.00
920.000000	-1.16	-153.94	1.00
928.000000	-0.92	-153.85	1.00
936.000000	-0.14	-154.81	1.00
944.000000	-0.31	-160.13	1.00
952.000000	-0.46	-161.61	1.00
960.000000	-0.28	-161.87	1.00
968.000000	-0.64	-160.06	1.00
976.000000	-0.24	-159.58	1.00
984.000000	-0.42	-160.81	1.00
992.000000	-0.12	-163.01	1.00
1000.000000	-0.09	-166.33	1.00
1008.000000	-0.95	-165.98	1.00
1016.000000	-0.96	-163.03	1.00
1024.000000	-1.00	-161.00	1.00
1032.000000	-0.69	-160.69	1.00
1040.000000	-0.53	-160.28	1.00
1048.000000	-0.51	-163.15	1.00
1056.000000	-0.68	-162.36	1.00
1064.000000	-0.91	-159.58	1.00
1072.000000	-0.34	-157.77	1.00
1080.000000	0.34	-159.60	1.00
1088.000000	0.50	-163.21	1.00
1096.000000	0.44	-169.16	1.00
1104.000000	0.14	-169.78	1.00
1112.000000	-0.22	-171.06	1.00
1120.000000	-0.51	-172.24	1.00
1128.000000	-0.84	-171.16	1.00
1136.000000	-1.47	-170.40	1.00
1144.000000	-1.73	-168.82	1.00
1152.000000	-1.79	-165.24	1.00
1160.000000	-1.78	-162.80	1.00
1168.000000	-1.68	-160.92	1.00
1176.000000	-1.25	-160.08	1.00
1184.000000	-0.86	-160.38	1.00
1192.000000	-0.61	-161.27	1.00
1200.000000	-0.27	-162.84	1.00
1208.000000	-0.28	-164.49	1.00
1216.000000	-0.79	-163.40	1.00
1224.000000	-0.97	-162.92	1.00
1232.000000	-0.80	-162.17	1.00
1240.000000	-0.77	-162.18	1.00
1248.000000	-0.74	-162.05	1.00
1256.000000	-0.72	-161.59	1.00
1264.000000	-0.70	-161.77	1.00
1272.000000	-0.74	-162.17	1.00
1280.000000	-0.79	-162.11	1.00
1288.000000	-0.89	-161.29	1.00
1296.000000	-0.78	-159.75	1.00
1304.000000	-0.55	-159.07	1.00
1312.000000	-0.32	-159.19	1.00
1320.000000	-0.16	-159.50	1.00
1328.000000	-0.17	-160.94	1.00
1336.000000	-0.34	-162.02	1.00
1344.000000	-0.83	-162.37	1.00
1352.000000	-0.97	-161.77	1.00
1360.000000	-1.01	-159.80	1.00
1368.000000	-0.70	-158.50	1.00
1376.000000	-0.56	-157.87	1.00
1384.000000	-0.49	-157.23	1.00
1392.000000	-0.37	-156.34	1.00
1400.000000	-0.11	-155.05	1.00
1408.000000	0.16	-153.95	1.00
1416.000000	0.48	-153.36	1.00
1424.000000	0.92	-152.73	1.00
1432.000000	1.67	-153.21	1.00
1440.000000	2.75	-156.39	0.99
1448.000000	3.29	-166.15	0.98
1456.000000	3.20	-175.18	1.00
1464.000000	2.38	175.79	0.99
1472.000000	1.10	175.91	1.00
1480.000000	0.01	176.46	1.00
1488.000000	-0.80	-179.39	1.00
1496.000000	-1.19	-174.43	1.00
1504.000000	-1.39	-170.18	1.00
1512.000000	-1.28	-165.53	1.00
1520.000000	-1.16	-158.92	1.00
1528.000000	-0.82	-158.88	1.00
1536.000000	-0.52	-158.16	1.00
1544.000000	-0.16	-157.30	1.00
1552.000000	0.38	-157.45	1.00
1560.000000	0.74	-158.69	1.00
1568.000000	0.74	-160.52	1.00
1576.000000	0.66	-161.94	1.00
1584.000000	0.65	-162.75	1.00
1592.000000	0.89	-163.81	1.00
1600.000000	1.18	-163.87	1.00
1608.000000	1.40	-165.26	1.00
1616.000000	1.45	-168.80	1.00
1624.000000	1.50	-171.17	1.00
1632.000000	1.12	-172.78	1.00
1640.000000	0.60	-172.95	1.00
1648.000000	0.11	-171.39	1.00
1656.000000	-0.20	-168.61	1.00
1664.000000	-0.26	-167.00	1.00
1672.000000	-0.21	-165.64	1.00
1680.000000	-0.04	-163.83	1.00
1688.000000	0.25	-162.28	1.00
1696.000000	0.89	-160.74	1.00
1704.000000	1.20	-162.44	1.00
1712.000000	1.22	-165.88	1.00
1720.000000	0.95	-166.32	1.00
1728.000000	0.69	-165.75	1.00
1736.000000	0.60	-164.34	1.00
1744.000000	0.77	-163.15	1.00
1752.000000	0.98	-162.92	1.00
1760.000000	1.14	-162.76	1.00
1768.000000	1.33	-162.25	1.00
1776.000000	1.63	-161.49	1.00
1784.000000	2.09	-162.12	1.00
1792.000000	2.39	-165.83	0.99
1800.000000	2.58	-172.72	0.99
1808.000000	2.14	-177.33	0.99
1816.000000	1.11	-178.64	1.00
1824.000000	0.90	-177.20	1.00
1832.000000	0.57	-174.65	1.00
1840.000000	0.36	-172.99	1.00
1848.000000	0.22	-171.49	1.00
1856.000000	0.13	-169.38	1.00
1866.665649	0.33	-164.40	1.00
1893.332275	1.82	-166.69	1.00
1919.998901	-0.44	-170.83	0.99
1946.665527	1.04	-168.63	1.00
1973.332153	1.74	-165.91	1.00
1999.998779	1.78	-174.59	1.00
2026.665405	0.61	-170.97	0.99
2053.332031	2.04	-167.81	0.99
2079.998779	4.57	-173.26	0.99
2106.665527	3.36	164.97	0.98
2133.332275	1.09	171.10	0.99
2159.999023	1.17	-173.83	0.99
2186.665771	3.38	-161.52	1.00
2213.332520	3.69	174.54	0.99
2239.999268	3.14	176.84	1.00
2266.666016	2.35	177.60	0.99
2293.332764	1.12	-174.88	1.00
2319.999512	1.23	-171.78	1.00
2346.666260	0.92	-169.71	0.99
2373.333008	3.08	-175.94	0.98
2399.999756	0.94	177.30	0.99
2426.666504	2.57	-179.15	0.99
2453.333252	1.71	173.81	1.00
2480.000000	1.12	173.24	1.00
2506.666748	1.18	-172.47	0.95
2533.333496	4.34	-171.48	0.98
2560.000244	3.92	179.55	0.96
2586.666992	0.82	156.39	0.97
2613.333740	-0.48	173.71	1.00
2640.000488	0.30	175.60	1.00
2666.667236	0.41	-176.27	0.99
2693.333984	3.03	-174.09	0.98
2720.000732	3.53	-174.40	0.98
2746.667480	3.93	161.76	0.95
2773.334229	0.47	165.49	0.99
2800.000977	-0.19	172.74	0.99
2826.667725	1.37	-176.93	0.99
2853.334473	2.50	179.71	0.99
2880.001221	2.55	-176.86	0.99
2906.667969	5.21	170.01	0.99
2933.334717	4.40	161.49	0.98
2960.001465	2.32	158.88	0.97
2986.668213	2.12	166.37	0.99
3013.334961	2.42	176.45	1.00
3040.001709	3.85	174.54	0.98
3066.668457	4.95	164.50	1.00
3093.335205	5.65	159.81	1.00
3120.001953	4.18	156.66	0.95
3146.668701	1.39	161.80	0.93
3173.335449	0.96	173.33	0.99
3200.002197	1.73	-175.10	0.97
3226.668945	4.30	167.48	0.99
3253.335693	6.14	173.86	0.99
3280.002441	5.08	157.07	0.98
3306.669189	2.88	151.49	0.98
3333.335938	1.23	155.89	0.99
3360.002686	1.81	161.79	0.96
3386.669434	3.13	174.74	1.00
3413.336182	3.60	166.67	0.99
3440.002930	3.38	150.16	0.99
3466.669678	3.13	146.60	1.00
3493.336426	2.91	153.01	0.99
3520.003174	2.29	170.24	0.99
3546.669922	3.11	-172.74	0.99
3573.336670	9.44	-168.69	0.95
3600.003418	8.90	118.80	0.93
3626.670166	4.54	128.13	0.98
3653.336914	2.31	143.94	0.95
3680.003662	1.86	155.73	0.94
3706.670410	4.54	162.86	0.98
3733.337158	5.27	165.20	0.95
3760.003906	6.40	146.82	0.98
3786.670654	2.91	133.20	0.95
3813.337402	1.79	130.12	0.99
3840.004150	1.60	147.28	0.98
3866.670898	2.91	159.23	0.96
3893.337646	5.15	152.92	0.99
3920.004395	5.73	149.66	0.99
3946.671143	4.77	138.21	0.99
3973.337891	2.74	131.09	0.98
4000.004639	2.27	135.90	0.99
4026.671387	3.68	149.75	0.99
4053.338135	4.23	148.52	0.99
4080.004883	5.60	134.77	0.90
4106.671387	4.14	116.79	0.90
4133.337891	2.40	119.76	1.00
4160.004395	2.06	124.54	1.00
4186.670898	1.97	126.78	0.98
4213.337402	1.63	131.00	0.99
4240.003906	1.54	131.61	0.95
4266.670410	0.68	110.17	0.91
4293.336914	0.26	110.78	0.96
4320.003418	1.74	127.80	0.98
4346.669922	1.62	127.26	0.99
4373.336426	1.18	127.49	0.99
4400.002930	2.00	131.09	1.00
4426.669434	2.38	128.14	1.00
4453.335938	1.71	123.65	0.99
4480.002441	0.62	121.66	1.00
4506.668945	0.28	125.66	1.00
4533.335449	-0.90	131.12	0.97
4560.001953	0.57	137.13	0.98
4586.668457	1.68	137.62	0.98
4613.334961	1.90	135.88	0.98
4640.001465	2.56	133.07	1.00
4666.667969	2.05	129.43	0.99
4693.334473	0.79	131.85	0.99
4720.000977	1.30	136.28	0.99
4746.667480	1.92	133.77	1.00
4773.333984	2.05	135.32	1.00
4800.000488	2.36	138.32	1.00
4826.666992	2.50	137.02	0.99
4853.333496	2.20	135.22	0.99
4880.000000	2.09	137.29	0.99
4906.666504	3.11	134.31	1.00
4933.333008	3.37	133.16	1.00
4959.999512	3.54	129.76	1.00
4986.666016	3.65	126.54	1.00
5013.332520	3.48	123.33	0.99
5039.999023	2.52	125.33	0.99
5066.665527	1.83	126.12	1.00
5093.332031	3.13	121.25	0.99
5119.998535	3.47	121.23	0.99
5146.665039	3.59	120.76	1.00
5173.331543	3.54	118.75	1.00
5199.998047	3.45	116.90	1.00
5226.664551	3.25	114.71	1.00
5253.331055	3.07	115.97	1.00
5279.997559	3.26	116.27	1.00
5306.664063	3.21	115.59	1.00
5333.330566	3.09	115.47	0.99
5359.997070	2.98	114.95	1.00
5386.663574	2.98	113.05	1.00
5413.330078	3.03	113.43	1.00
5439.996582	2.75	116.56	1.00
5466.663086	3.05	117.67	1.00
5493.329590	2.92	116.17	1.00
5519.996094	2.91	115.54	1.00
5546.662598	3.09	114.69	1.00
5573.329102	3.22	113.80	1.00
5599.995605	3.50	110.62	1.00
5626.662109	3.50	109.29	1.00
5653.328613	2.73	111.53	0.98
5679.995117	3.04	115.56	0.97
5706.661621	3.71	111.90	0.99
5733.328125	3.67	103.39	0.99
5759.994629	3.13	104.57	1.00
5786.661133	2.62	106.53	1.00
5813.327637	2.70	109.15	1.00
5839.994141	3.20	111.24	1.00
5866.660645	3.98	111.95	0.99
5893.327148	4.02	107.19	0.99
5919.993652	3.68	104.31	0.98
5946.660156	3.03	103.21	1.00
5973.326660	2.72	102.63	1.00
5999.993164	2.82	104.60	0.99
6026.659668	2.97	105.71	1.00
6053.326172	3.08	103.13	0.99
6079.992676	2.88	99.26	0.99
6106.659180	3.00	99.50	0.99
6133.325684	3.32	101.53	0.99
6159.992188	3.26	102.97	1.00
6186.658691	3.57	103.39	0.99
6213.325195	3.75	100.77	0.99
6239.991699	3.74	93.43	0.99
6266.658203	3.66	90.24	1.00
6293.324707	3.54	91.95	1.00
6319.991211	3.47	96.16	0.99
6346.657715	3.68	93.25	0.99
6373.324219	4.02	89.17	1.00
6399.990723	3.71	86.48	0.99
6426.657227	3.36	83.24	0.98
6453.323730	2.71	81.15	1.00
6479.990234	2.56	81.39	1.00
6506.656738	2.68	82.83	0.98
6533.323242	2.87	83.18	1.00
6559.989746	2.99	80.44	0.98
6586.656250	2.98	74.49	1.00
6613.322754	2.60	71.89	1.00
6639.989258	2.09	72.77	1.00
6666.655762	1.64	75.26	1.00
6693.322266	1.59	75.49	1.00
6719.988770	1.56	72.92	1.00
6746.655273	1.04	71.05	0.99
6773.321777	-0.01	72.75	0.94
6799.988281	-0.49	72.28	0.99
6826.654785	-0.19	74.67	1.00
6853.321289	0.09	75.40	1.00
6879.987793	0.13	73.69	1.00
6906.654297	-0.23	72.48	1.00
6933.320801	-0.38	72.36	1.00
6959.987305	-0.61	71.76	1.00
6986.653809	-0.79	73.29	0.99
7013.320313	-0.99	76.93	1.00
7039.986816	-1.00	79.41	0.99
7066.653320	-1.07	80.44	0.99
7093.319824	-1.33	83.81	0.98
7119.986328	-1.10	90.79	0.97
7146.652832	-0.81	93.56	0.98
7173.319336	-0.40	90.52	0.98
7199.985840	-0.22	88.49	1.00
7226.652344	-0.13	88.73	1.00
7253.318848	-0.09	88.76	1.00
7279.985352	-0.03	86.95	1.00
7306.651855	-0.19	85.67	0.99
7333.318359	-0.15	85.07	1.00
7359.984863	0.22	84.50	1.00
7386.651367	0.70	82.56	0.99
7413.317871	0.93	79.13	0.98
7439.984375	0.89	72.96	1.00
7466.650879	0.38	76.50	0.99
7493.317383	0.81	79.52	0.99
7519.983887	0.62	75.91	1.00
7546.650391	0.25	73.54	0.99
7573.316895	-0.36	73.39	0.98
7599.983398	-0.55	76.85	0.97
7626.649902	-0.71	75.48	1.00
7653.316406	-1.27	74.72	1.00
7679.982910	-1.89	74.20	1.00
7706.649414	-1.95	74.27	0.99
7733.315918	-1.55	72.82	0.95
7759.982422	-1.52	73.79	1.00
7786.648926	-1.58	75.38	1.00
7813.315430	-1.55	77.29	1.00
7839.981934	-1.47	79.51	1.00
7866.648438	-1.39	81.12	1.00
7893.314941	-1.30	82.65	1.00
7919.981445	-1.08	83.26	1.00
7946.647949	-0.94	82.89	1.00
7973.314453	-0.99	82.80	0.99
7999.980957	-0.93	82.72	0.99
8026.647461	-0.83	83.65	0.99
8053.313965	-0.41	83.79	1.00
8079.980469	-0.31	82.72	1.00
8106.646973	-0.36	82.58	1.00
8133.313477	-0.36	83.59	1.00
8159.979980	-0.26	86.29	0.99
8186.646484	-0.10	86.81	1.00
8213.313477	0.19	85.72	1.00
8239.980469	0.28	84.39	1.00
8266.647461	0.19	82.68	1.00
8293.314453	0.02	81.20	1.00
8319.981445	0.07	81.07	1.00
8346.648438	0.26	82.44	1.00
8373.315430	0.61	82.47	1.00
8399.982422	0.85	80.66	1.00
8426.649414	0.83	78.88	1.00
8453.316406	0.61	78.56	1.00
8479.983398	0.58	78.64	1.00
8506.650391	0.66	79.10	1.00
8533.317383	0.89	78.78	1.00
8559.984375	1.05	77.04	1.00
8586.651367	0.96	75.10	0.99
8613.318359	0.62	74.65	0.99
8639.985352	0.54	76.07	1.00
8666.652344	0.93	77.09	0.99
8693.319336	1.30	76.02	1.00
8719.986328	1.56	74.26	1.00
8746.653320	1.74	72.33	1.00
8773.320313	1.81	69.91	1.00
8799.987305	1.81	68.20	1.00
8826.654297	1.87	69.73	1.00
8853.321289	2.08	70.05	1.00
8879.988281	2.27	68.76	1.00
8906.655273	2.28	67.11	1.00
8933.322266	2.08	65.52	1.00
8959.989258	1.95	65.15	1.00
8986.656250	1.96	65.19	0.99
9013.323242	2.68	65.17	1.00
9039.990234	3.21	63.16	0.99
9066.657227	3.35	59.59	0.99
9093.324219	3.37	55.79	1.00
9119.991211	3.38	53.49	1.00
9146.658203	3.29	52.60	1.00
9173.325195	3.49	52.40	1.00
9199.992188	4.01	51.46	0.96
9226.659180	4.30	47.72	0.98
9253.326172	3.96	48.46	0.98
9279.993164	3.70	53.34	0.96
9306.660156	3.13	51.88	0.99
9333.327148	3.15	49.76	1.00
9359.994141	3.04	45.98	1.00
9386.661133	2.93	42.15	1.00
9413.328125	2.75	39.46	1.00
9439.995117	2.52	36.73	1.00
9466.662109	2.37	34.37	1.00
9493.329102	2.37	32.12	1.00
9519.996094	2.48	29.67	1.00
9546.663086	2.89	27.28	0.98
9573.330078	3.12	25.19	1.00
9600.000977	2.22	23.72	0.99
9733.333984	0.79	24.31	1.00
9866.666992	-0.69	13.13	0.99
10000.000000	-2.47	13.29	0.99
10133.333008	-2.42	15.96	1.00
10266.666016	-2.02	12.05	0.99
10399.999023	-2.99	18.28	0.99
10533.332031	-1.60	12.09	0.99
10666.665039	-2.72	-11.49	0.99
10799.998047	-3.52	5.33	1.00
10933.331055	-3.76	2.67	0.99
11066.664063	-7.40	-0.50	0.98
11199.997070	-5.38	1.35	1.00
11333.330078	-5.71	3.39	1.00
11466.663086	-5.65	2.36	1.00
11599.996094	-6.00	2.96	1.00
